pax_id,agent_index
1003,406;2195;3984;5773;7562;9351;11140;12929;14718;16507;
1004,423;2212;4001;5790;7579;9368;11157;12946;14735;16524;
1005,411;2200;3989;5778;7567;9356;11145;12934;14723;16512;
1006,410;2199;3988;5777;7566;9355;11144;12933;14722;16511;
1053,452;2241;4030;5819;7608;9397;11186;12975;14764;16553;
1054,456;2245;4034;5823;7612;9401;11190;12979;14768;16557;
1055,455;2244;4033;5822;7611;9400;11189;12978;14767;16556;
1056,458;2247;4036;5825;7614;9403;11192;12981;14770;16559;
1065,469;2258;4047;5836;7625;9414;11203;12992;14781;16570;
1066,448;2237;4026;5815;7604;9393;11182;12971;14760;16549;
1069,356;2145;3934;5723;7512;9301;11090;12879;14668;16457;
1070,359;2148;3937;5726;7515;9304;11093;12882;14671;16460;
1071,457;2246;4035;5824;7613;9402;11191;12980;14769;16558;
1072,471;2260;4049;5838;7627;9416;11205;12994;14783;16572;
1077,468;2257;4046;5835;7624;9413;11202;12991;14780;16569;
1078,361;2150;3939;5728;7517;9306;11095;12884;14673;16462;
1079,465;2254;4043;5832;7621;9410;11199;12988;14777;16566;
1080,472;2261;4050;5839;7628;9417;11206;12995;14784;16573;
1081,470;2259;4048;5837;7626;9415;11204;12993;14782;16571;
1082,474;2263;4052;5841;7630;9419;11208;12997;14786;16575;
1130,351;2140;3929;5718;7507;9296;11085;12874;14663;16452;
1131,466;2255;4044;5833;7622;9411;11200;12989;14778;16567;
1133,467;2256;4045;5834;7623;9412;11201;12990;14779;16568;
1549,502;2291;4080;5869;7658;9447;11236;13025;14814;16603;
1550,495;616;2284;2405;4073;4194;5862;5983;7651;7772;9440;9561;11229;11350;13018;13139;14807;14928;16596;16717;
1551,501;665;2290;2454;4079;4243;5868;6032;7657;7821;9446;9610;11235;11399;13024;13188;14813;14977;16602;16766;
1552,497;619;2286;2408;4075;4197;5864;5986;7653;7775;9442;9564;11231;11353;13020;13142;14809;14931;16598;16720;
1553,503;623;2292;2412;4081;4201;5870;5990;7659;7779;9448;9568;11237;11357;13026;13146;14815;14935;16604;16724;
1554,492;615;2281;2404;4070;4193;5859;5982;7648;7771;9437;9560;11226;11349;13015;13138;14804;14927;16593;16716;
1555,498;611;2287;2400;4076;4189;5865;5978;7654;7767;9443;9556;11232;11345;13021;13134;14810;14923;16599;16712;
1556,488;564;2277;2353;4066;4142;5855;5931;7644;7720;9433;9509;11222;11298;13011;13087;14800;14876;16589;16665;
1557,494;558;2283;2347;4072;4136;5861;5925;7650;7714;9439;9503;11228;11292;13017;13081;14806;14870;16595;16659;
1558,496;609;2285;2398;4074;4187;5863;5976;7652;7765;9441;9554;11230;11343;13019;13132;14808;14921;16597;16710;
1559,549;618;2338;2407;4127;4196;5916;5985;7705;7774;9494;9563;11283;11352;13072;13141;14861;14930;16650;16719;
1560,554;2343;4132;5921;7710;9499;11288;13077;14866;16655;
1561,563;2352;4141;5930;7719;9508;11297;13086;14875;16664;
1562,505;617;2294;2406;4083;4195;5872;5984;7661;7773;9450;9562;11239;11351;13028;13140;14817;14929;16606;16718;
1563,509;624;2298;2413;4087;4202;5876;5991;7665;7780;9454;9569;11243;11358;13032;13147;14821;14936;16610;16725;
1564,559;677;2348;2466;4137;4255;5926;6044;7715;7833;9504;9622;11293;11411;13082;13200;14871;14989;16660;16778;
1565,508;2297;4086;5875;7664;9453;11242;13031;14820;16609;
1566,571;2360;4149;5938;7727;9516;11305;13094;14883;16672;
1567,510;2299;4088;5877;7666;9455;11244;13033;14822;16611;
1568,572;2361;4150;5939;7728;9517;11306;13095;14884;16673;
1569,562;2351;4140;5929;7718;9507;11296;13085;14874;16663;
1570,614;632;2403;2421;4192;4210;5981;5999;7770;7788;9559;9577;11348;11366;13137;13155;14926;14944;16715;16733;
1571,573;681;2362;2470;4151;4259;5940;6048;7729;7837;9518;9626;11307;11415;13096;13204;14885;14993;16674;16782;
1572,575;2364;4153;5942;7731;9520;11309;13098;14887;16676;
1573,574;2363;4152;5941;7730;9519;11308;13097;14886;16675;
1574,582;2371;4160;5949;7738;9527;11316;13105;14894;16683;
1575,581;691;2370;2480;4159;4269;5948;6058;7737;7847;9526;9636;11315;11425;13104;13214;14893;15003;16682;16792;
1576,580;2369;4158;5947;7736;9525;11314;13103;14892;16681;
1577,585;692;2374;2481;4163;4270;5952;6059;7741;7848;9530;9637;11319;11426;13108;13215;14897;15004;16686;16793;
1578,584;693;2373;2482;4162;4271;5951;6060;7740;7849;9529;9638;11318;11427;13107;13216;14896;15005;16685;16794;
1579,586;688;2375;2477;4164;4266;5953;6055;7742;7844;9531;9633;11320;11422;13109;13211;14898;15000;16687;16789;
1580,590;694;2379;2483;4168;4272;5957;6061;7746;7850;9535;9639;11324;11428;13113;13217;14902;15006;16691;16795;
1581,595;2384;4173;5962;7751;9540;11329;13118;14907;16696;
1582,594;700;2383;2489;4172;4278;5961;6067;7750;7856;9539;9645;11328;11434;13117;13223;14906;15012;16695;16801;
1583,589;2378;4167;5956;7745;9534;11323;13112;14901;16690;
1584,625;2414;4203;5992;7781;9570;11359;13148;14937;16726;
1585,537;606;2326;2395;4115;4184;5904;5973;7693;7762;9482;9551;11271;11340;13060;13129;14849;14918;16638;16707;
1586,645;2434;4223;6012;7801;9590;11379;13168;14957;16746;
1587,533;2322;4111;5900;7689;9478;11267;13056;14845;16634;
1588,531;2320;4109;5898;7687;9476;11265;13054;14843;16632;
1589,529;2318;4107;5896;7685;9474;11263;13052;14841;16630;
1590,534;2323;4112;5901;7690;9479;11268;13057;14846;16635;
1591,483;538;2272;2327;4061;4116;5850;5905;7639;7694;9428;9483;11217;11272;13006;13061;14795;14850;16584;16639;
1592,513;649;2302;2438;4091;4227;5880;6016;7669;7805;9458;9594;11247;11383;13036;13172;14825;14961;16614;16750;
1593,511;532;605;2300;2321;2394;4089;4110;4183;5878;5899;5972;7667;7688;7761;9456;9477;9550;11245;11266;11339;13034;13055;13128;14823;14844;14917;16612;16633;16706;
1594,515;634;2304;2423;4093;4212;5882;6001;7671;7790;9460;9579;11249;11368;13038;13157;14827;14946;16616;16735;
1595,481;526;657;2270;2315;2446;4059;4104;4235;5848;5893;6024;7637;7682;7813;9426;9471;9602;11215;11260;11391;13004;13049;13180;14793;14838;14969;16582;16627;16758;
1596,482;518;639;2271;2307;2428;4060;4096;4217;5849;5885;6006;7638;7674;7795;9427;9463;9584;11216;11252;11373;13005;13041;13162;14794;14830;14951;16583;16619;16740;
1597,476;520;633;2265;2309;2422;4054;4098;4211;5843;5887;6000;7632;7676;7789;9421;9465;9578;11210;11254;11367;12999;13043;13156;14788;14832;14945;16577;16621;16734;
1598,475;480;516;536;637;648;654;2264;2269;2305;2325;2426;2437;2443;4053;4058;4094;4114;4215;4226;4232;5842;5847;5883;5903;6004;6015;6021;7631;7636;7672;7692;7793;7804;7810;9420;9425;9461;9481;9582;9593;9599;11209;11214;11250;11270;11371;11382;11388;12998;13003;13039;13059;13160;13171;13177;14787;14792;14828;14848;14949;14960;14966;16576;16581;16617;16637;16738;16749;16755;
1599,540;599;2329;2388;4118;4177;5907;5966;7696;7755;9485;9544;11274;11333;13063;13122;14852;14911;16641;16700;
1600,544;613;2333;2402;4122;4191;5911;5980;7700;7769;9489;9558;11278;11347;13067;13136;14856;14925;16645;16714;
1601,489;598;2278;2387;4067;4176;5856;5965;7645;7754;9434;9543;11223;11332;13012;13121;14801;14910;16590;16699;
1602,646;2435;4224;6013;7802;9591;11380;13169;14958;16747;
1603,650;2439;4228;6017;7806;9595;11384;13173;14962;16751;
1606,535;2324;4113;5902;7691;9480;11269;13058;14847;16636;
1607,543;2332;4121;5910;7699;9488;11277;13066;14855;16644;
1608,550;2339;4128;5917;7706;9495;11284;13073;14862;16651;
1609,647;2436;4225;6014;7803;9592;11381;13170;14959;16748;
1610,512;604;2301;2393;4090;4182;5879;5971;7668;7760;9457;9549;11246;11338;13035;13127;14824;14916;16613;16705;
1611,519;651;2308;2440;4097;4229;5886;6018;7675;7807;9464;9596;11253;11385;13042;13174;14831;14963;16620;16752;
1612,521;602;2310;2391;4099;4180;5888;5969;7677;7758;9466;9547;11255;11336;13044;13125;14833;14914;16622;16703;
1613,528;2317;4106;5895;7684;9473;11262;13051;14840;16629;
1614,477;517;600;2266;2306;2389;4055;4095;4178;5844;5884;5967;7633;7673;7756;9422;9462;9545;11211;11251;11334;13000;13040;13123;14789;14829;14912;16578;16618;16701;
1615,484;525;655;2273;2314;2444;4062;4103;4233;5851;5892;6022;7640;7681;7811;9429;9470;9600;11218;11259;11389;13007;13048;13178;14796;14837;14967;16585;16626;16756;
1616,478;557;2267;2346;4056;4135;5845;5924;7634;7713;9423;9502;11212;11291;13001;13080;14790;14869;16579;16658;
1617,486;597;2275;2386;4064;4175;5853;5964;7642;7753;9431;9542;11220;11331;13009;13120;14798;14909;16587;16698;
1618,487;601;2276;2390;4065;4179;5854;5968;7643;7757;9432;9546;11221;11335;13010;13124;14799;14913;16588;16702;
1619,479;541;2268;2330;4057;4119;5846;5908;7635;7697;9424;9486;11213;11275;13002;13064;14791;14853;16580;16642;
1620,493;608;2282;2397;4071;4186;5860;5975;7649;7764;9438;9553;11227;11342;13016;13131;14805;14920;16594;16709;
1621,485;545;2274;2334;4063;4123;5852;5912;7641;7701;9430;9490;11219;11279;13008;13068;14797;14857;16586;16646;
1622,546;656;2335;2445;4124;4234;5913;6023;7702;7812;9491;9601;11280;11390;13069;13179;14858;14968;16647;16757;
1623,548;659;2337;2448;4126;4237;5915;6026;7704;7815;9493;9604;11282;11393;13071;13182;14860;14971;16649;16760;
1624,490;603;2279;2392;4068;4181;5857;5970;7646;7759;9435;9548;11224;11337;13013;13126;14802;14915;16591;16704;
1625,499;607;2288;2396;4077;4185;5866;5974;7655;7763;9444;9552;11233;11341;13022;13130;14811;14919;16600;16708;
1626,500;610;2289;2399;4078;4188;5867;5977;7656;7766;9445;9555;11234;11344;13023;13133;14812;14922;16601;16711;
1627,491;612;2280;2401;4069;4190;5858;5979;7647;7768;9436;9557;11225;11346;13014;13135;14803;14924;16592;16713;
1628,504;670;2293;2459;4082;4248;5871;6037;7660;7826;9449;9615;11238;11404;13027;13193;14816;14982;16605;16771;
1629,553;664;2342;2453;4131;4242;5920;6031;7709;7820;9498;9609;11287;11398;13076;13187;14865;14976;16654;16765;
1630,506;2295;4084;5873;7662;9451;11240;13029;14818;16607;
1631,566;2355;4144;5933;7722;9511;11300;13089;14878;16667;
1632,560;678;2349;2467;4138;4256;5927;6045;7716;7834;9505;9623;11294;11412;13083;13201;14872;14990;16661;16779;
1633,567;628;2356;2417;4145;4206;5934;5995;7723;7784;9512;9573;11301;11362;13090;13151;14879;14940;16668;16729;
1634,576;682;2365;2471;4154;4260;5943;6049;7732;7838;9521;9627;11310;11416;13099;13205;14888;14994;16677;16783;
1635,570;2359;4148;5937;7726;9515;11304;13093;14882;16671;
1636,577;2366;4155;5944;7733;9522;11311;13100;14889;16678;
1637,578;685;2367;2474;4156;4263;5945;6052;7734;7841;9523;9630;11312;11419;13101;13208;14890;14997;16679;16786;
1638,507;675;2296;2464;4085;4253;5874;6042;7663;7831;9452;9620;11241;11409;13030;13198;14819;14987;16608;16776;
1639,583;689;2372;2478;4161;4267;5950;6056;7739;7845;9528;9634;11317;11423;13106;13212;14895;15001;16684;16790;
1640,672;2461;4250;6039;7828;9617;11406;13195;14984;16773;
1641,579;2368;4157;5946;7735;9524;11313;13102;14891;16680;
1642,626;2415;4204;5993;7782;9571;11360;13149;14938;16727;
1643,627;2416;4205;5994;7783;9572;11361;13150;14939;16728;
1644,671;2460;4249;6038;7827;9616;11405;13194;14983;16772;
1645,588;2377;4166;5955;7744;9533;11322;13111;14900;16689;
1646,587;697;2376;2486;4165;4275;5954;6064;7743;7853;9532;9642;11321;11431;13110;13220;14899;15009;16688;16798;
1647,592;2381;4170;5959;7748;9537;11326;13115;14904;16693;
1648,591;699;2380;2488;4169;4277;5958;6066;7747;7855;9536;9644;11325;11433;13114;13222;14903;15011;16692;16800;
1649,596;2385;4174;5963;7752;9541;11330;13119;14908;16697;
1650,593;2382;4171;5960;7749;9538;11327;13116;14905;16694;
1651,679;2468;4257;6046;7835;9624;11413;13202;14991;16780;
1652,687;2476;4265;6054;7843;9632;11421;13210;14999;16788;
1653,696;2485;4274;6063;7852;9641;11430;13219;15008;16797;
1654,620;2409;4198;5987;7776;9565;11354;13143;14932;16721;
1655,629;2418;4207;5996;7785;9574;11363;13152;14941;16730;
1656,695;2484;4273;6062;7851;9640;11429;13218;15007;16796;
1657,686;2475;4264;6053;7842;9631;11420;13209;14998;16787;
1658,631;2420;4209;5998;7787;9576;11365;13154;14943;16732;
1659,630;2419;4208;5997;7786;9575;11364;13153;14942;16731;
1660,701;2490;4279;6068;7857;9646;11435;13224;15013;16802;
1661,698;2487;4276;6065;7854;9643;11432;13221;15010;16799;
1662,690;2479;4268;6057;7846;9635;11424;13213;15002;16791;
1665,702;2491;4280;6069;7858;9647;11436;13225;15014;16803;
1677,551;2340;4129;5918;7707;9496;11285;13074;14863;16652;
1679,653;2442;4231;6020;7809;9598;11387;13176;14965;16754;
1680,658;2447;4236;6025;7814;9603;11392;13181;14970;16759;
1681,530;2319;4108;5897;7686;9475;11264;13053;14842;16631;
1682,547;2336;4125;5914;7703;9492;11281;13070;14859;16648;
1683,552;2341;4130;5919;7708;9497;11286;13075;14864;16653;
1684,555;2344;4133;5922;7711;9500;11289;13078;14867;16656;
1689,660;2449;4238;6027;7816;9605;11394;13183;14972;16761;
1690,661;2450;4239;6028;7817;9606;11395;13184;14973;16762;
1691,662;2451;4240;6029;7818;9607;11396;13185;14974;16763;
1692,663;2452;4241;6030;7819;9608;11397;13186;14975;16764;
1693,561;2350;4139;5928;7717;9506;11295;13084;14873;16662;
1694,556;2345;4134;5923;7712;9501;11290;13079;14868;16657;
1695,565;2354;4143;5932;7721;9510;11299;13088;14877;16666;
1696,568;2357;4146;5935;7724;9513;11302;13091;14880;16669;
1701,667;2456;4245;6034;7823;9612;11401;13190;14979;16768;
1703,669;2458;4247;6036;7825;9614;11403;13192;14981;16770;
1705,569;2358;4147;5936;7725;9514;11303;13092;14881;16670;
1706,621;2410;4199;5988;7777;9566;11355;13144;14933;16722;
1707,622;2411;4200;5989;7778;9567;11356;13145;14934;16723;
1708,668;683;2457;2472;4246;4261;6035;6050;7824;7839;9613;9628;11402;11417;13191;13206;14980;14995;16769;16784;
1709,666;2455;4244;6033;7822;9611;11400;13189;14978;16767;
1768,642;2431;4220;6009;7798;9587;11376;13165;14954;16743;
1769,641;2430;4219;6008;7797;9586;11375;13164;14953;16742;
1771,638;2427;4216;6005;7794;9583;11372;13161;14950;16739;
1773,539;2328;4117;5906;7695;9484;11273;13062;14851;16640;
1774,644;2433;4222;6011;7800;9589;11378;13167;14956;16745;
1775,527;2316;4105;5894;7683;9472;11261;13050;14839;16628;
1776,652;2441;4230;6019;7808;9597;11386;13175;14964;16753;
1777,514;635;2303;2424;4092;4213;5881;6002;7670;7791;9459;9580;11248;11369;13037;13158;14826;14947;16615;16736;
1778,524;636;2313;2425;4102;4214;5891;6003;7680;7792;9469;9581;11258;11370;13047;13159;14836;14948;16625;16737;
1779,542;2331;4120;5909;7698;9487;11276;13065;14854;16643;
1780,522;640;2311;2429;4100;4218;5889;6007;7678;7796;9467;9585;11256;11374;13045;13163;14834;14952;16623;16741;
1781,523;643;2312;2432;4101;4221;5890;6010;7679;7799;9468;9588;11257;11377;13046;13166;14835;14955;16624;16744;
1815,674;2463;4252;6041;7830;9619;11408;13197;14986;16775;
1817,673;2462;4251;6040;7829;9618;11407;13196;14985;16774;
1827,676;2465;4254;6043;7832;9621;11410;13199;14988;16777;
1828,680;2469;4258;6047;7836;9625;11414;13203;14992;16781;
1829,684;2473;4262;6051;7840;9629;11418;13207;14996;16785;
2324,752;2541;4330;6119;7908;9697;11486;13275;15064;16853;
2325,726;780;2515;2569;4304;4358;6093;6147;7882;7936;9671;9725;11460;11514;13249;13303;15038;15092;16827;16881;
2326,729;882;2518;2671;4307;4460;6096;6249;7885;8038;9674;9827;11463;11616;13252;13405;15041;15194;16830;16983;
2327,720;766;2509;2555;4298;4344;6087;6133;7876;7922;9665;9711;11454;11500;13243;13289;15032;15078;16821;16867;
2328,724;839;2513;2628;4302;4417;6091;6206;7880;7995;9669;9784;11458;11573;13247;13362;15036;15151;16825;16940;
2329,723;762;2512;2551;4301;4340;6090;6129;7879;7918;9668;9707;11457;11496;13246;13285;15035;15074;16824;16863;
2330,704;749;800;2493;2538;2589;4282;4327;4378;6071;6116;6167;7860;7905;7956;9649;9694;9745;11438;11483;11534;13227;13272;13323;15016;15061;15112;16805;16850;16901;
2331,707;825;2496;2614;4285;4403;6074;6192;7863;7981;9652;9770;11441;11559;13230;13348;15019;15137;16808;16926;
2332,705;743;836;2494;2532;2625;4283;4321;4414;6072;6110;6203;7861;7899;7992;9650;9688;9781;11439;11477;11570;13228;13266;13359;15017;15055;15148;16806;16844;16937;
2333,703;708;745;785;833;834;886;889;2492;2497;2534;2574;2622;2623;2675;2678;4281;4286;4323;4363;4411;4412;4464;4467;6070;6075;6112;6152;6200;6201;6253;6256;7859;7864;7901;7941;7989;7990;8042;8045;9648;9653;9690;9730;9778;9779;9831;9834;11437;11442;11479;11519;11567;11568;11620;11623;13226;13231;13268;13308;13356;13357;13409;13412;15015;15020;15057;15097;15145;15146;15198;15201;16804;16809;16846;16886;16934;16935;16987;16990;
2334,711;736;880;2500;2525;2669;4289;4314;4458;6078;6103;6247;7867;7892;8036;9656;9681;9825;11445;11470;11614;13234;13259;13403;15023;15048;15192;16812;16837;16981;
2335,715;828;2504;2617;4293;4406;6082;6195;7871;7984;9660;9773;11449;11562;13238;13351;15027;15140;16816;16929;
2336,717;770;2506;2559;4295;4348;6084;6137;7873;7926;9662;9715;11451;11504;13240;13293;15029;15082;16818;16871;
2337,713;731;881;2502;2520;2670;4291;4309;4459;6080;6098;6248;7869;7887;8037;9658;9676;9826;11447;11465;11615;13236;13254;13404;15025;15043;15193;16814;16832;16982;
2338,722;793;2511;2582;4300;4371;6089;6160;7878;7949;9667;9738;11456;11527;13245;13316;15034;15105;16823;16894;
2339,730;849;2519;2638;4308;4427;6097;6216;7886;8005;9675;9794;11464;11583;13253;13372;15042;15161;16831;16950;
2340,732;799;2521;2588;4310;4377;6099;6166;7888;7955;9677;9744;11466;11533;13255;13322;15044;15111;16833;16900;
2341,738;854;2527;2643;4316;4432;6105;6221;7894;8010;9683;9799;11472;11588;13261;13377;15050;15166;16839;16955;
2342,772;905;2561;2694;4350;4483;6139;6272;7928;8061;9717;9850;11506;11639;13295;13428;15084;15217;16873;17006;
2343,728;812;2517;2601;4306;4390;6095;6179;7884;7968;9673;9757;11462;11546;13251;13335;15040;15124;16829;16913;
2344,734;851;2523;2640;4312;4429;6101;6218;7890;8007;9679;9796;11468;11585;13257;13374;15046;15163;16835;16952;
2345,776;814;2565;2603;4354;4392;6143;6181;7932;7970;9721;9759;11510;11548;13299;13337;15088;15126;16877;16915;
2346,774;815;2563;2604;4352;4393;6141;6182;7930;7971;9719;9760;11508;11549;13297;13338;15086;15127;16875;16916;
2347,737;897;2526;2686;4315;4475;6104;6264;7893;8053;9682;9842;11471;11631;13260;13420;15049;15209;16838;16998;
2348,779;819;2568;2608;4357;4397;6146;6186;7935;7975;9724;9764;11513;11553;13302;13342;15091;15131;16880;16920;
2349,788;822;2577;2611;4366;4400;6155;6189;7944;7978;9733;9767;11522;11556;13311;13345;15100;15134;16889;16923;
2350,781;908;2570;2697;4359;4486;6148;6275;7937;8064;9726;9853;11515;11642;13304;13431;15093;15220;16882;17009;
2351,777;909;2566;2698;4355;4487;6144;6276;7933;8065;9722;9854;11511;11643;13300;13432;15089;15221;16878;17010;
2352,789;914;2578;2703;4367;4492;6156;6281;7945;8070;9734;9859;11523;11648;13312;13437;15101;15226;16890;17015;
2353,796;911;2585;2700;4374;4489;6163;6278;7952;8067;9741;9856;11530;11645;13319;13434;15108;15223;16897;17012;
2354,792;916;2581;2705;4370;4494;6159;6283;7948;8072;9737;9861;11526;11650;13315;13439;15104;15228;16893;17017;
2355,806;918;2595;2707;4384;4496;6173;6285;7962;8074;9751;9863;11540;11652;13329;13441;15118;15230;16907;17019;
2356,818;2607;4396;6185;7974;9763;11552;13341;15130;16919;
2357,808;921;2597;2710;4386;4499;6175;6288;7964;8077;9753;9866;11542;11655;13331;13444;15120;15233;16909;17022;
2358,801;2590;4379;6168;7957;9746;11535;13324;15113;16902;
2359,824;2613;4402;6191;7980;9769;11558;13347;15136;16925;
2360,746;885;2535;2674;4324;4463;6113;6252;7902;8041;9691;9830;11480;11619;13269;13408;15058;15197;16847;16986;
2362,875;2664;4453;6242;8031;9820;11609;13398;15187;16976;
2364,864;2653;4442;6231;8020;9809;11598;13387;15176;16965;
2366,754;2543;4332;6121;7910;9699;11488;13277;15066;16855;
2367,862;2651;4440;6229;8018;9807;11596;13385;15174;16963;
2368,740;2529;4318;6107;7896;9685;11474;13263;15052;16841;
2369,856;2645;4434;6223;8012;9801;11590;13379;15168;16957;
2370,830;2619;4408;6197;7986;9775;11564;13353;15142;16931;
2371,855;2644;4433;6222;8011;9800;11589;13378;15167;16956;
2372,761;2550;4339;6128;7917;9706;11495;13284;15073;16862;
2373,751;2540;4329;6118;7907;9696;11485;13274;15063;16852;
2374,829;2618;4407;6196;7985;9774;11563;13352;15141;16930;
2375,765;2554;4343;6132;7921;9710;11499;13288;15077;16866;
2376,768;2557;4346;6135;7924;9713;11502;13291;15080;16869;
2381,773;2562;4351;6140;7929;9718;11507;13296;15085;16874;
2382,873;2662;4451;6240;8029;9818;11607;13396;15185;16974;
2383,859;2648;4437;6226;8015;9804;11593;13382;15171;16960;
2384,870;2659;4448;6237;8026;9815;11604;13393;15182;16971;
2385,759;2548;4337;6126;7915;9704;11493;13282;15071;16860;
2386,858;2647;4436;6225;8014;9803;11592;13381;15170;16959;
2387,747;871;2536;2660;4325;4449;6114;6238;7903;8027;9692;9816;11481;11605;13270;13394;15059;15183;16848;16972;
2388,757;2546;4335;6124;7913;9702;11491;13280;15069;16858;
2389,741;877;2530;2666;4319;4455;6108;6244;7897;8033;9686;9822;11475;11611;13264;13400;15053;15189;16842;16978;
2390,742;867;2531;2656;4320;4445;6109;6234;7898;8023;9687;9812;11476;11601;13265;13390;15054;15179;16843;16968;
2391,719;827;2508;2616;4297;4405;6086;6194;7875;7983;9664;9772;11453;11561;13242;13350;15031;15139;16820;16928;
2392,739;866;2528;2655;4317;4444;6106;6233;7895;8022;9684;9811;11473;11600;13262;13389;15051;15178;16840;16967;
2393,753;2542;4331;6120;7909;9698;11487;13276;15065;16854;
2394,725;887;2514;2676;4303;4465;6092;6254;7881;8043;9670;9832;11459;11621;13248;13410;15037;15199;16826;16988;
2395,727;879;2516;2668;4305;4457;6094;6246;7883;8035;9672;9824;11461;11613;13250;13402;15039;15191;16828;16980;
2396,721;874;2510;2663;4299;4452;6088;6241;7877;8030;9666;9819;11455;11608;13244;13397;15033;15186;16822;16975;
2397,764;2553;4342;6131;7920;9709;11498;13287;15076;16865;
2398,755;2544;4333;6122;7911;9700;11489;13278;15067;16856;
2399,716;744;2505;2533;4294;4322;6083;6111;7872;7900;9661;9689;11450;11478;13239;13267;15028;15056;16817;16845;
2400,710;832;2499;2621;4288;4410;6077;6199;7866;7988;9655;9777;11444;11566;13233;13355;15022;15144;16811;16933;
2401,706;748;861;893;2495;2537;2650;2682;4284;4326;4439;4471;6073;6115;6228;6260;7862;7904;8017;8049;9651;9693;9806;9838;11440;11482;11595;11627;13229;13271;13384;13416;15018;15060;15173;15205;16807;16849;16962;16994;
2402,709;760;2498;2549;4287;4338;6076;6127;7865;7916;9654;9705;11443;11494;13232;13283;15021;15072;16810;16861;
2403,712;775;2501;2564;4290;4353;6079;6142;7868;7931;9657;9720;11446;11509;13235;13298;15024;15087;16813;16876;
2404,750;878;2539;2667;4328;4456;6117;6245;7906;8034;9695;9823;11484;11612;13273;13401;15062;15190;16851;16979;
2405,733;846;2522;2635;4311;4424;6100;6213;7889;8002;9678;9791;11467;11580;13256;13369;15045;15158;16834;16947;
2406,771;850;2560;2639;4349;4428;6138;6217;7927;8006;9716;9795;11505;11584;13294;13373;15083;15162;16872;16951;
2407,714;826;2503;2615;4292;4404;6081;6193;7870;7982;9659;9771;11448;11560;13237;13349;15026;15138;16815;16927;
2408,718;835;2507;2624;4296;4413;6085;6202;7874;7991;9663;9780;11452;11569;13241;13358;15030;15147;16819;16936;
2409,782;894;2571;2683;4360;4472;6149;6261;7938;8050;9727;9839;11516;11628;13305;13417;15094;15206;16883;16995;
2410,790;898;2579;2687;4368;4476;6157;6265;7946;8054;9735;9843;11524;11632;13313;13421;15102;15210;16891;16999;
2411,794;904;2583;2693;4372;4482;6161;6271;7950;8060;9739;9849;11528;11638;13317;13427;15106;15216;16895;17005;
2412,803;2592;4381;6170;7959;9748;11537;13326;15115;16904;
2413,735;805;2524;2594;4313;4383;6102;6172;7891;7961;9680;9750;11469;11539;13258;13328;15047;15117;16836;16906;
2414,784;901;2573;2690;4362;4479;6151;6268;7940;8057;9729;9846;11518;11635;13307;13424;15096;15213;16885;17002;
2415,848;2637;4426;6215;8004;9793;11582;13371;15160;16949;
2416,807;912;2596;2701;4385;4490;6174;6279;7963;8068;9752;9857;11541;11646;13330;13435;15119;15224;16908;17013;
2417,813;2602;4391;6180;7969;9758;11547;13336;15125;16914;
2418,816;2605;4394;6183;7972;9761;11550;13339;15128;16917;
2419,843;2632;4421;6210;7999;9788;11577;13366;15155;16944;
2420,804;919;2593;2708;4382;4497;6171;6286;7960;8075;9749;9864;11538;11653;13327;13442;15116;15231;16905;17020;
2421,797;917;2586;2706;4375;4495;6164;6284;7953;8073;9742;9862;11531;11651;13320;13440;15109;15229;16898;17018;
2422,817;2606;4395;6184;7973;9762;11551;13340;15129;16918;
2423,810;2599;4388;6177;7966;9755;11544;13333;15122;16911;
2424,821;2610;4399;6188;7977;9766;11555;13344;15133;16922;
2425,823;2612;4401;6190;7979;9768;11557;13346;15135;16924;
2426,899;2688;4477;6266;8055;9844;11633;13422;15211;17000;
2427,903;2692;4481;6270;8059;9848;11637;13426;15215;17004;
2429,837;2626;4415;6204;7993;9782;11571;13360;15149;16938;
2430,820;2609;4398;6187;7976;9765;11554;13343;15132;16921;
2431,845;2634;4423;6212;8001;9790;11579;13368;15157;16946;
2432,844;2633;4422;6211;8000;9789;11578;13367;15156;16945;
2433,840;2629;4418;6207;7996;9785;11574;13363;15152;16941;
2434,838;2627;4416;6205;7994;9783;11572;13361;15150;16939;
2435,852;2641;4430;6219;8008;9797;11586;13375;15164;16953;
2436,847;2636;4425;6214;8003;9792;11581;13370;15159;16948;
2437,841;2630;4419;6208;7997;9786;11575;13364;15153;16942;
2438,853;2642;4431;6220;8009;9798;11587;13376;15165;16954;
2439,895;2684;4473;6262;8051;9840;11629;13418;15207;16996;
2440,907;2696;4485;6274;8063;9852;11641;13430;15219;17008;
2443,913;2702;4491;6280;8069;9858;11647;13436;15225;17014;
2444,915;2704;4493;6282;8071;9860;11649;13438;15227;17016;
2447,920;2709;4498;6287;8076;9865;11654;13443;15232;17021;
2452,783;2572;4361;6150;7939;9728;11517;13306;15095;16884;
2454,778;2567;4356;6145;7934;9723;11512;13301;15090;16879;
2456,769;2558;4347;6136;7925;9714;11503;13292;15081;16870;
2457,763;2552;4341;6130;7919;9708;11497;13286;15075;16864;
2458,758;872;2547;2661;4336;4450;6125;6239;7914;8028;9703;9817;11492;11606;13281;13395;15070;15184;16859;16973;
2459,756;2545;4334;6123;7912;9701;11490;13279;15068;16857;
