agent_id, column_cost,served_pax_group,Path_node_sequence,path_time_sequence
4283,24.000000,2330;,1002;548;552;553;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;553;496;556;1010;,0;1;3;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
4284,25.000000,2332;,1003;549;550;553;496;556;555;9;9;9;9;9;9;9;9;9;9;555;556;1010;,0;1;3;5;6;7;10;11;12;13;14;15;16;17;18;19;20;21;24;25;
4285,26.000000,2401;,1004;550;553;496;556;624;78;78;78;78;78;78;78;78;78;78;78;624;556;1010;,0;1;3;4;5;9;10;11;12;13;14;15;16;17;18;19;20;21;25;26;
4286,27.000000,2331;,1005;551;550;552;435;554;8;8;8;8;8;8;8;8;8;8;554;437;437;556;1010;,0;1;4;7;8;10;11;12;13;14;15;16;17;18;19;20;21;22;23;26;27;
4287,23.000000,2333;,1006;552;435;435;436;437;556;624;556;10;556;556;1010;,0;1;2;3;5;8;11;15;19;20;21;22;23;
4288,28.000000,2402;,1007;553;496;556;555;625;79;79;79;79;79;79;79;79;79;79;79;79;79;625;554;437;556;1010;,0;1;2;3;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;23;24;27;28;
4289,29.000000,2400;,1008;554;622;623;77;77;77;77;77;77;77;77;77;77;77;77;623;624;556;1010;,0;1;5;8;9;10;11;12;13;14;15;16;17;18;19;20;21;24;28;29;
4290,25.000000,2334;,1009;555;624;557;11;11;11;11;11;11;11;11;11;11;11;11;11;557;556;1010;,0;1;3;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;24;25;
4291,30.000000,2403;,1010;556;624;626;80;80;80;80;80;80;80;80;80;80;80;80;626;626;624;556;1010;,0;1;5;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;25;29;30;
4292,26.000000,2337;,1011;557;558;560;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;560;560;556;1010;,0;1;3;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;25;26;
4293,31.000000,2407;,1012;558;557;630;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;630;626;624;556;1010;,0;1;3;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;23;26;30;31;
4294,27.000000,2335;,1013;559;491;558;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;558;557;556;1010;,0;1;2;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;23;26;27;
4295,32.000000,2399;,1014;560;556;555;622;76;76;76;76;76;76;76;76;76;76;622;623;624;556;1010;,0;1;4;7;10;11;12;13;14;15;16;17;18;19;20;21;24;27;31;32;
4296,28.000000,2336;,1015;561;558;491;559;13;13;13;13;13;13;13;13;13;13;13;13;13;13;559;557;556;1010;,0;1;3;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;24;27;28;
4297,33.000000,2408;,1016;562;559;631;85;85;85;85;85;85;85;85;85;85;85;85;85;631;490;557;624;556;1010;,0;1;4;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;24;28;32;33;
4298,29.000000,2391;,1017;563;551;550;552;435;554;614;68;68;68;68;68;614;554;437;556;1010;,0;1;3;6;9;10;12;15;16;17;18;19;20;21;24;25;28;29;
4299,34.000000,2327;,1018;564;563;551;550;4;4;4;4;4;4;4;4;4;4;4;4;550;553;496;556;624;556;1010;,0;1;3;5;8;9;10;11;12;13;14;15;16;17;18;19;20;21;23;24;25;29;33;34;
4300,30.000000,2396;,1019;565;564;563;551;550;552;619;73;73;73;73;73;619;619;554;437;556;1010;,0;1;2;4;6;9;12;15;16;17;18;19;20;21;22;25;26;29;30;
4301,35.000000,2338;,1020;566;567;562;492;561;15;15;15;15;15;15;15;15;15;15;15;15;561;560;556;624;556;1010;,0;1;4;5;6;8;9;10;11;12;13;14;15;16;17;18;19;20;21;23;26;30;34;35;
4302,31.000000,2329;,1021;567;562;492;561;560;553;552;6;6;6;6;6;6;6;6;6;552;435;436;437;556;1010;,0;1;2;3;5;7;9;11;12;13;14;15;16;17;18;19;20;21;22;24;27;30;31;
4303,36.000000,2328;,1022;568;565;564;563;551;5;5;5;5;5;5;5;5;5;5;5;5;551;495;496;556;624;556;1010;,0;1;3;4;6;8;9;10;11;12;13;14;15;16;17;18;19;20;21;24;26;27;31;35;36;
4304,32.000000,2394;,1023;569;499;498;497;493;494;561;560;553;552;619;617;71;617;619;554;437;437;556;1010;,0;1;2;3;4;5;7;8;10;12;14;17;19;20;21;23;26;27;28;31;32;
4305,37.000000,2325;,1024;570;500;566;559;491;558;560;550;548;2;2;2;548;552;435;436;496;556;624;556;1010;,0;1;2;4;6;7;9;11;14;17;18;19;20;21;23;24;26;27;28;32;36;37;
4306,33.000000,2395;,1025;571;631;490;557;556;496;553;552;618;72;72;618;552;435;554;437;437;556;1010;,0;1;5;6;8;11;12;13;15;18;19;20;21;24;25;27;28;29;32;33;
4307,38.000000,2343;,1026;572;570;500;566;20;20;20;20;20;20;20;20;20;20;20;20;20;566;559;557;556;624;556;1010;,0;1;4;5;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;23;26;29;33;37;38;
4308,34.000000,2326;,1027;573;531;532;533;498;497;493;562;563;551;549;3;3;3;3;3;549;550;553;496;436;437;556;1010;,0;1;2;3;4;5;6;7;8;10;12;15;16;17;18;19;20;21;23;25;26;27;30;33;34;
4309,39.000000,2339;,1028;574;532;569;499;567;562;16;16;16;16;16;16;16;16;16;16;16;16;562;559;557;556;624;556;1010;,0;1;3;4;5;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;24;27;30;34;38;39;
4310,25.000000,2337;,1029;575;574;568;565;564;563;551;550;560;14;560;556;1010;,0;1;4;6;8;9;11;13;16;19;20;21;24;25;
4311,30.000000,2340;,1030;576;572;569;499;567;562;563;17;17;17;17;17;17;17;563;494;561;560;556;1010;,0;1;3;7;8;10;11;13;14;15;16;17;18;19;20;21;23;24;26;29;30;
4312,35.000000,2405;,1031;577;576;572;571;632;628;82;82;82;82;82;628;485;485;485;626;624;555;556;1010;,0;1;4;6;9;12;15;16;17;18;19;20;21;22;23;24;26;29;31;34;35;
4313,40.000000,2344;,1032;578;577;573;569;499;567;21;21;21;21;21;21;21;567;562;559;557;556;624;556;1010;,0;1;4;7;10;11;13;14;15;16;17;18;19;20;21;22;25;28;31;35;39;40;
4314,36.000000,2413;,1033;579;578;576;572;571;501;636;90;90;90;90;90;636;631;490;557;624;555;556;1010;,0;1;5;8;10;13;14;15;16;17;18;19;20;21;23;24;26;30;32;35;36;
4315,26.000000,2334;,1034;580;545;577;576;572;571;631;490;557;11;557;557;556;1010;,0;1;2;4;7;9;12;16;17;19;20;21;22;25;26;
4316,41.000000,2347;,1035;581;575;528;529;531;532;569;570;24;24;24;24;24;24;24;24;570;500;566;559;557;556;624;556;1010;,0;1;4;5;6;7;8;9;12;13;14;15;16;17;18;19;20;21;22;24;26;29;32;36;40;41;
4317,32.000000,2341;,1036;582;581;575;574;568;565;564;18;18;18;18;564;493;492;561;560;556;1010;,0;1;5;8;11;13;15;16;17;18;19;20;21;23;24;26;28;31;32;
4318,31.000000,2392;,1037;583;540;622;615;69;69;69;69;69;69;69;69;69;69;69;69;69;615;622;555;556;1010;,0;1;2;4;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;24;27;30;31;
4319,37.000000,2368;,1038;584;588;587;592;591;45;45;45;45;45;591;441;440;439;438;437;556;1010;,0;1;6;9;12;15;16;17;18;19;20;21;23;25;27;29;33;36;37;
4320,42.000000,2389;,1039;585;401;590;589;594;596;612;66;66;66;66;612;612;614;622;555;556;624;556;1010;,0;1;2;4;7;10;13;16;17;18;19;20;21;22;24;27;30;33;37;41;42;
4321,33.000000,2390;,1040;586;585;401;590;589;591;613;67;67;67;67;613;615;622;555;556;1010;,0;1;4;5;7;10;13;16;17;18;19;20;21;23;26;29;32;33;
4322,27.000000,2332;,1041;587;400;398;399;537;610;615;622;555;9;555;555;555;556;1010;,0;1;2;4;5;9;10;13;16;19;20;21;22;23;26;27;
4323,28.000000,2399;,1042;588;588;397;604;399;537;610;615;622;76;622;555;556;1010;,0;1;2;5;6;8;12;13;16;19;20;21;24;27;28;
4324,22.000000,2333;,1043;589;591;613;615;622;555;556;10;10;556;1010;,0;1;4;7;9;12;15;18;19;20;21;22;
4325,38.000000,2360;,1044;590;589;591;441;440;439;438;540;583;37;37;583;540;540;540;438;439;438;437;556;1010;,0;1;4;7;9;11;13;15;17;18;19;20;21;22;23;24;26;28;30;34;37;38;
4326,43.000000,2387;,1045;591;608;537;610;64;64;64;64;64;64;64;64;64;64;64;64;610;615;439;438;437;556;624;556;1010;,0;1;4;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;24;25;27;31;34;38;42;43;
4327,29.000000,2401;,1046;592;592;591;613;615;622;623;624;78;624;624;624;555;556;1010;,0;1;2;5;8;10;13;16;19;20;21;22;23;25;28;29;
4328,24.000000,2330;,1047;593;595;617;619;552;548;550;553;7;553;496;556;1010;,0;1;4;7;9;12;14;17;19;20;21;22;23;24;
4329,34.000000,2404;,1048;594;596;612;614;622;623;627;81;81;627;627;627;626;630;557;556;1010;,0;1;4;7;9;12;15;18;19;20;21;22;23;26;28;30;33;34;
4330,39.000000,2373;,1049;595;596;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;596;441;441;441;441;440;439;438;437;556;1010;,0;1;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;27;29;31;35;38;39;
4331,44.000000,2324;,1050;596;595;432;599;598;620;621;547;1;1;1;1;547;547;548;552;435;435;436;437;556;624;556;1010;,0;1;4;6;8;11;13;14;16;17;18;19;20;21;22;23;25;26;27;29;32;35;39;43;44;
4332,35.000000,2393;,1051;597;599;616;70;70;70;70;70;70;70;70;70;70;70;70;70;616;618;548;550;560;556;1010;,0;1;4;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;23;25;28;31;34;35;
4333,40.000000,2366;,1052;598;599;432;431;593;594;589;43;43;43;43;589;591;441;440;439;438;437;556;1010;,0;1;4;6;9;10;13;16;17;18;19;20;21;24;26;28;30;32;36;39;40;
4334,45.000000,2398;,1053;599;598;620;621;75;75;75;75;75;75;75;75;75;75;75;75;75;621;618;552;553;496;556;555;556;624;556;1010;,0;1;4;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;23;26;28;29;30;33;36;40;44;45;
4335,41.000000,2459;,1054;600;605;604;606;403;404;405;488;682;136;136;136;682;487;535;438;437;556;1010;,0;1;4;7;10;11;14;15;16;17;18;19;20;21;23;26;33;37;40;41;
4336,46.000000,2388;,1055;601;600;605;604;399;609;611;65;65;65;65;611;611;610;615;622;555;556;624;556;1010;,0;1;4;7;10;12;13;16;17;18;19;20;21;22;25;28;31;34;37;41;45;46;
4337,36.000000,2458;,1056;602;607;606;403;404;405;488;487;681;135;135;135;681;681;623;624;557;556;1010;,0;1;4;7;8;11;12;13;15;17;18;19;20;21;22;25;28;32;35;36;
4338,42.000000,2385;,1057;603;601;600;605;604;399;609;608;62;608;608;537;536;438;439;438;437;556;1010;,0;1;4;7;10;13;15;16;19;20;21;22;25;28;30;32;34;38;41;42;
4339,26.000000,2402;,1058;604;399;537;536;438;540;622;625;79;625;555;556;1010;,0;1;3;7;10;12;14;16;19;20;21;22;25;26;
4340,37.000000,2372;,1059;605;604;399;609;608;613;596;595;49;595;617;619;552;553;560;556;1010;,0;1;4;6;7;10;13;16;19;20;21;24;26;29;31;33;36;37;
4341,27.000000,2329;,1060;606;403;611;610;615;439;614;619;552;6;552;552;553;496;556;1010;,0;1;2;4;7;10;11;13;16;19;20;21;22;24;25;26;27;
4342,47.000000,2457;,1061;607;606;403;611;680;134;134;134;134;134;134;134;134;134;134;680;679;610;615;622;555;556;624;556;1010;,0;1;4;5;7;10;11;12;13;14;15;16;17;18;19;20;21;23;26;29;32;35;38;42;46;47;
4343,32.000000,2397;,1062;608;613;440;612;617;433;616;620;74;74;74;74;620;621;618;552;553;496;556;1010;,0;1;4;5;7;10;11;14;16;17;18;19;20;21;22;24;27;29;30;31;32;
4344,33.000000,2375;,1063;609;608;613;440;612;617;599;598;52;598;616;618;552;553;496;556;1010;,0;1;4;7;8;10;13;16;19;20;21;23;25;28;30;31;32;33;
4345,28.000000,2327;,1064;610;615;439;439;614;619;552;548;550;4;550;560;556;1010;,0;1;4;5;6;8;11;14;16;19;20;21;24;27;28;
4346,38.000000,2468;,1065;611;680;679;681;691;145;145;145;145;145;145;145;145;691;486;627;623;624;557;556;1010;,0;1;4;6;9;12;13;14;15;16;17;18;19;20;21;22;24;27;30;34;37;38;
4347,43.000000,2376;,1066;612;617;599;53;53;53;53;53;53;53;53;53;53;53;53;53;599;599;617;619;554;437;438;437;556;1010;,0;1;4;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;25;27;30;31;35;39;42;43;
4348,48.000000,2456;,1067;613;615;610;679;133;133;133;133;133;133;133;133;133;133;133;679;610;615;439;614;622;555;556;624;556;1010;,0;1;3;6;9;10;11;12;13;14;15;16;17;18;19;20;21;24;27;28;30;33;36;39;43;47;48;
4349,29.000000,2336;,1068;614;554;437;556;624;557;559;13;559;559;557;556;1010;,0;1;4;5;8;12;16;19;20;21;22;25;28;29;
4350,39.000000,2406;,1069;615;622;623;627;484;629;83;83;83;83;83;83;629;484;627;623;624;557;556;1010;,0;1;4;7;10;12;14;15;16;17;18;19;20;21;23;25;28;31;35;38;39;
4351,34.000000,2342;,1070;616;620;621;547;549;551;563;564;565;19;19;19;19;565;564;493;492;492;561;560;556;1010;,0;1;3;4;6;8;11;13;15;16;17;18;19;20;21;22;24;25;26;28;30;33;34;
4352,44.000000,2381;,1071;617;612;440;613;608;609;399;604;58;58;58;58;604;399;537;536;438;439;438;437;556;1010;,0;1;4;6;7;10;13;14;16;17;18;19;20;21;23;27;30;32;34;36;40;43;44;
4353,49.000000,2346;,1072;618;548;547;549;551;563;564;565;569;23;23;23;569;499;567;562;559;557;556;555;556;624;556;1010;,0;1;3;4;6;9;11;13;14;17;18;19;20;21;22;24;25;28;31;34;37;40;44;48;49;
4354,30.000000,2403;,1073;619;619;554;437;437;437;437;556;624;626;80;626;624;555;556;1010;,0;1;2;5;6;7;8;9;12;16;19;20;21;24;26;29;30;
4355,35.000000,2345;,1074;620;620;621;547;549;551;563;564;565;568;22;22;22;568;565;564;493;494;495;496;556;1010;,0;1;2;3;5;7;10;12;14;15;17;18;19;20;21;23;24;26;28;31;33;34;35;
4356,40.000000,2351;,1075;621;547;549;551;563;564;565;568;574;28;28;28;574;568;565;564;563;562;559;557;556;1010;,0;1;3;5;8;10;12;13;15;17;18;19;20;21;23;25;26;28;30;33;36;39;40;
4357,45.000000,2454;,1076;622;623;681;487;682;406;677;131;131;131;131;131;131;677;406;405;488;487;535;438;437;556;1010;,0;1;4;7;9;11;13;14;15;16;17;18;19;20;21;22;24;25;27;30;37;41;44;45;
4358,50.000000,2348;,1077;623;624;557;490;631;571;25;25;25;25;25;571;631;490;491;558;560;556;555;556;624;556;1010;,0;1;4;8;10;11;15;16;17;18;19;20;21;25;26;28;30;32;35;38;41;45;49;50;
4359,31.000000,2325;,1078;624;556;496;496;553;550;548;550;548;2;548;550;560;556;1010;,0;1;5;6;7;8;10;13;16;19;20;21;24;27;30;31;
4360,36.000000,2350;,1079;625;555;556;560;561;494;493;497;498;533;532;531;573;27;573;531;532;533;498;497;493;494;495;496;556;1010;,0;1;2;5;8;10;11;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;29;32;34;35;36;
4361,41.000000,2409;,1080;626;485;628;632;86;86;86;86;86;86;86;86;86;86;86;86;86;632;636;631;490;557;624;557;556;1010;,0;1;3;4;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;24;26;27;29;33;37;40;41;
4362,46.000000,2452;,1081;627;486;691;692;682;488;405;404;675;129;129;129;129;129;675;675;404;405;488;487;535;438;437;556;1010;,0;1;3;4;7;10;11;12;13;15;16;17;18;19;20;21;22;24;25;26;28;31;38;42;45;46;
4363,51.000000,2414;,1082;628;632;571;637;91;91;91;91;91;91;91;91;91;91;91;637;571;631;559;557;556;555;556;624;556;1010;,0;1;4;7;9;10;11;12;13;14;15;16;17;18;19;20;21;23;27;30;33;36;39;42;46;50;51;
4364,22.000000,2333;,1083;629;628;485;489;490;557;556;437;556;10;556;1010;,0;1;4;5;7;8;10;13;16;19;20;21;22;
4365,42.000000,2470;,1084;630;489;485;628;629;479;693;147;147;147;147;147;147;147;147;693;483;480;484;627;623;624;557;556;1010;,0;1;3;5;6;9;11;12;13;14;15;16;17;18;19;20;21;22;24;26;28;31;34;38;41;42;
4366,47.000000,2469;,1085;631;628;629;479;480;481;691;692;146;146;146;146;692;682;488;405;488;487;535;438;437;556;1010;,0;1;4;7;9;10;11;13;16;17;18;19;20;21;24;25;26;27;29;32;39;43;46;47;
4367,52.000000,2349;,1086;632;571;572;26;26;26;26;26;26;26;26;26;26;26;26;26;572;570;500;566;559;491;558;560;556;555;556;624;556;1010;,0;1;4;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;24;25;27;29;30;32;34;37;40;43;47;51;52;
4368,38.000000,2352;,1087;633;633;632;571;572;573;528;575;29;29;29;575;528;529;531;532;533;498;497;493;494;495;496;556;1010;,0;1;2;5;8;11;14;16;17;18;19;20;21;22;23;24;25;26;27;28;29;31;34;36;37;38;
4369,43.000000,2410;,1088;634;502;632;633;87;87;87;87;87;87;87;87;87;87;87;87;633;633;629;484;627;623;624;557;556;1010;,0;1;3;5;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;25;27;29;32;35;39;42;43;
4370,48.000000,2464;,1089;635;504;477;478;703;693;694;408;689;687;141;141;687;407;406;405;488;487;535;438;437;556;1010;,0;1;2;3;5;6;9;12;14;15;18;19;20;21;22;25;27;28;30;33;40;44;47;48;
4371,53.000000,2354;,1090;636;501;571;637;576;577;31;31;31;31;31;31;31;31;31;577;530;529;531;532;533;498;497;493;492;561;560;556;555;556;624;556;1010;,0;1;2;3;5;8;11;12;13;14;15;16;17;18;19;20;21;22;24;25;26;27;28;29;30;31;33;35;38;41;44;48;52;53;
4372,29.000000,2338;,1091;637;571;631;490;491;490;491;492;561;15;561;558;560;556;1010;,0;1;3;7;8;10;12;14;17;19;20;21;23;25;28;29;
4373,44.000000,2411;,1092;638;640;635;634;88;88;88;88;88;88;88;88;634;571;631;490;557;624;557;556;1010;,0;1;6;9;12;13;14;15;16;17;18;19;20;21;25;29;30;32;36;40;43;44;
4374,49.000000,2471;,1093;639;505;504;477;478;703;693;694;148;148;148;148;148;694;692;682;488;488;487;535;438;437;556;1010;,0;1;2;5;6;8;9;12;15;16;17;18;19;20;21;24;27;28;29;31;34;41;45;48;49;
4375,54.000000,2353;,1094;640;639;506;644;643;576;30;30;30;30;30;30;30;30;576;572;570;500;566;559;491;558;560;556;555;556;624;556;1010;,0;1;4;5;7;10;12;13;14;15;16;17;18;19;20;21;23;26;27;29;31;32;34;36;39;42;45;49;53;54;
4376,45.000000,2421;,1095;641;646;644;98;98;98;98;98;98;98;98;98;98;98;98;98;644;637;571;631;490;557;624;557;556;1010;,0;1;4;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;24;26;30;31;33;37;41;44;45;
4377,50.000000,2481;,1096;642;640;635;504;477;478;703;704;158;158;158;158;158;704;539;694;692;682;487;535;438;437;556;1010;,0;1;4;7;8;9;11;12;15;16;17;18;19;20;21;23;24;27;30;32;35;42;46;49;50;
4378,30.000000,2340;,1097;643;576;572;569;565;564;493;494;563;17;563;551;495;496;556;1010;,0;1;3;5;9;12;13;15;17;19;20;21;23;26;28;29;30;
4379,25.000000,2330;,1098;644;637;571;631;490;557;556;496;553;7;7;553;553;496;556;1010;,0;1;4;6;10;11;13;16;17;18;19;20;21;22;23;24;25;
4380,55.000000,2358;,1099;645;578;580;581;35;35;35;35;35;35;35;35;35;581;575;528;529;531;532;533;498;497;493;492;561;560;556;555;556;624;556;1010;,0;1;4;7;11;12;13;14;15;16;17;18;19;20;21;24;25;26;27;28;29;30;31;32;33;35;37;40;43;46;50;54;55;
4381,46.000000,2480;,1100;646;644;506;505;504;477;478;703;157;157;157;157;157;703;693;483;483;480;484;627;623;624;557;556;1010;,0;1;4;6;8;11;12;14;15;16;17;18;19;20;21;24;25;26;28;30;32;35;38;42;45;46;
4382,51.000000,2412;,1101;647;524;524;578;576;637;634;635;89;89;635;504;477;478;479;480;484;627;623;622;540;438;437;556;1010;,0;1;2;3;6;9;12;15;18;19;20;21;22;23;25;28;29;31;33;36;39;41;43;47;50;51;
4383,56.000000,2420;,1102;648;641;646;644;643;97;97;97;97;97;97;97;643;576;572;570;500;566;559;491;558;560;556;555;556;624;556;1010;,0;1;4;7;10;13;14;15;16;17;18;19;20;21;23;25;28;29;31;33;34;36;38;41;44;47;51;55;56;
4384,37.000000,2413;,1103;649;642;640;635;634;502;501;636;90;636;636;631;490;491;558;560;495;495;496;556;1010;,0;1;4;7;10;13;15;18;19;20;21;22;24;25;27;29;31;32;33;35;36;37;
4385,42.000000,2355;,1104;650;655;451;452;652;645;578;32;32;32;32;32;32;578;577;530;529;531;532;533;498;497;493;494;495;496;556;1010;,0;1;4;5;7;9;11;14;15;16;17;18;19;20;21;24;25;27;28;29;30;31;32;33;35;38;40;41;42;
4386,47.000000,2416;,1105;651;649;642;640;639;93;93;93;93;93;93;93;639;505;634;571;631;490;557;624;557;556;1010;,0;1;4;7;10;13;14;15;16;17;18;19;20;21;22;24;28;32;33;35;39;43;46;47;
4387,52.000000,2357;,1106;652;645;578;580;34;34;34;34;34;34;34;34;34;34;34;580;545;577;573;569;499;498;497;493;494;495;496;436;436;436;436;437;556;1010;,0;1;3;6;9;10;11;12;13;14;15;16;17;18;19;20;21;22;24;27;30;31;32;33;34;36;39;41;42;43;44;45;48;51;52;
4388,57.000000,2482;,1107;653;646;641;639;505;504;635;705;159;159;705;703;693;483;481;483;480;484;627;623;622;555;556;624;556;1010;,0;1;4;7;10;11;14;15;18;19;20;21;24;27;28;29;30;32;34;36;39;42;45;48;52;56;57;
4389,48.000000,2423;,1108;654;452;652;645;646;100;100;100;100;100;100;100;100;100;100;100;646;644;637;571;631;490;557;624;557;556;1010;,0;1;2;4;6;9;10;11;12;13;14;15;16;17;18;19;20;21;24;27;29;33;34;36;40;44;47;48;
4390,53.000000,2484;,1109;655;650;648;649;825;638;707;161;707;476;477;478;479;480;484;627;623;622;540;438;437;556;1010;,0;1;4;7;10;13;16;19;20;21;22;25;27;30;31;33;35;38;41;43;45;49;52;53;
4391,33.000000,2343;,1110;656;579;578;576;572;570;500;566;20;566;566;559;491;558;560;556;1010;,0;1;4;8;11;13;16;17;19;20;21;22;24;25;27;29;32;33;
4392,58.000000,2417;,1111;657;647;524;578;643;644;506;639;640;94;94;640;635;504;477;477;478;479;480;484;627;623;622;555;556;624;556;1010;,0;1;3;4;7;9;12;14;15;18;19;20;21;24;25;26;27;29;32;33;35;37;40;43;46;49;53;57;58;
4393,34.000000,2345;,1112;658;656;579;580;575;574;568;22;568;533;498;497;493;494;495;496;556;1010;,0;1;4;7;10;14;17;19;20;21;22;23;24;25;27;30;32;33;34;
4394,39.000000,2346;,1113;659;657;647;524;578;576;572;569;23;569;569;499;498;497;493;564;493;494;495;496;556;1010;,0;1;4;6;7;10;13;15;19;20;21;22;23;24;25;26;28;30;32;35;37;38;39;
4395,49.000000,2418;,1114;660;656;579;647;645;646;641;95;95;95;641;639;505;634;502;632;628;485;485;626;624;557;556;1010;,0;1;3;6;8;11;14;17;18;19;20;21;24;25;27;29;31;34;35;36;38;41;45;48;49;
4396,54.000000,2422;,1115;661;658;656;579;647;645;99;99;99;99;99;99;645;578;577;530;529;531;532;533;498;497;493;493;494;495;496;436;436;436;437;556;1010;,0;1;3;6;9;11;14;15;16;17;18;19;20;21;24;27;28;30;31;32;33;34;35;36;37;39;42;44;45;46;47;50;53;54;
4397,59.000000,2356;,1116;662;654;452;525;657;647;579;33;33;33;33;33;33;33;579;578;576;572;570;500;566;559;557;624;555;556;624;556;1010;,0;1;4;5;7;9;11;13;14;15;16;17;18;19;20;21;25;28;30;33;34;36;38;41;45;47;50;54;58;59;
4398,40.000000,2348;,1117;663;663;655;653;646;644;637;571;25;571;501;500;499;498;497;493;494;495;496;556;1010;,0;1;2;5;8;11;14;17;19;20;21;22;25;28;29;30;31;33;36;38;39;40;
4399,50.000000,2430;,1118;664;662;654;452;652;653;107;107;107;107;107;107;107;653;646;644;637;571;631;490;490;557;559;557;556;1010;,0;1;4;7;8;10;13;14;15;16;17;18;19;20;21;24;27;30;32;36;37;38;40;43;46;49;50;
4400,55.000000,2424;,1119;665;448;449;450;451;452;525;657;647;101;101;101;101;647;524;578;577;530;529;531;532;533;498;497;493;492;493;494;495;496;436;436;437;556;1010;,0;1;2;5;7;8;10;12;14;16;17;18;19;20;21;22;25;28;29;31;32;33;34;35;36;37;38;39;41;44;46;47;48;51;54;55;
4401,41.000000,2349;,1120;666;510;658;656;579;578;576;572;26;572;569;565;564;564;493;494;495;496;556;1010;,0;1;3;4;7;10;14;17;19;20;21;25;28;29;30;32;34;37;39;40;41;
4402,51.000000,2425;,1121;667;509;659;654;451;655;650;648;102;102;102;102;648;641;639;505;634;502;632;628;485;626;624;557;556;1010;,0;1;3;4;7;9;10;13;16;17;18;19;20;21;24;27;28;30;32;34;37;38;40;43;47;50;51;
4403,56.000000,2359;,1122;668;666;510;658;661;660;582;36;36;36;36;582;581;575;574;568;565;564;563;551;550;552;435;436;437;556;1010;,0;1;4;6;7;9;12;16;17;18;19;20;21;25;28;31;33;35;36;38;40;43;46;47;49;52;55;56;
4404,25.000000,2331;,1001;547;548;552;619;554;622;554;8;554;437;556;1010;,1;2;3;5;8;11;15;19;20;21;22;25;26;
4405,26.000000,2407;,1002;548;550;553;496;496;556;557;630;489;630;84;630;557;556;1010;,1;2;5;7;8;9;10;13;15;17;19;20;21;23;26;27;
4406,31.000000,2391;,1003;549;547;548;552;619;614;554;614;68;614;614;622;555;556;1010;,1;2;4;5;7;10;13;16;19;20;21;22;25;28;31;32;
4407,27.000000,2335;,1004;550;550;550;560;558;491;492;491;558;12;558;558;557;556;1010;,1;2;3;4;7;9;11;14;17;19;20;21;22;24;27;28;
4408,42.000000,2374;,1005;551;549;547;621;620;598;599;597;51;51;597;597;597;599;616;618;548;550;560;556;1010;,1;2;5;7;9;10;12;15;18;19;20;21;22;23;26;29;31;33;36;39;42;43;
4409,43.000000,2370;,1006;552;619;617;595;593;47;47;47;47;47;47;47;593;595;617;619;552;548;550;560;556;1010;,1;2;5;7;10;13;14;15;16;17;18;19;20;21;24;27;29;32;34;37;40;43;44;
4410,44.000000,2555;,1009;555;625;554;614;612;595;593;429;778;232;778;597;599;616;618;548;550;560;556;1010;,1;2;3;5;8;10;13;16;17;19;20;21;25;28;31;33;35;38;41;44;45;
4411,30.000000,2400;,1013;559;557;556;437;554;622;623;77;623;623;623;624;556;1010;,1;2;5;8;11;12;16;19;20;21;22;23;26;30;31;
4412,20.000000,2333;,1014;560;556;10;556;1010;,1;2;5;6;20;21;
4413,22.000000,2333;,1016;562;493;492;561;560;556;10;10;10;10;10;10;10;10;10;556;556;1010;,1;2;3;4;6;8;11;12;13;14;15;16;17;18;19;20;21;22;23;
4414,28.000000,2408;,1017;563;564;565;569;570;571;631;85;631;631;490;557;556;1010;,1;2;4;5;8;11;15;19;20;21;22;23;25;28;29;
4415,24.000000,2332;,1018;564;493;492;561;560;556;555;9;9;9;9;9;555;556;1010;,1;2;4;5;7;9;12;15;16;17;18;19;20;21;24;25;
