arc_id,agent_index
(36_582_16_17),625;2414;4203;5992;7781;9570;11359;13148;14937;16726;
(36_582_20_21),824;2613;4402;6191;7980;9769;11558;13347;15136;16925;
(36_582_24_25),1021;2810;4599;6388;8177;9966;11755;13544;15333;17122;
(36_582_30_31),1216;1268;3005;3057;4794;4846;6583;6635;8372;8424;10161;10213;11950;12002;13739;13791;15528;15580;17317;17369;
(36_582_46_47),1735;3524;5313;7102;8891;10680;12469;14258;16047;17836;
(36_582_8_9),113;1902;3691;5480;7269;9058;10847;12636;14425;16214;
(37_37_10_11),371;2160;3949;5738;7527;9316;11105;12894;14683;16472;
(37_37_11_12),371;2160;3949;5738;7527;9316;11105;12894;14683;16472;
(37_37_15_16),537;2326;4115;5904;7693;9482;11271;13060;14849;16638;
(37_37_19_20),746;2535;4324;6113;7902;9691;11480;13269;15058;16847;
(37_37_3_4),158;1947;3736;5525;7314;9103;10892;12681;14470;16259;
(37_37_4_5),158;1947;3736;5525;7314;9103;10892;12681;14470;16259;
(37_37_5_6),158;1947;3736;5525;7314;9103;10892;12681;14470;16259;
(37_37_6_7),158;1947;3736;5525;7314;9103;10892;12681;14470;16259;
(37_37_7_8),158;1947;3736;5525;7314;9103;10892;12681;14470;16259;
(37_37_9_10),371;2160;3949;5738;7527;9316;11105;12894;14683;16472;
(37_583_12_13),371;2160;3949;5738;7527;9316;11105;12894;14683;16472;
(37_583_16_17),537;606;2326;2395;4115;4184;5904;5973;7693;7762;9482;9551;11271;11340;13060;13129;14849;14918;16638;16707;
(37_583_20_21),746;885;2535;2674;4324;4463;6113;6252;7902;8041;9691;9830;11480;11619;13269;13408;15058;15197;16847;16986;
(37_583_24_25),1052;2841;4630;6419;8208;9997;11786;13575;15364;17153;
(37_583_34_35),1407;3196;4985;6774;8563;10352;12141;13930;15719;17508;
(37_583_42_43),1639;3428;5217;7006;8795;10584;12373;14162;15951;17740;
(37_583_8_9),158;190;1947;1979;3736;3768;5525;5557;7314;7346;9103;9135;10892;10924;12681;12713;14470;14502;16259;16291;
(38_38_10_11),645;2434;4223;6012;7801;9590;11379;13168;14957;16746;
(38_38_11_12),645;2434;4223;6012;7801;9590;11379;13168;14957;16746;
(38_38_12_13),645;2434;4223;6012;7801;9590;11379;13168;14957;16746;
(38_38_13_14),645;2434;4223;6012;7801;9590;11379;13168;14957;16746;
(38_38_14_15),645;2434;4223;6012;7801;9590;11379;13168;14957;16746;
(38_38_15_16),645;2434;4223;6012;7801;9590;11379;13168;14957;16746;
(38_38_26_27),1351;3140;4929;6718;8507;10296;12085;13874;15663;17452;
(38_38_27_28),1351;3140;4929;6718;8507;10296;12085;13874;15663;17452;
(38_38_28_29),1351;3140;4929;6718;8507;10296;12085;13874;15663;17452;
(38_38_29_30),1351;3140;4929;6718;8507;10296;12085;13874;15663;17452;
(38_38_30_31),1351;3140;4929;6718;8507;10296;12085;13874;15663;17452;
(38_38_31_32),1351;3140;4929;6718;8507;10296;12085;13874;15663;17452;
(38_38_32_33),1351;3140;4929;6718;8507;10296;12085;13874;15663;17452;
(38_38_33_34),1351;3140;4929;6718;8507;10296;12085;13874;15663;17452;
(38_38_9_10),645;2434;4223;6012;7801;9590;11379;13168;14957;16746;
(38_584_16_17),645;2434;4223;6012;7801;9590;11379;13168;14957;16746;
(38_584_34_35),1351;1368;1435;3140;3157;3224;4929;4946;5013;6718;6735;6802;8507;8524;8591;10296;10313;10380;12085;12102;12169;13874;13891;13958;15663;15680;15747;17452;17469;17536;
(38_584_38_39),1510;3299;5088;6877;8666;10455;12244;14033;15822;17611;
(38_584_8_9),163;1952;3741;5530;7319;9108;10897;12686;14475;16264;
(393_394_36_39),1372;3161;4950;6739;8528;10317;12106;13895;15684;17473;
(393_712_26_29),1427;3216;5005;6794;8583;10372;12161;13950;15739;17528;
(393_712_29_32),1429;3218;5007;6796;8585;10374;12163;13952;15741;17530;
(394_393_23_26),1427;3216;5005;6794;8583;10372;12161;13950;15739;17528;
(394_393_26_29),1429;3218;5007;6796;8585;10374;12163;13952;15741;17530;
(394_394_22_23),1366;3155;4944;6733;8522;10311;12100;13889;15678;17467;
(394_394_23_24),1572;3361;5150;6939;8728;10517;12306;14095;15884;17673;
(394_394_25_26),1368;3157;4946;6735;8524;10313;12102;13891;15680;17469;
(394_394_26_27),1368;3157;4946;6735;8524;10313;12102;13891;15680;17469;
(394_394_27_28),1368;3157;4946;6735;8524;10313;12102;13891;15680;17469;
(394_394_39_40),1428;3217;5006;6795;8584;10373;12162;13951;15740;17529;
(394_584_23_28),1366;3155;4944;6733;8522;10311;12100;13889;15678;17467;
(394_584_28_33),1368;3157;4946;6735;8524;10313;12102;13891;15680;17469;
(394_584_36_41),1369;3158;4947;6736;8525;10314;12103;13892;15681;17470;
(394_584_39_44),1372;3161;4950;6739;8528;10317;12106;13895;15684;17473;
(394_584_3_8),645;2434;4223;6012;7801;9590;11379;13168;14957;16746;
(394_584_40_45),1428;3217;5006;6795;8584;10373;12162;13951;15740;17529;
(394_584_42_47),1376;3165;4954;6743;8532;10321;12110;13899;15688;17477;
(394_584_5_10),531;2320;4109;5898;7687;9476;11265;13054;14843;16632;
(394_601_10_11),178;1967;3756;5545;7334;9123;10912;12701;14490;16279;
(394_601_24_25),1572;3361;5150;6939;8728;10517;12306;14095;15884;17673;
(395_394_40_42),1376;3165;4954;6743;8532;10321;12110;13899;15688;17477;
(395_395_36_37),1371;3160;4949;6738;8527;10316;12105;13894;15683;17472;
(395_395_37_38),1371;3160;4949;6738;8527;10316;12105;13894;15683;17472;
(395_395_39_40),1376;3165;4954;6743;8532;10321;12110;13899;15688;17477;
(395_396_18_21),646;2435;4224;6013;7802;9591;11380;13169;14958;16747;
(395_584_22_26),1365;3154;4943;6732;8521;10310;12099;13888;15677;17466;
(395_584_23_27),1426;3215;5004;6793;8582;10371;12160;13949;15738;17527;
(395_584_38_42),1371;3160;4949;6738;8527;10316;12105;13894;15683;17472;
(395_584_3_7),644;2433;4222;6011;7800;9589;11378;13167;14956;16745;
(395_600_27_28),1560;3349;5138;6927;8716;10505;12294;14083;15872;17661;
(395_600_44_45),1510;3299;5088;6877;8666;10455;12244;14033;15822;17611;
(396_397_21_23),646;2435;4224;6013;7802;9591;11380;13169;14958;16747;
(396_397_44_46),1377;3166;4955;6744;8533;10322;12111;13900;15689;17478;
(397_396_42_44),1377;3166;4955;6744;8533;10322;12111;13900;15689;17478;
(397_397_30_31),658;2447;4236;6025;7814;9603;11392;13181;14970;16759;
(397_398_17_19),422;2211;4000;5789;7578;9367;11156;12945;14734;16523;
(397_398_24_26),1627;3416;5205;6994;8783;10572;12361;14150;15939;17728;
(397_398_42_44),1489;3278;5067;6856;8645;10434;12223;14012;15801;17590;
(397_398_7_9),961;2750;4539;6328;8117;9906;11695;13484;15273;17062;
(397_588_23_26),646;1430;2435;3219;4224;5008;6013;6797;7802;8586;9591;10375;11380;12164;13169;13953;14958;15742;16747;17531;
(397_588_29_32),1510;3299;5088;6877;8666;10455;12244;14033;15822;17611;
(397_588_30_33),1436;3225;5014;6803;8592;10381;12170;13959;15748;17537;
(397_588_31_34),658;2447;4236;6025;7814;9603;11392;13181;14970;16759;
(397_588_34_37),1563;3352;5141;6930;8719;10508;12297;14086;15875;17664;
(397_588_36_39),1361;3150;4939;6728;8517;10306;12095;13884;15673;17462;
(397_588_37_40),1378;3167;4956;6745;8534;10323;12112;13901;15690;17479;
(397_588_39_42),1375;3164;4953;6742;8531;10320;12109;13898;15687;17476;
(397_588_40_43),1387;3176;4965;6754;8543;10332;12121;13910;15699;17488;
(397_588_41_44),1433;3222;5011;6800;8589;10378;12167;13956;15745;17534;
(397_588_42_45),1382;3171;4960;6749;8538;10327;12116;13905;15694;17483;
(397_588_43_46),1335;3124;4913;6702;8491;10280;12069;13858;15647;17436;
(397_588_44_47),1388;3177;4966;6755;8544;10333;12122;13911;15700;17489;
(397_588_45_48),1384;3173;4962;6751;8540;10329;12118;13907;15696;17485;
(397_588_46_49),1377;3166;4955;6744;8533;10322;12111;13900;15689;17478;
(397_588_47_50),1379;3168;4957;6746;8535;10324;12113;13902;15691;17480;
(397_588_48_51),1389;3178;4967;6756;8545;10334;12123;13912;15701;17490;
(397_588_49_52),1341;1451;3130;3240;4919;5029;6708;6818;8497;8607;10286;10396;12075;12185;13864;13974;15653;15763;17442;17552;
(397_588_50_53),1343;1407;3132;3196;4921;4985;6710;6774;8499;8563;10288;10352;12077;12141;13866;13930;15655;15719;17444;17508;
(397_588_51_54),1344;1397;3133;3186;4922;4975;6711;6764;8500;8553;10289;10342;12078;12131;13867;13920;15656;15709;17445;17498;
(397_588_52_55),1342;1347;3131;3136;4920;4925;6709;6714;8498;8503;10287;10292;12076;12081;13865;13870;15654;15659;17443;17448;
(397_588_5_8),534;2323;4112;5901;7690;9479;11268;13057;14846;16635;
(397_604_15_16),161;1950;3739;5528;7317;9106;10895;12684;14473;16262;
(397_604_25_26),
(397_604_27_28),1157;2946;4735;6524;8313;10102;11891;13680;15469;17258;
(397_604_29_30),1434;3223;5012;6801;8590;10379;12168;13957;15746;17535;
(397_604_2_3),532;2321;4110;5899;7688;9477;11266;13055;14844;16633;
(397_604_40_41),1483;3272;5061;6850;8639;10428;12217;14006;15795;17584;
(397_604_43_44),1563;3352;5141;6930;8719;10508;12297;14086;15875;17664;
(397_604_46_47),1568;3357;5146;6935;8724;10513;12302;14091;15880;17669;
(397_604_4_5),41;963;1830;2752;3619;4541;5408;6330;7197;8119;8986;9908;10775;11697;12564;13486;14353;15275;16142;17064;
(397_604_50_51),1566;3355;5144;6933;8722;10511;12300;14089;15878;17667;
(397_604_5_6),744;2533;4322;6111;7900;9689;11478;13267;15056;16845;
(397_604_7_8),280;2069;3858;5647;7436;9225;11014;12803;14592;16381;
(398_397_27_29),1434;1510;3223;3299;5012;5088;6801;6877;8590;8666;10379;10455;12168;12244;13957;14033;15746;15822;17535;17611;
(398_397_28_30),1436;3225;5014;6803;8592;10381;12170;13959;15748;17537;
(398_397_32_34),1563;3352;5141;6930;8719;10508;12297;14086;15875;17664;
(398_397_38_40),1387;3176;4965;6754;8543;10332;12121;13910;15699;17488;
(398_397_39_41),1433;3222;5011;6800;8589;10378;12167;13956;15745;17534;
(398_397_40_42),1377;3166;4955;6744;8533;10322;12111;13900;15689;17478;
(398_397_41_43),1335;3124;4913;6702;8491;10280;12069;13858;15647;17436;
(398_397_42_44),1388;3177;4966;6755;8544;10333;12122;13911;15700;17489;
(398_397_43_45),1384;3173;4962;6751;8540;10329;12118;13907;15696;17485;
(398_397_45_47),1379;3168;4957;6746;8535;10324;12113;13902;15691;17480;
(398_397_46_48),1389;3178;4967;6756;8545;10334;12123;13912;15701;17490;
(398_397_47_49),1341;3130;4919;6708;8497;10286;12075;13864;15653;17442;
(398_397_48_50),1343;3132;4921;6710;8499;10288;12077;13866;15655;17444;
(398_397_49_51),1344;3133;4922;6711;8500;10289;12078;13867;15656;17445;
(398_397_50_52),1342;3131;4920;6709;8498;10287;12076;13865;15654;17443;
(398_398_28_29),
(398_398_37_38),1387;3176;4965;6754;8543;10332;12121;13910;15699;17488;
(398_398_47_48),1343;3132;4921;6710;8499;10288;12077;13866;15655;17444;
(398_398_48_49),1344;3133;4922;6711;8500;10289;12078;13867;15656;17445;
(398_399_15_16),160;1949;3738;5527;7316;9105;10894;12683;14472;16261;
(398_399_16_17),398;2187;3976;5765;7554;9343;11132;12921;14710;16499;
(398_399_41_42),1495;3284;5073;6862;8651;10440;12229;14018;15807;17596;
(398_399_4_5),743;2532;4321;6110;7899;9688;11477;13266;15055;16844;
(398_400_10_12),651;2440;4229;6018;7807;9596;11385;13174;14963;16752;
(398_400_24_26),647;2436;4225;6014;7803;9592;11381;13170;14959;16748;
(398_400_29_31),556;2345;4134;5923;7712;9501;11290;13079;14868;16657;
(398_400_42_44),1445;3234;5023;6812;8601;10390;12179;13968;15757;17546;
(398_400_44_46),1391;3180;4969;6758;8547;10336;12125;13914;15703;17492;
(398_400_48_50),1395;3184;4973;6762;8551;10340;12129;13918;15707;17496;
(398_403_19_22),422;2211;4000;5789;7578;9367;11156;12945;14734;16523;
(398_403_23_26),1509;3298;5087;6876;8665;10454;12243;14032;15821;17610;
(398_403_24_27),
(398_403_25_28),1698;3487;5276;7065;8854;10643;12432;14221;16010;17799;
(398_403_26_29),1627;3416;5205;6994;8783;10572;12361;14150;15939;17728;
(398_403_27_30),1624;3413;5202;6991;8780;10569;12358;14147;15936;17725;
(398_403_29_32),
(398_403_31_34),
(398_403_44_47),1489;3278;5067;6856;8645;10434;12223;14012;15801;17590;
(398_403_45_48),1565;3354;5143;6932;8721;10510;12299;14088;15877;17666;
(398_403_46_49),1499;3288;5077;6866;8655;10444;12233;14022;15811;17600;
(398_403_47_50),1569;3358;5147;6936;8725;10514;12303;14092;15881;17670;
(398_403_48_51),1542;3331;5120;6909;8698;10487;12276;14065;15854;17643;
(398_403_49_52),1571;3360;5149;6938;8727;10516;12305;14094;15883;17672;
(398_403_50_53),1577;3366;5155;6944;8733;10522;12311;14100;15889;17678;
(398_403_51_54),1554;3343;5132;6921;8710;10499;12288;14077;15866;17655;
(398_403_52_55),1576;3365;5154;6943;8732;10521;12310;14099;15888;17677;
(398_403_7_10),1069;2858;4647;6436;8225;10014;11803;13592;15381;17170;
(398_403_9_12),961;2750;4539;6328;8117;9906;11695;13484;15273;17062;
(399_398_22_23),1509;3298;5087;6876;8665;10454;12243;14032;15821;17610;
(399_398_23_24),
(399_398_26_27),1434;1510;3223;3299;5012;5088;6801;6877;8590;8666;10379;10455;12168;12244;13957;14033;15746;15822;17535;17611;
(399_398_27_28),1436;3225;5014;6803;8592;10381;12170;13959;15748;17537;
(399_398_30_31),
(399_398_36_37),1387;3176;4965;6754;8543;10332;12121;13910;15699;17488;
(399_398_40_41),1335;1495;3124;3284;4913;5073;6702;6862;8491;8651;10280;10440;12069;12229;13858;14018;15647;15807;17436;17596;
(399_398_41_42),1445;3234;5023;6812;8601;10390;12179;13968;15757;17546;
(399_398_43_44),1391;3180;4969;6758;8547;10336;12125;13914;15703;17492;
(399_398_46_47),1343;3132;4921;6710;8499;10288;12077;13866;15655;17444;
(399_398_47_48),1344;1542;3133;3331;4922;5120;6711;6909;8500;8698;10289;10487;12078;12276;13867;14065;15656;15854;17445;17643;
(399_398_50_51),1554;3343;5132;6921;8710;10499;12288;14077;15866;17655;
(399_398_6_7),1069;2858;4647;6436;8225;10014;11803;13592;15381;17170;
(399_399_49_50),1466;3255;5044;6833;8622;10411;12200;13989;15778;17567;
(399_537_10_14),162;1951;3740;5529;7318;9107;10896;12685;14474;16263;
(399_537_11_15),180;959;1969;2748;3758;4537;5547;6326;7336;8115;9125;9904;10914;11693;12703;13482;14492;15271;16281;17060;
(399_537_12_16),41;976;1830;2765;3619;4554;5408;6343;7197;8132;8986;9921;10775;11710;12564;13499;14353;15288;16142;17077;
(399_537_14_18),871;2660;4449;6238;8027;9816;11605;13394;15183;16972;
(399_537_15_19),37;278;1826;2067;3615;3856;5404;5645;7193;7434;8982;9223;10771;11012;12560;12801;14349;14590;16138;16379;
(399_537_16_20),160;1949;3738;5527;7316;9105;10894;12683;14472;16261;
(399_537_17_21),175;398;1964;2187;3753;3976;5542;5765;7331;7554;9120;9343;10909;11132;12698;12921;14487;14710;16276;16499;
(399_537_18_22),161;419;1950;2208;3739;3997;5528;5786;7317;7575;9106;9364;10895;11153;12684;12942;14473;14731;16262;16520;
(399_537_22_26),178;1967;3756;5545;7334;9123;10912;12701;14490;16279;
(399_537_23_27),773;1173;2562;2962;4351;4751;6140;6540;7929;8329;9718;10118;11507;11907;13296;13696;15085;15485;16874;17274;
(399_537_27_31),873;1644;2662;3433;4451;5222;6240;7011;8029;8800;9818;10589;11607;12378;13396;14167;15185;15956;16974;17745;
(399_537_29_33),1639;3428;5217;7006;8795;10584;12373;14162;15951;17740;
(399_537_2_6),537;2326;4115;5904;7693;9482;11271;13060;14849;16638;
(399_537_31_35),1623;3412;5201;6990;8779;10568;12357;14146;15935;17724;
(399_537_32_36),1159;1640;2948;3429;4737;5218;6526;7007;8315;8796;10104;10585;11893;12374;13682;14163;15471;15952;17260;17741;
(399_537_33_37),1155;1171;1695;2944;2960;3484;4733;4749;5273;6522;6538;7062;8311;8327;8851;10100;10116;10640;11889;11905;12429;13678;13694;14218;15467;15483;16007;17256;17272;17796;
(399_537_34_38),1157;2946;4735;6524;8313;10102;11891;13680;15469;17258;
(399_537_3_7),760;979;2549;2768;4338;4557;6127;6346;7916;8135;9705;9924;11494;11713;13283;13502;15072;15291;16861;17080;
(399_537_5_9),743;1080;2532;2869;4321;4658;6110;6447;7899;8236;9688;10025;11477;11814;13266;13603;15055;15392;16844;17181;
(399_537_6_10),980;2769;4558;6347;8136;9925;11714;13503;15292;17081;
(399_537_7_11),963;2752;4541;6330;8119;9908;11697;13486;15275;17064;
(399_537_8_12),744;2533;4322;6111;7900;9689;11478;13267;15056;16845;
(399_537_9_13),975;2764;4553;6342;8131;9920;11709;13498;15287;17076;
(399_604_14_16),773;2562;4351;6140;7929;9718;11507;13296;15085;16874;
(399_604_23_25),1435;3224;5013;6802;8591;10380;12169;13958;15747;17536;
(399_604_25_27),1373;1492;3162;3281;4951;5070;6740;6859;8529;8648;10318;10437;12107;12226;13896;14015;15685;15804;17474;17593;
(399_604_26_28),1508;3297;5086;6875;8664;10453;12242;14031;15820;17609;
(399_604_28_30),1378;3167;4956;6745;8534;10323;12112;13901;15690;17479;
(399_604_29_31),1564;3353;5142;6931;8720;10509;12298;14087;15876;17665;
(399_604_31_33),
(399_604_32_34),1513;3302;5091;6880;8669;10458;12247;14036;15825;17614;
(399_604_33_35),1483;3272;5061;6850;8639;10428;12217;14006;15795;17584;
(399_604_34_36),1517;3306;5095;6884;8673;10462;12251;14040;15829;17618;
(399_604_35_37),1559;3348;5137;6926;8715;10504;12293;14082;15871;17660;
(399_604_36_38),
(399_604_39_41),1382;3171;4960;6749;8538;10327;12116;13905;15694;17483;
(399_604_41_43),1519;3308;5097;6886;8675;10464;12253;14042;15831;17620;
(399_604_42_44),1495;3284;5073;6862;8651;10440;12229;14018;15807;17596;
(399_604_43_45),1453;3242;5031;6820;8609;10398;12187;13976;15765;17554;
(399_604_44_46),1547;3336;5125;6914;8703;10492;12281;14070;15859;17648;
(399_604_46_48),1498;3287;5076;6865;8654;10443;12232;14021;15810;17599;
(399_604_47_49),1407;1463;3196;3252;4985;5041;6774;6830;8563;8619;10352;10408;12141;12197;13930;13986;15719;15775;17508;17564;
(399_604_48_50),1556;3345;5134;6923;8712;10501;12290;14079;15868;17657;
(399_604_49_51),1347;3136;4925;6714;8503;10292;12081;13870;15659;17448;
(399_604_50_52),1466;3255;5044;6833;8622;10411;12200;13989;15778;17567;
(399_604_51_53),1467;3256;5045;6834;8623;10412;12201;13990;15779;17568;
(399_604_52_54),1469;3258;5047;6836;8625;10414;12203;13992;15781;17570;
(399_604_53_55),1470;1557;3259;3346;5048;5135;6837;6924;8626;8713;10415;10502;12204;12291;13993;14080;15782;15869;17571;17658;
(399_604_9_11),543;2332;4121;5910;7699;9488;11277;13066;14855;16644;
(399_609_12_13),757;2546;4335;6124;7913;9702;11491;13280;15069;16858;
(399_609_15_16),759;2548;4337;6126;7915;9704;11493;13282;15071;16860;
(399_609_19_20),163;1952;3741;5530;7319;9108;10897;12686;14475;16264;
(399_609_20_21),535;2324;4113;5902;7691;9480;11269;13058;14847;16636;
(399_609_23_24),1643;3432;5221;7010;8799;10588;12377;14166;15955;17744;
(399_609_3_4),57;1846;3635;5424;7213;9002;10791;12580;14369;16158;
(399_609_4_5),648;874;2437;2663;4226;4452;6015;6241;7804;8030;9593;9819;11382;11608;13171;13397;14960;15186;16749;16975;
(399_609_5_6),532;2321;4110;5899;7688;9477;11266;13055;14844;16633;
(399_609_6_7),58;299;761;1847;2088;2550;3636;3877;4339;5425;5666;6128;7214;7455;7917;9003;9244;9706;10792;11033;11495;12581;12822;13284;14370;14611;15073;16159;16400;16862;
(399_609_8_9),649;2438;4227;6016;7805;9594;11383;13172;14961;16750;
(399_609_9_10),294;528;2083;2317;3872;4106;5661;5895;7450;7684;9239;9473;11028;11262;12817;13051;14606;14840;16395;16629;
(39_39_11_12),533;2322;4111;5900;7689;9478;11267;13056;14845;16634;
(39_39_12_13),533;875;2322;2664;4111;4453;5900;6242;7689;8031;9478;9820;11267;11609;13056;13398;14845;15187;16634;16976;
(39_39_13_14),533;875;2322;2664;4111;4453;5900;6242;7689;8031;9478;9820;11267;11609;13056;13398;14845;15187;16634;16976;
(39_39_14_15),533;875;2322;2664;4111;4453;5900;6242;7689;8031;9478;9820;11267;11609;13056;13398;14845;15187;16634;16976;
(39_39_15_16),533;875;2322;2664;4111;4453;5900;6242;7689;8031;9478;9820;11267;11609;13056;13398;14845;15187;16634;16976;
(39_39_16_17),875;2664;4453;6242;8031;9820;11609;13398;15187;16976;
(39_39_17_18),875;2664;4453;6242;8031;9820;11609;13398;15187;16976;
(39_39_18_19),875;2664;4453;6242;8031;9820;11609;13398;15187;16976;
(39_39_19_20),875;2664;4453;6242;8031;9820;11609;13398;15187;16976;
(39_39_22_23),1350;3139;4928;6717;8506;10295;12084;13873;15662;17451;
(39_39_23_24),1350;3139;4928;6717;8506;10295;12084;13873;15662;17451;
(39_39_24_25),1350;3139;4928;6717;8506;10295;12084;13873;15662;17451;
(39_39_25_26),1350;3139;4928;6717;8506;10295;12084;13873;15662;17451;
(39_39_26_27),1350;3139;4928;6717;8506;10295;12084;13873;15662;17451;
(39_39_27_28),1350;3139;4928;6717;8506;10295;12084;13873;15662;17451;
(39_39_28_29),1350;3139;4928;6717;8506;10295;12084;13873;15662;17451;
(39_39_29_30),1350;3139;4928;6717;8506;10295;12084;13873;15662;17451;
(39_39_30_31),1350;3139;4928;6717;8506;10295;12084;13873;15662;17451;
(39_39_31_32),1350;1491;3139;3280;4928;5069;6717;6858;8506;8647;10295;10436;12084;12225;13873;14014;15662;15803;17451;17592;
(39_39_32_33),1350;1431;1491;3139;3220;3280;4928;5009;5069;6717;6798;6858;8506;8587;8647;10295;10376;10436;12084;12165;12225;13873;13954;14014;15662;15743;15803;17451;17532;17592;
(39_39_33_34),1350;1431;1491;3139;3220;3280;4928;5009;5069;6717;6798;6858;8506;8587;8647;10295;10376;10436;12084;12165;12225;13873;13954;14014;15662;15743;15803;17451;17532;17592;
(39_39_34_35),1491;3280;5069;6858;8647;10436;12225;14014;15803;17592;
(39_39_35_36),1491;3280;5069;6858;8647;10436;12225;14014;15803;17592;
(39_39_36_37),1491;3280;5069;6858;8647;10436;12225;14014;15803;17592;
(39_39_37_38),1491;3280;5069;6858;8647;10436;12225;14014;15803;17592;
(39_39_3_4),160;1949;3738;5527;7316;9105;10894;12683;14472;16261;
(39_39_4_5),160;1949;3738;5527;7316;9105;10894;12683;14472;16261;
(39_39_5_6),160;1949;3738;5527;7316;9105;10894;12683;14472;16261;
(39_39_6_7),160;1949;3738;5527;7316;9105;10894;12683;14472;16261;
(39_39_7_8),160;1949;3738;5527;7316;9105;10894;12683;14472;16261;
(39_585_16_17),533;2322;4111;5900;7689;9478;11267;13056;14845;16634;
(39_585_20_21),875;2664;4453;6242;8031;9820;11609;13398;15187;16976;
(39_585_34_35),1350;1373;1431;3139;3162;3220;4928;4951;5009;6717;6740;6798;8506;8529;8587;10295;10318;10376;12084;12107;12165;13873;13896;13954;15662;15685;15743;17451;17474;17532;
(39_585_38_39),1491;1565;3280;3354;5069;5143;6858;6932;8647;8721;10436;10510;12225;12299;14014;14088;15803;15877;17592;17666;
(39_585_8_9),160;1949;3738;5527;7316;9105;10894;12683;14472;16261;
(3_3_10_11),434;2223;4012;5801;7590;9379;11168;12957;14746;16535;
(3_3_11_12),434;2223;4012;5801;7590;9379;11168;12957;14746;16535;
(3_3_12_13),974;2763;4552;6341;8130;9919;11708;13497;15286;17075;
(3_3_13_14),974;2763;4552;6341;8130;9919;11708;13497;15286;17075;
(3_3_14_15),974;2763;4552;6341;8130;9919;11708;13497;15286;17075;
(3_3_15_16),665;974;2454;2763;4243;4552;6032;6341;7821;8130;9610;9919;11399;11708;13188;13497;14977;15286;16766;17075;
(3_3_16_17),729;974;2518;2763;4307;4552;6096;6341;7885;8130;9674;9919;11463;11708;13252;13497;15041;15286;16830;17075;
(3_3_17_18),729;974;2518;2763;4307;4552;6096;6341;7885;8130;9674;9919;11463;11708;13252;13497;15041;15286;16830;17075;
(3_3_18_19),729;974;2518;2763;4307;4552;6096;6341;7885;8130;9674;9919;11463;11708;13252;13497;15041;15286;16830;17075;
(3_3_19_20),729;974;2518;2763;4307;4552;6096;6341;7885;8130;9674;9919;11463;11708;13252;13497;15041;15286;16830;17075;
(3_3_20_21),974;2763;4552;6341;8130;9919;11708;13497;15286;17075;
(3_3_21_22),974;2763;4552;6341;8130;9919;11708;13497;15286;17075;
(3_3_22_23),974;2763;4552;6341;8130;9919;11708;13497;15286;17075;
(3_3_23_24),974;2763;4552;6341;8130;9919;11708;13497;15286;17075;
(3_3_26_27),1660;3449;5238;7027;8816;10605;12394;14183;15972;17761;
(3_3_27_28),1660;3449;5238;7027;8816;10605;12394;14183;15972;17761;
(3_3_28_29),1660;3449;5238;7027;8816;10605;12394;14183;15972;17761;
(3_3_29_30),1169;1660;2958;3449;4747;5238;6536;7027;8325;8816;10114;10605;11903;12394;13692;14183;15481;15972;17270;17761;
(3_3_30_31),1660;3449;5238;7027;8816;10605;12394;14183;15972;17761;
(3_3_31_32),1660;3449;5238;7027;8816;10605;12394;14183;15972;17761;
(3_3_32_33),1660;3449;5238;7027;8816;10605;12394;14183;15972;17761;
(3_3_33_34),1660;3449;5238;7027;8816;10605;12394;14183;15972;17761;
(3_3_34_35),1660;3449;5238;7027;8816;10605;12394;14183;15972;17761;
(3_3_35_36),1660;3449;5238;7027;8816;10605;12394;14183;15972;17761;
(3_3_36_37),1660;3449;5238;7027;8816;10605;12394;14183;15972;17761;
(3_3_37_38),1660;3449;5238;7027;8816;10605;12394;14183;15972;17761;
(3_3_38_39),1660;3449;5238;7027;8816;10605;12394;14183;15972;17761;
(3_3_39_40),1660;3449;5238;7027;8816;10605;12394;14183;15972;17761;
(3_3_40_41),1660;3449;5238;7027;8816;10605;12394;14183;15972;17761;
(3_3_41_42),1660;3449;5238;7027;8816;10605;12394;14183;15972;17761;
(3_3_7_8),71;1860;3649;5438;7227;9016;10805;12594;14383;16172;
(3_549_12_13),293;434;2082;2223;3871;4012;5660;5801;7449;7590;9238;9379;11027;11168;12816;12957;14605;14746;16394;16535;
(3_549_16_17),501;665;2290;2454;4079;4243;5868;6032;7657;7821;9446;9610;11235;11399;13024;13188;14813;14977;16602;16766;
(3_549_20_21),729;882;2518;2671;4307;4460;6096;6249;7885;8038;9674;9827;11463;11616;13252;13405;15041;15194;16830;16983;
(3_549_24_25),974;2763;4552;6341;8130;9919;11708;13497;15286;17075;
(3_549_30_31),1169;1282;2958;3071;4747;4860;6536;6649;8325;8438;10114;10227;11903;12016;13692;13805;15481;15594;17270;17383;
(3_549_42_43),1660;3449;5238;7027;8816;10605;12394;14183;15972;17761;
(3_549_8_9),71;135;1860;1924;3649;3713;5438;5502;7227;7291;9016;9080;10805;10869;12594;12658;14383;14447;16172;16236;
(400_398_13_15),160;1949;3738;5527;7316;9105;10894;12683;14472;16261;
(400_398_14_16),398;2187;3976;5765;7554;9343;11132;12921;14710;16499;
(400_398_23_25),1698;3487;5276;7065;8854;10643;12432;14221;16010;17799;
(400_398_25_27),1624;3413;5202;6991;8780;10569;12358;14147;15936;17725;
(400_398_2_4),743;2532;4321;6110;7899;9688;11477;13266;15055;16844;
