space_time_arc, arc_flow
(441_440_5_7),2.433307
(441_596_10_11),8.000000
(447_448_23_27),4.000000
(448_449_22_25),4.000000
(448_449_27_30),4.000000
(448_664_5_8),4.000000
(448_665_14_15),4.000000
(448_665_4_5),4.000000
(449_448_2_5),4.000000
(449_450_14_16),4.000000
(449_450_25_27),4.000000
(449_450_30_32),4.000000
(45_45_11_12),4.000000
(45_591_12_13),4.000000
(450_451_15_16),3.988930
(450_451_16_17),4.000000
(450_508_21_25),4.000000
(450_508_24_28),4.000000
(450_508_25_29),3.999699
(450_508_26_30),4.000000
(450_508_27_31),4.000000
(450_508_28_32),4.000000
(450_508_29_33),3.999030
(450_508_31_35),4.000000
(450_508_32_36),4.000000
(450_508_37_41),4.000000
(451_450_14_15),3.988930
(451_451_17_18),4.000000
(451_452_16_18),3.988930
(451_452_17_19),4.000000
(451_452_18_20),4.000000
(451_654_2_4),4.000000
(451_654_3_5),0.703453
(451_654_5_7),4.000000
(452_452_15_16),0.703453
(452_452_17_18),4.000000
(452_452_18_19),4.000000
(452_452_3_4),1.552857
(452_525_16_18),0.703453
(452_525_18_20),3.988930
(452_525_19_21),4.000000
(452_525_20_22),4.000000
(452_525_24_26),4.000000
(452_652_14_16),3.296547
(452_652_19_21),4.000000
(452_652_20_22),4.000000
(452_654_4_5),1.254009
(452_654_5_6),3.296547
(453_450_17_21),4.000000
(453_450_20_24),4.000000
(453_450_21_25),3.999699
(453_450_22_26),4.000000
(453_450_24_28),4.000000
(453_450_25_29),3.999030
(453_450_27_31),4.000000
(453_453_18_19),3.999699
(453_453_19_20),3.999699
(453_453_20_21),3.999699
(453_453_21_22),4.000000
(453_650_14_17),4.000000
(453_841_5_6),3.999699
(454_453_15_24),4.000000
(454_453_18_27),4.000000
(46_592_12_13),4.000000
(47_593_12_13),4.000000
(476_477_14_17),4.000000
(477_504_15_16),3.994260
(477_504_17_18),7.990172
(477_504_23_24),4.000000
(477_504_25_26),3.995149
(477_504_30_31),4.000000
(477_504_31_32),4.000000
(477_504_32_33),3.994879
(477_504_33_34),4.000000
(477_504_36_37),4.000000
(477_504_38_39),4.000000
(477_504_39_40),6.494843
(477_504_5_6),4.000000
(478_477_21_23),4.000000
(478_477_23_25),3.995149
(478_477_28_30),4.000000
(478_477_29_31),8.000000
(478_477_3_5),8.000000
(478_477_30_32),4.333497
(478_477_31_33),4.000000
(478_477_34_36),4.000000
(478_477_36_38),4.000000
(478_477_37_39),6.494843
(478_478_14_15),3.999670
(478_633_15_17),3.999670
(478_633_17_19),3.999694
(478_703_10_11),7.999670
(478_703_4_5),7.998695
(479_478_18_21),4.000000
(479_478_20_23),3.995149
(479_478_25_28),4.000000
(479_478_26_29),8.000000
(479_478_27_30),3.994879
(479_478_28_31),4.000000
(479_478_31_34),4.000000
(479_478_33_36),4.000000
(479_478_34_37),6.494843
(479_479_17_18),4.000000
(479_479_23_24),4.000000
(479_479_24_25),4.000000
(479_479_26_27),3.994879
(479_479_33_34),7.990915
(479_629_32_34),8.000000
(479_693_10_11),4.000000
(479_693_4_5),7.997272
(48_594_12_13),4.000000
(480_479_16_17),4.000000
(480_479_19_20),7.995150
(480_479_22_23),4.000000
(480_479_25_26),4.000000
(480_479_27_28),4.000000
(480_479_30_31),4.000000
(480_479_31_32),8.485824
(480_479_32_33),4.000000
(484_485_15_18),0.000000
(484_485_16_19),3.999941
(484_485_18_21),3.543225
(484_485_7_10),0.000000
(484_629_19_21),0.456775
(484_629_3_5),0.121436
(484_629_6_8),3.999941
(484_629_9_11),4.000000
(485_628_10_11),0.000000
(485_628_15_16),3.625633
(485_628_17_18),0.950234
(485_628_18_19),0.000000
(485_628_19_20),3.999941
(485_628_20_21),4.000000
(485_628_21_22),3.543225
(485_628_3_4),7.332995
(485_628_38_39),8.000000
(485_628_4_5),4.000000
(485_628_6_7),3.878564
(485_628_8_9),4.000000
(486_480_14_16),4.000000
(486_480_17_19),3.995149
(486_480_20_22),4.000000
(486_480_23_25),4.000000
(486_480_25_27),4.000000
(486_480_28_30),4.000000
(486_480_29_31),7.990915
(486_480_30_32),4.000000
(487_681_19_21),4.000000
(487_681_21_23),4.000000
(487_681_22_24),3.994592
(487_681_24_26),4.000000
(487_681_9_11),4.000000
(488_487_19_21),4.000000
(488_487_20_22),3.994592
(488_487_22_24),4.000000
(488_487_7_9),4.000000
(488_682_10_11),4.000000
(488_682_27_28),4.000000
(489_631_16_18),4.000000
(489_631_3_5),2.847721
(49_595_12_13),4.000000
(490_631_10_11),4.000000
(490_631_14_15),2.516142
(490_631_15_16),0.000000
(490_631_18_19),0.000000
(490_631_19_20),0.000000
(490_631_20_21),4.000000
(490_631_21_22),0.573223
(490_631_22_23),4.000000
(490_631_23_24),3.748791
(490_631_24_25),4.000000
(490_631_25_26),5.556552
(490_631_26_27),6.454607
(490_631_27_28),9.668043
(490_631_28_29),7.987707
(490_631_29_30),3.997472
(490_631_3_4),0.000000
(490_631_30_31),4.000000
(490_631_31_32),3.984416
(490_631_32_33),11.351894
(490_631_33_34),6.987926
(490_631_35_36),5.012074
(490_631_36_37),8.000000
(490_631_38_39),10.375459
(490_631_4_5),4.000000
(490_631_40_41),11.813313
(490_631_41_42),8.000000
(490_631_6_7),4.636460
(490_631_7_8),7.999309
(490_631_8_9),4.000000
(491_490_8_10),4.000000
(491_559_15_16),4.000000
(491_559_17_18),2.277466
(491_559_28_29),4.000000
(491_559_29_30),8.000000
(492_562_15_16),0.000000
(492_562_17_18),1.722534
(492_562_23_24),4.000000
(492_562_26_27),8.000000
(492_562_30_31),3.999862
(492_562_32_33),4.000000
(492_562_41_42),3.997595
(492_562_6_7),4.000000
(492_562_9_10),7.498732
(493_497_16_17),4.000000
(493_497_21_22),4.000000
(493_497_22_23),0.000000
(493_497_23_24),4.000000
(493_497_24_25),8.000000
(493_497_25_26),5.273448
(493_497_26_27),4.000000
(493_497_28_29),3.999819
(493_497_37_38),3.997159
(493_497_4_5),3.556947
(493_497_5_6),4.000000
(493_497_6_7),3.999788
(493_562_9_10),3.995063
(493_564_14_16),3.995063
(494_493_14_16),4.000000
(494_493_19_21),4.000000
(494_493_2_4),3.556947
(494_493_20_22),0.000000
(494_493_21_23),4.000000
(494_493_22_24),8.000000
(494_493_23_25),5.273448
(494_493_24_26),5.441771
(494_493_26_28),6.468723
(494_493_3_5),4.000000
(494_493_35_37),3.997159
(494_563_4_6),2.689757
(495_494_19_22),4.000000
(495_494_21_24),4.000000
(496_495_19_21),4.000000
(496_495_30_32),3.997159
(496_556_3_4),5.127568
(497_493_8_9),3.995063
(497_498_17_18),4.000000
(497_498_22_23),4.000000
(497_498_23_24),0.000000
(497_498_24_25),4.000000
(497_498_25_26),8.000000
(497_498_26_27),5.273448
(497_498_27_28),4.000000
(497_498_29_30),3.999819
(497_498_38_39),3.997159
(497_498_5_6),3.556947
(497_498_6_7),4.000000
(497_498_7_8),3.999788
(498_497_7_8),3.995063
(498_533_18_19),4.000000
(498_533_23_24),4.000000
(498_533_24_25),0.000000
(498_533_25_26),4.000000
(498_533_26_27),8.000000
(498_533_27_28),5.273448
(498_533_28_29),4.000000
(498_533_30_31),3.999819
(498_533_39_40),3.997159
(498_533_6_7),3.556947
(498_533_7_8),4.000000
(498_533_8_9),3.999788
(499_569_10_11),4.000000
(499_569_15_16),4.000000
(499_569_17_18),0.000000
(499_569_18_19),1.309921
(499_569_19_20),0.000000
(499_569_21_22),1.722534
(499_569_22_23),4.000000
(499_569_23_24),4.000000
(499_569_26_27),4.000000
(499_569_27_28),4.000000
(499_569_30_31),4.000000
(499_569_33_34),4.000000
(499_569_34_35),3.999862
(499_569_36_37),4.000000
(499_569_4_5),3.999992
(499_569_45_46),3.997595
(499_569_5_6),0.000000
(5_5_11_12),8.000000
(5_551_12_13),4.000000
(50_596_12_13),4.000000
(500_501_4_7),1.792455
(500_570_10_11),2.847721
(500_570_14_15),2.847721
(500_570_15_16),2.630683
(500_570_16_17),1.368694
(500_570_17_18),2.508111
(500_570_20_21),4.000000
(500_570_22_23),2.277466
(500_570_26_27),3.426713
(500_570_29_30),0.000000
(500_570_3_4),2.469947
(500_570_30_31),4.000000
(500_570_32_33),4.000000
(500_570_34_35),4.000000
(500_570_38_39),8.000000
(500_570_40_41),3.991079
(500_570_41_42),3.994592
(500_570_43_44),4.000000
(500_570_5_6),0.000000
(500_570_8_9),5.152279
(501_501_2_3),0.442765
(501_501_24_25),6.745649
(501_501_25_26),4.000000
(501_501_3_4),0.442765
(501_571_14_15),0.000000
(501_571_15_16),3.999309
(501_571_26_27),5.442556
(501_571_3_4),0.000000
(501_571_35_36),4.000000
(501_571_4_5),0.442765
(501_571_45_46),4.000000
(501_571_7_8),1.792455
(502_634_15_17),4.121436
(502_634_18_20),5.454206
(502_634_19_21),4.000000
(502_634_22_24),4.000000
(502_634_24_26),0.000000
(502_634_25_27),3.999941
(502_634_27_29),4.000000
(502_634_3_5),0.000000
(502_634_6_8),2.207545
(502_634_9_11),0.000000
(503_502_19_22),4.000000
(504_504_33_34),3.994879
(504_505_16_19),3.994260
(504_505_18_21),4.000000
(504_505_2_5),4.000000
(504_505_20_23),4.000000
(504_505_24_27),4.000000
(504_505_31_34),4.000000
(504_505_32_35),4.000000
(504_505_34_37),3.994879
(504_505_39_42),4.000000
(504_635_26_27),3.995149
(504_635_34_35),4.000000
(504_635_37_38),4.000000
(504_635_40_41),4.000000
(504_635_8_9),3.994260
(505_504_5_8),3.994260
(505_506_19_21),3.994260
(505_506_21_23),4.000000
(505_506_23_25),4.000000
(505_506_25_27),4.000000
(505_506_27_29),4.000000
(505_506_34_36),4.000000
(505_506_35_37),4.000000
(505_506_37_39),3.994879
(505_506_42_44),4.000000
(505_506_7_9),1.189676
(505_639_5_6),4.000000
(505_639_7_8),0.000000
(506_505_3_5),3.994260
(506_505_5_7),1.189676
(506_506_14_15),0.000000
(506_506_28_29),3.999706
(506_507_21_25),3.994260
(506_507_23_27),4.000000
(506_507_25_29),4.000000
(506_507_27_31),4.000000
(506_507_29_33),3.999706
(506_639_10_11),3.988415
(506_644_15_17),0.000000
(506_644_17_19),4.000000
(506_644_29_31),4.000000
(506_644_36_38),4.000000
(506_644_37_39),4.000000
(506_644_39_41),3.994879
(506_644_44_46),4.000000
(506_644_9_11),1.189676
(507_508_31_38),4.000000
(507_508_33_40),4.000000
(507_508_35_42),4.000000
(507_508_36_43),3.999699
(507_578_25_30),3.994260
(507_578_26_31),2.745992
(507_578_27_32),4.000000
(507_578_28_33),4.000000
(507_578_29_34),4.000000
(507_578_30_35),3.999226
(507_578_32_37),4.000000
(507_578_33_38),3.999706
(507_578_37_42),4.000000
(507_578_38_43),4.000000
(507_578_39_44),4.000000
(507_578_40_45),3.999030
(507_578_42_47),4.000000
(507_578_43_48),4.000000
(507_578_45_50),4.000000
(507_578_47_52),4.000000
(507_578_48_53),4.000000
(507_578_49_54),4.000000
(507_578_50_55),3.999699
(508_450_33_37),4.000000
(508_507_19_26),2.745992
(508_507_21_28),4.000000
(508_507_23_30),3.999226
(508_507_25_32),4.000000
(508_507_26_33),4.000000
(508_507_28_35),4.000000
(508_507_29_36),3.999699
(508_507_30_37),4.000000
(508_507_31_38),4.000000
(508_507_32_39),4.000000
(508_507_33_40),3.999030
(508_507_35_42),4.000000
(508_507_36_43),4.000000
(508_507_38_45),4.000000
(508_507_40_47),4.000000
(508_507_41_48),4.000000
(508_507_42_49),4.000000
(508_507_43_50),3.999699
(509_508_17_19),2.745992
(509_508_19_21),4.000000
(509_508_21_23),3.999226
(509_508_24_26),4.000000
(509_508_31_33),4.000000
(509_659_15_16),4.000000
(509_659_5_6),0.000000
(509_667_2_4),4.000000
(509_667_3_5),4.000000
(51_51_10_11),4.000000
(51_51_11_12),7.592816
(51_597_12_13),4.000000
(510_509_14_17),2.745992
(510_509_28_31),4.000000
(510_658_15_16),4.000000
(510_658_2_3),1.138998
(510_658_20_21),3.998866
(510_658_21_22),4.000000
(510_658_6_7),13.350918
(510_666_6_8),3.998866
(510_666_7_9),4.000000
(512_661_14_15),0.000000
(512_661_16_17),4.000000
(512_661_22_23),4.000000
(512_670_2_5),4.000000
(513_512_19_22),4.000000
(52_598_12_13),4.000000
(524_545_20_24),0.000000
(524_578_14_17),2.861002
(524_578_19_22),4.000000
(524_578_20_23),5.909541
(524_578_22_25),8.000000
(524_578_23_26),11.961734
(524_578_24_27),8.377740
(524_578_25_28),4.000000
(524_578_29_32),4.000000
(524_578_5_8),0.479793
(524_647_6_7),1.456224
(524_647_7_8),2.861002
(525_524_14_17),4.000000
(525_524_17_20),1.909541
(525_524_18_21),0.703453
(525_524_20_23),3.988930
(525_524_21_24),4.000000
(525_524_22_25),4.000000
(525_524_26_29),4.000000
(526_528_23_32),3.999949
(527_526_18_23),3.999949
(528_529_2_3),3.995063
(528_529_32_33),8.000000
(528_573_32_34),7.999949
(528_575_3_4),3.999226
(528_575_30_31),4.000000
(529_528_29_30),4.000000
(529_528_31_32),4.000000
(529_529_30_31),4.000000
(529_530_27_29),4.000000
(529_530_31_33),4.000000
(529_530_33_35),4.000000
(529_530_34_36),3.999819
(529_530_8_10),3.998392
(529_531_3_4),3.995063
(53_599_12_13),4.000000
(530_577_10_11),3.998392
(530_577_14_15),3.998392
(530_577_16_17),0.731030
(530_577_17_18),3.268970
(530_577_19_20),0.000000
(530_577_29_30),4.000000
(530_577_33_34),4.000000
(530_577_34_35),4.000000
(530_577_35_36),4.000000
(530_577_36_37),3.999819
(530_577_38_39),4.000000
(530_577_39_40),4.000000
(531_529_26_27),4.000000
(531_529_28_29),4.000000
(531_529_29_30),4.000000
(531_529_30_31),4.000000
(531_529_33_34),3.999819
(531_529_7_8),3.998392
(531_532_4_5),3.995063
(531_573_14_15),0.442765
(531_573_15_16),0.000000
(531_573_16_17),4.000000
(531_573_17_18),3.999788
(531_573_21_22),4.000000
(531_573_27_28),0.000000
(531_573_4_5),2.696230
(531_573_42_43),3.997159
(531_573_9_10),3.556947
(531_574_31_33),4.000000
(531_574_8_10),0.000000
(532_531_20_21),4.000000
(532_531_25_26),4.000000
(532_531_26_27),0.000000
(532_531_27_28),4.000000
(532_531_28_29),8.000000
(532_531_29_30),4.000000
(532_531_3_4),6.696230
(532_531_30_31),4.000000
(532_531_32_33),3.999819
(532_531_41_42),3.997159
(532_531_6_7),3.998392
(532_531_8_9),3.556947
(532_532_29_30),4.000000
(532_533_5_6),3.995063
(532_574_30_32),4.000000
(532_574_9_11),4.000000
(533_498_6_7),3.995063
(533_532_19_20),4.000000
(533_532_2_3),2.696230
(533_532_24_25),4.000000
(533_532_25_26),0.000000
(533_532_26_27),4.000000
(533_532_27_28),8.000000
(533_532_28_29),4.000000
(533_532_29_30),4.000000
(533_532_31_32),3.999819
(533_532_40_41),3.997159
(533_532_5_6),3.998392
(533_532_7_8),3.556947
(533_532_8_9),4.000000
(533_568_9_10),3.999788
(533_569_14_15),0.000000
(537_610_10_11),7.999263
(537_610_19_20),4.000000
(537_610_22_23),3.994769
(537_610_7_8),7.999857
(539_539_14_15),3.998971
(539_694_15_16),3.998971
(540_438_14_16),5.628908
(540_583_7_8),3.999862
(540_622_3_5),4.000000
(542_903_7_11),3.999949
(543_527_14_18),3.999949
(545_545_18_19),3.996972
(545_545_26_27),4.000000
(545_577_20_22),2.649082
(545_577_22_24),12.000000
(545_577_24_26),0.000000
(545_577_25_27),4.000000
(545_577_27_29),8.000000
(545_580_3_4),4.000000
(545_580_6_7),4.000000
(547_1_9_10),8.000000
(547_547_3_4),1.309921
(547_548_4_5),4.000831
(547_549_1_3),3.999152
(547_549_13_15),4.000000
(547_549_14_16),0.000000
(547_549_15_17),4.000000
(547_549_16_18),4.000000
(547_549_17_19),4.000000
(547_549_2_4),0.000000
(547_549_21_23),5.915107
(547_549_24_26),8.000000
(547_549_31_33),7.997224
(547_549_5_7),8.000000
(547_549_6_8),7.031076
(547_549_7_9),4.000000
(547_621_3_5),4.000000
(548_2_11_12),0.000000
(548_2_6_7),4.000000
(548_547_1_2),0.000000
(548_547_13_14),0.000000
(548_547_2_3),4.000000
(548_547_4_5),4.000000
(548_547_8_9),8.000000
(548_550_17_20),3.999819
(548_550_5_8),0.000000
(548_550_8_11),4.000000
(549_3_11_12),4.000000
(549_3_9_10),4.000000
(549_550_13_15),4.000000
(549_550_2_4),0.000000
(549_551_1_4),0.000000
(549_551_13_16),0.000000
(549_551_15_18),4.000000
(549_551_16_19),0.000000
(549_551_17_20),4.000000
(549_551_18_21),4.000000
(549_551_19_22),4.000000
(549_551_23_26),5.915107
(549_551_26_29),8.000000
(549_551_3_6),3.999152
(549_551_33_36),7.997224
(549_551_4_7),0.000000
(549_551_6_9),1.309921
(549_551_7_10),8.000000
(549_551_8_11),7.031076
(550_4_11_12),4.000000
(550_4_8_9),4.000000
(550_548_2_5),4.000000
(550_550_13_14),0.000000
(550_551_14_17),0.000000
(550_551_28_31),4.000000
(550_551_30_33),4.000000
(550_552_4_7),5.666582
(550_560_1_4),4.000000
(550_560_15_18),4.000000
(550_560_20_23),3.999819
(551_5_10_11),4.000000
(551_5_11_12),0.000000
(551_551_13_14),4.000000
(551_563_1_3),3.999911
(551_563_13_15),0.000000
(551_563_14_16),4.000000
(551_563_16_18),0.000000
(551_563_17_19),0.000000
(551_563_18_20),4.000000
(551_563_19_21),0.000000
(551_563_20_22),4.000000
(551_563_21_23),4.000000
(551_563_22_24),4.000000
(551_563_26_28),5.915107
(551_563_29_31),8.000000
(551_563_31_33),8.000000
(551_563_33_35),8.000000
(551_563_36_38),7.997224
(551_563_4_6),0.000000
(551_563_6_8),3.999152
(551_563_7_9),0.000000
(551_563_9_11),1.309921
(552_435_7_8),4.000000
(552_548_6_8),8.000000
(552_550_25_28),4.000000
(552_550_27_30),4.000000
(552_552_13_14),4.000000
(552_553_16_18),4.000000
(552_553_18_20),4.000000
(552_553_20_22),4.000000
(552_553_21_23),10.115610
(552_553_6_8),9.722534
(552_553_7_9),2.277466
(552_553_8_10),4.000000
(552_553_9_11),0.000000
(552_6_10_11),0.000000
(552_6_11_12),8.000000
(552_618_6_9),3.999819
(552_619_2_5),8.000000
(553_496_2_3),5.127568
(553_552_4_6),3.999819
(553_560_13_15),0.000000
(553_560_16_18),4.000000
(553_560_18_20),4.000000
(553_560_20_22),4.000000
(553_560_22_24),4.000000
(553_560_23_25),6.115610
(553_560_3_5),4.000000
(553_560_6_8),0.000000
(553_560_7_9),4.000000
(553_560_8_10),5.722534
(553_560_9_11),2.277466
(553_7_10_11),4.000000
(553_7_11_12),0.000000
(554_437_1_2),1.491889
(554_437_16_17),1.556709
(554_437_4_5),2.516142
(554_437_6_7),0.000000
(554_554_13_14),4.000000
(554_622_2_6),3.543225
(554_625_9_11),4.000000
(554_8_10_11),4.000000
(554_8_11_12),4.000000
(555_556_8_11),4.000000
(555_622_2_5),3.999862
(555_624_13_15),0.573223
(555_624_14_16),4.000000
(555_624_16_18),4.000000
(555_624_19_21),4.000000
(555_624_21_23),11.997156
(555_624_22_24),6.146430
(555_624_24_26),4.000000
(555_624_31_33),8.000000
(555_624_32_34),4.967876
(555_624_33_35),4.000000
(555_624_5_7),2.416024
(555_624_8_10),4.000000
(555_9_10_11),4.573223
(555_9_11_12),3.426713
(556_10_10_11),0.000000
(556_10_11_12),4.000000
(556_556_13_14),4.000000
(556_557_1_4),4.636460
(556_557_13_16),0.000000
(556_557_14_17),4.000000
(556_557_15_18),4.000000
(556_557_16_19),3.426713
(556_557_18_21),0.000000
(556_557_20_23),1.556709
(556_557_21_24),7.938465
(556_557_22_25),4.000000
(556_557_28_31),10.987926
(556_557_3_6),4.000000
(556_557_30_33),5.003152
(556_557_31_34),8.000000
(556_557_33_36),7.998919
(556_557_5_8),1.491889
(556_557_8_11),3.272168
(556_560_23_26),3.999862
(556_560_25_28),4.000000
(556_560_34_37),3.997595
(556_560_6_9),4.000000
(556_624_4_8),3.049767
(557_11_11_12),0.000000
(557_490_1_3),0.000000
(557_490_13_15),0.000000
(557_490_16_18),0.000000
(557_490_17_19),0.000000
(557_490_18_20),4.000000
(557_490_19_21),0.573223
(557_490_2_4),4.000000
(557_490_20_22),4.000000
(557_490_21_23),3.748791
(557_490_22_24),4.000000
(557_490_23_25),1.556709
(557_490_24_26),3.938464
(557_490_25_27),4.000000
(557_490_26_28),7.987707
(557_490_27_29),3.997472
(557_490_28_30),7.999881
(557_490_29_31),3.984416
(557_490_30_32),8.000000
(557_490_31_33),10.317685
(557_490_33_35),5.012074
(557_490_34_36),8.000000
(557_490_36_38),10.375459
(557_490_38_40),7.814221
(557_490_39_41),8.000000
(557_490_4_6),4.636460
(557_490_5_7),7.999309
(557_490_6_8),4.000000
(557_559_13_16),4.000000
(557_559_17_20),4.000000
(557_559_19_22),3.426713
(557_559_23_26),4.000000
(557_559_25_28),8.000000
(557_559_31_34),12.000000
(557_559_33_36),9.844648
(557_559_34_37),5.619133
(557_559_36_39),7.998919
(557_559_5_8),0.000000
(557_559_8_11),1.491889
(558_12_11_12),4.000000
(558_491_1_3),3.686489
(558_491_13_15),4.000000
(558_491_15_17),2.277466
(558_491_26_28),4.000000
(558_491_27_29),8.000000
(558_491_6_8),4.000000
(558_561_2_4),4.000000
(559_13_11_12),1.491889
(559_13_8_9),6.508021
(559_559_13_14),1.491889
(559_562_16_19),6.122772
(559_562_2_5),3.999788
(559_562_20_23),4.000000
(559_562_8_11),0.000000
(559_566_1_3),4.000000
(559_566_13_15),2.508111
(559_566_16_18),4.000000
(559_566_18_20),2.277466
(559_566_22_24),3.426713
(559_566_26_28),4.000000
(559_566_28_30),4.000000
(559_566_30_32),8.000000
(559_566_34_36),8.000000
(559_566_36_38),5.844649
(559_566_37_39),7.380175
(559_566_39_41),8.000000
(559_566_4_6),5.152279
(559_631_14_17),1.491889
(559_631_29_32),8.775772
(56_602_12_13),3.994910
(560_14_10_11),1.722534
(560_14_11_12),2.277466
(560_495_18_19),4.000000
(560_553_2_4),3.999819
(560_558_13_15),2.277466
(560_558_24_26),4.000000
(560_558_25_27),9.884390
(560_558_4_6),4.000000
(560_558_9_11),4.000000
(560_561_1_3),6.689054
(560_561_13_15),1.722534
(560_561_15_17),0.000000
(560_561_16_18),4.000000
(560_561_17_19),1.531096
(560_561_18_20),4.000000
(560_561_19_21),4.000000
(560_561_20_22),4.000000
(560_561_22_24),8.000000
(560_561_23_25),3.999819
(560_561_26_28),3.999862
(560_561_28_30),4.000000
(560_561_37_39),3.997595
(560_561_5_7),4.000000
(560_561_8_10),4.000000
(560_561_9_11),4.000000
(561_15_10_11),0.000000
(561_15_11_12),4.000000
(561_492_13_15),0.000000
(561_492_15_17),1.722534
(561_492_17_19),0.000000
(561_492_21_23),4.000000
(561_492_24_26),8.000000
(561_492_28_30),3.999862
(561_492_30_32),4.000000
(561_492_39_41),3.997595
(561_492_4_6),4.000000
(561_492_7_9),4.000000
(561_494_1_2),3.556947
(561_494_13_14),4.000000
(561_494_18_19),4.000000
(561_494_19_20),0.000000
(561_494_20_21),4.000000
(561_494_22_23),5.273448
(561_494_25_26),6.468723
(561_494_3_4),2.689757
(562_16_10_11),3.995063
(562_16_11_12),0.000000
(562_493_13_14),3.995063
(562_493_5_6),3.999788
(562_562_13_14),0.000000
(562_567_1_2),3.999992
(562_567_10_11),4.000000
(562_567_14_15),0.000000
(562_567_15_16),1.309921
(562_567_16_17),0.000000
(562_567_18_19),1.722534
(562_567_19_20),4.000000
(562_567_2_3),0.000000
(562_567_20_21),0.000000
(562_567_23_24),6.056733
(562_567_24_25),4.000000
(562_567_27_28),8.000000
(562_567_30_31),4.000000
(562_567_31_32),7.999862
(562_567_33_34),5.915107
(562_567_42_43),3.997595
(562_567_7_8),4.000000
(563_17_11_12),1.309921
(563_17_6_7),2.689757
(563_562_28_30),8.000000
(563_564_1_3),0.731030
(563_564_13_15),9.720834
(563_564_15_17),0.000000
(563_564_16_18),4.000000
(563_564_18_20),0.000000
(563_564_19_21),0.000000
(563_564_2_4),4.000000
(563_564_20_22),4.000000
(563_564_21_23),2.726552
(563_564_22_24),4.000000
(563_564_23_25),4.000000
(563_564_24_26),4.000000
(563_564_3_5),0.000000
(563_564_31_33),8.000000
(563_564_33_35),4.000000
(563_564_35_37),4.000000
(563_564_38_40),4.000000
(563_564_6_8),0.000000
(563_564_8_10),3.999152
(563_564_9_11),0.000000
(564_18_11_12),0.000000
(564_564_13_14),4.000000
(564_565_1_2),3.985491
(564_565_10_11),3.999152
(564_565_13_14),0.000000
(564_565_14_15),8.000000
(564_565_15_16),9.720834
(564_565_16_17),3.995063
(564_565_17_18),0.000000
(564_565_18_19),4.000000
(564_565_20_21),0.000000
(564_565_21_22),0.375239
(564_565_22_23),8.000000
(564_565_23_24),2.726552
(564_565_24_25),7.999485
(564_565_25_26),7.999701
(564_565_26_27),4.000000
(564_565_3_4),0.731030
(564_565_33_34),8.000000
(564_565_35_36),4.000000
(564_565_37_38),8.000000
(564_565_40_41),4.000000
(564_565_5_6),0.000000
(564_565_8_9),0.000000
(565_19_11_12),3.999152
(565_568_2_4),3.998392
(565_568_25_27),4.000000
(565_568_27_29),4.000000
(565_568_34_36),4.000000
(565_568_38_40),4.000000
(565_568_4_6),0.731030
(565_568_41_43),4.000000
(565_568_9_11),0.000000
(565_569_1_4),4.000000
(565_569_13_16),3.999152
(565_569_14_17),0.000000
(565_569_15_18),4.000000
(565_569_16_19),2.689757
(565_569_17_20),3.995063
(565_569_18_21),0.000000
(565_569_19_22),4.000000
(565_569_2_5),7.985491
(565_569_21_24),7.624762
(565_569_22_25),0.375239
(565_569_23_26),8.000000
(565_569_24_27),0.000000
(565_569_26_29),7.999701
(565_569_29_32),4.000000
(565_569_31_34),6.468904
(565_569_36_39),4.000000
(565_569_38_41),8.000000
(565_569_40_43),3.999949
(565_569_42_45),4.000000
(565_569_45_48),4.000000
(565_569_6_9),0.000000
(566_20_10_11),2.630683
(566_20_11_12),1.368694
(566_500_1_3),2.469947
(566_500_13_15),2.630683
(566_500_14_16),1.368694
(566_500_15_17),2.508111
(566_500_18_20),4.000000
(566_500_2_4),5.792455
(566_500_20_22),2.277466
(566_500_24_26),3.426713
(566_500_27_29),0.000000
(566_500_28_30),4.000000
(566_500_30_32),4.000000
(566_500_32_34),8.000000
(566_500_36_38),8.000000
(566_500_38_40),3.991079
(566_500_39_41),3.994592
(566_500_41_43),4.000000
(566_500_6_8),5.152279
(566_500_8_10),2.847721
(566_566_13_14),1.368694
(566_567_5_8),1.368694
(567_21_11_12),4.000000
(567_499_1_3),0.000000
(567_499_13_15),4.000000
(567_499_15_17),0.000000
(567_499_16_18),1.309921
(567_499_17_19),0.000000
(567_499_19_21),1.722534
(567_499_2_4),3.999992
(567_499_20_22),4.000000
(567_499_21_23),4.000000
(567_499_24_26),6.056733
(567_499_25_27),4.000000
(567_499_28_30),4.000000
(567_499_3_5),0.000000
(567_499_31_33),4.000000
(567_499_32_34),3.999862
(567_499_34_36),4.000000
(567_499_43_45),3.997595
(567_499_8_10),4.000000
(567_566_2_5),1.368694
(567_566_7_10),2.630683
(567_566_8_11),1.368694
(568_22_10_11),3.999788
(568_22_11_12),0.000000
(568_533_1_2),10.582277
(568_533_13_14),0.000000
(568_533_4_5),3.998392
(568_565_27_29),4.000000
(568_565_36_38),8.000000
(568_565_40_42),4.000000
(568_565_43_45),4.000000
(568_574_13_15),3.999788
(568_574_5_7),3.268970
(568_574_6_8),0.731030
(569_23_11_12),4.000000
(569_23_9_10),0.000000
(569_532_28_29),4.000000
(569_565_37_40),3.999949
(569_569_13_14),4.000000
(569_570_22_25),4.000000
(569_570_34_37),6.468904
(569_572_1_5),0.000000
(569_572_13_17),0.000000
(569_572_14_18),4.000000
(569_572_15_19),0.000000
