arc_id,agent_index
(437_556_3_6),
(437_556_40_43),116;773;1273;
(437_556_41_44),165;778;1276;
(437_556_42_45),174;783;1288;
(437_556_43_46),157;787;1272;
(437_556_44_47),163;791;1274;1599;
(437_556_45_48),172;795;1159;
(437_556_46_49),177;798;1155;
(437_556_47_50),185;803;1157;1606;
(437_556_48_51),196;808;1609;
(437_556_49_52),207;811;
(437_556_50_53),213;817;
(437_556_51_54),217;821;
(437_556_52_55),220;824;
(437_556_53_56),224;840;
(437_556_54_57),227;842;
(437_556_55_58),230;845;
(437_556_5_8),308;770;
(437_556_6_9),989;
(437_556_7_10),306;
(437_556_8_11),708;
(437_556_9_12),775;993;
(438_437_12_16),967;
(438_437_13_17),49;
(438_437_14_18),42;
(438_437_16_20),371;963;
(438_437_17_21),57;
(438_437_18_22),47;
(438_437_19_23),60;
(438_437_20_24),40;
(438_437_21_25),41;299;
(438_437_22_26),80;
(438_437_23_27),162;
(438_437_24_28),37;278;
(438_437_25_29),64;866;
(438_437_26_30),85;398;
(438_437_27_31),161;402;747;
(438_437_28_32),885;
(438_437_29_33),165;740;
(438_437_30_34),175;746;
(438_437_31_35),178;751;
(438_437_32_36),754;
(438_437_33_37),756;
(438_437_34_38),759;1287;
(438_437_35_39),768;
(438_437_36_40),773;
(438_437_37_41),165;778;1276;
(438_437_38_42),174;783;1288;
(438_437_39_43),787;1272;
(438_437_40_44),163;791;
(438_437_41_45),172;795;1159;
(438_437_42_46),177;798;1155;
(438_437_43_47),185;803;1157;
(438_437_44_48),196;
(438_437_45_49),207;811;
(438_437_46_50),213;
(438_437_47_51),217;
(438_437_48_52),220;
(438_437_49_53),224;
(438_437_50_54),227;842;
(438_437_51_55),230;
(438_437_8_12),
(438_439_19_21),162;
(438_439_20_22),537;
(438_439_23_25),606;
(438_439_24_26),607;1348;
(438_439_25_27),165;609;1409;
(438_439_26_28),175;611;746;
(438_439_27_29),615;
(438_439_28_30),617;
(438_439_29_31),555;
(438_439_30_32),623;759;
(438_439_31_33),628;
(438_439_32_34),773;
(438_439_34_36),619;
(438_439_36_38),614;
(438_439_38_40),660;
(438_439_39_41),675;
(438_439_40_42),622;
(438_439_43_45),683;
(438_439_44_46),669;
(438_439_45_47),667;
(438_439_46_48),689;
(438_439_47_49),692;
(438_439_4_6),511;
(438_439_50_52),687;
(438_439_51_53),690;
(438_439_5_7),855;
(438_535_24_31),174;
(438_535_27_34),172;
(438_535_28_35),177;
(438_535_29_36),185;
(438_535_30_37),196;
(438_535_31_38),207;
(438_536_24_26),1483;
(438_536_26_28),1559;
(438_536_31_33),1548;
(438_536_38_40),1407;
(438_536_44_46),1470;
(438_540_11_13),537;
(438_540_12_14),606;760;
(438_540_15_17),746;
(438_540_16_18),885;
(438_540_20_22),180;
(438_540_38_40),1639;
(438_540_4_6),190;
(439_438_10_12),967;
(439_438_11_13),49;
(439_438_12_14),42;
(439_438_13_15),746;
(439_438_15_17),57;
(439_438_16_18),47;
(439_438_17_19),60;
(439_438_18_20),40;
(439_438_19_21),299;
(439_438_20_22),80;
(439_438_21_23),162;
(439_438_22_24),174;
(439_438_23_25),165;866;
(439_438_25_27),172;402;747;
(439_438_27_29),165;740;
(439_438_28_30),175;746;
(439_438_29_31),207;751;
(439_438_2_4),190;
(439_438_30_32),754;
(439_438_32_34),759;1287;
(439_438_34_36),773;
(439_438_35_37),1276;
(439_438_36_38),1288;
(439_438_37_39),1272;
(439_438_6_8),
(439_439_10_11),49;
(439_439_13_14),59;
(439_439_14_15),186;
(439_439_15_16),186;
(439_439_16_17),60;
(439_439_22_23),866;
(439_439_3_4),
(439_439_4_5),
(439_439_5_6),766;
(439_440_15_17),877;
(439_440_18_20),174;
(439_440_22_24),537;
(439_440_23_25),564;
(439_440_24_26),528;
(439_440_25_27),606;
(439_440_26_28),607;1348;
(439_440_27_29),609;1409;
(439_440_28_30),611;
(439_440_29_31),615;
(439_440_30_32),617;
(439_440_31_33),555;
(439_440_32_34),623;
(439_440_33_35),628;
(439_440_34_36),570;
(439_440_36_38),619;
(439_440_38_40),614;
(439_440_39_41),621;
(439_440_40_42),660;1345;
(439_440_41_43),675;
(439_440_42_44),622;
(439_440_43_45),626;
(439_440_44_46),672;
(439_440_45_47),683;
(439_440_46_48),669;
(439_440_47_49),667;
(439_440_48_50),689;
(439_440_49_51),692;
(439_440_50_52),684;
(439_440_51_53),686;
(439_440_52_54),687;
(439_440_53_55),690;
(439_440_5_7),
(439_440_6_8),511;1086;
(439_440_7_9),855;
(439_614_11_13),129;762;981;
(439_614_13_15),965;
(439_614_14_16),59;874;
(439_614_15_17),980;
(439_614_16_18),186;
(439_614_20_22),182;
(439_614_21_23),179;
(439_614_25_27),1292;
(439_614_26_28),159;
(439_614_28_30),769;
(439_614_2_4),309;
(439_614_30_32),856;1628;
(439_614_31_33),858;
(439_614_33_35),860;1626;
(439_614_34_36),870;
(439_614_35_37),865;
(439_614_36_38),868;
(439_614_44_46),1623;
(439_614_6_8),766;
(439_614_8_10),983;
(439_614_9_11),288;879;
(439_615_10_11),602;
(439_615_13_14),597;
(439_615_18_19),597;
(439_615_23_24),1379;
(439_615_24_25),1440;1514;
(439_615_25_26),1574;
(439_615_26_27),1337;1459;
(439_615_27_28),1384;1549;
(439_615_28_29),1445;1519;
(439_615_29_30),1335;1457;
(439_615_30_31),1402;1518;
(439_615_31_32),1453;
(439_615_32_33),1330;1452;
(439_615_34_35),1542;
(439_615_37_38),1343;
(439_615_38_39),1334;
(439_615_41_42),1467;
(439_615_42_43),1544;
(439_615_45_46),1536;
(439_615_6_7),547;
(439_615_7_8),604;1046;
(43_43_10_11),405;
(43_43_11_12),405;
(43_43_12_13),538;
(43_43_13_14),538;
(43_43_14_15),538;
(43_43_15_16),538;
(43_43_17_18),754;
(43_43_18_19),754;
(43_43_19_20),754;
(43_43_28_29),1156;
(43_43_29_30),1156;
(43_43_31_32),1360;
(43_43_32_33),1360;
(43_43_33_34),1360;
(43_43_36_37),1571;
(43_43_37_38),1571;
(43_43_6_7),405;
(43_43_7_8),405;
(43_43_8_9),405;
(43_43_9_10),405;
(43_589_12_13),405;
(43_589_16_17),483;538;
(43_589_20_21),754;
(43_589_30_31),1156;
(43_589_34_35),1360;1420;1447;
(43_589_38_39),1571;1577;
(43_589_8_9),38;
(440_439_10_12),42;
(440_439_11_13),746;965;
(440_439_12_14),874;
(440_439_13_15),57;
(440_439_14_16),47;
(440_439_16_18),40;
(440_439_17_19),299;
(440_439_19_21),179;
(440_439_20_22),174;
(440_439_21_23),165;
(440_439_23_25),172;402;1292;
(440_439_24_26),159;
(440_439_25_27),740;
(440_439_26_28),
(440_439_27_29),751;
(440_439_28_30),754;1628;
(440_439_29_31),858;
(440_439_31_33),860;1626;
(440_439_33_35),865;1276;
(440_439_34_36),868;
(440_439_35_37),1272;
(440_439_6_8),983;
(440_439_7_9),288;
(440_439_8_10),967;
(440_440_21_22),604;
(440_440_28_29),858;
(440_440_32_33),1276;
(440_440_5_6),983;
(440_441_19_21),600;
(440_441_24_26),537;
(440_441_25_27),564;
(440_441_26_28),528;
(440_441_27_29),606;
(440_441_28_30),607;1348;
(440_441_29_31),609;1409;
(440_441_30_32),611;
(440_441_31_33),615;
(440_441_32_34),617;
(440_441_33_35),555;
(440_441_34_36),623;
(440_441_35_37),628;
(440_441_38_40),619;
(440_441_39_41),1408;
(440_441_40_42),614;
(440_441_41_43),621;
(440_441_42_44),660;1345;
(440_441_43_45),675;
(440_441_44_46),677;
(440_441_46_48),672;
(440_441_47_49),683;
(440_441_48_50),685;
(440_441_49_51),667;
(440_441_50_52),689;
(440_441_51_53),692;
(440_441_52_54),684;
(440_441_53_55),686;
(440_441_54_56),687;
(440_441_55_57),690;
(440_441_8_10),511;
(440_441_9_11),855;
(440_612_17_19),877;
(440_612_22_24),604;
(440_612_25_27),1177;
(440_612_2_4),988;
(440_612_31_33),1643;
(440_612_34_36),624;
(440_612_36_38),570;
(440_612_44_46),622;
(440_612_45_47),626;
(440_612_48_50),669;
(440_612_5_7),302;764;
(440_612_7_9),
(440_612_8_10),303;765;1086;
(440_613_12_13),655;
(440_613_22_23),1652;
(440_613_23_24),1377;
(440_613_24_25),1438;1512;
(440_613_26_27),1382;1517;
(440_613_27_28),1443;
(440_613_28_29),
(440_613_29_30),1404;1577;
(440_613_31_32),1516;
(440_613_32_33),1444;1547;
(440_613_33_34),1570;
(440_613_34_35),1455;
(440_613_37_38),1331;
(440_613_38_39),624;
(440_613_40_41),1400;
(440_613_41_42),632;1336;1466;
(440_613_42_43),1346;1554;
(440_613_44_45),1469;1699;
(440_613_45_46),1557;
(440_613_6_7),773;
(440_613_9_10),1091;
(441_426_23_27),1422;
(441_426_26_30),1421;
(441_426_2_6),524;
(441_426_33_37),645;
(441_440_14_16),40;
(441_440_17_19),179;
(441_440_19_21),165;
(441_440_21_23),172;402;
(441_440_22_24),159;
(441_440_23_25),740;
(441_440_24_26),
(441_440_25_27),751;
(441_440_26_28),754;1628;
(441_440_29_31),860;1626;
(441_440_31_33),865;
(441_440_32_34),868;
(441_440_33_35),1272;
(441_440_42_44),677;
(441_440_5_7),288;
(441_440_6_8),967;
(441_440_9_11),746;965;
(441_441_22_23),751;
(441_441_23_24),751;
(441_441_24_25),751;
(441_441_36_37),1348;
(441_441_39_40),1333;
(441_441_41_42),1555;
(441_591_10_12),511;
(441_591_22_24),1361;
(441_591_23_25),1568;
(441_591_25_27),1360;1495;
(441_591_26_28),1567;
(441_591_30_32),1571;
(441_591_31_33),1409;
(441_591_32_34),1498;
(441_591_37_39),1348;
(441_591_40_42),1333;1465;
(441_591_41_43),1408;
(441_591_42_44),1555;
(441_591_43_45),1546;
(441_591_44_46),1345;
(441_596_10_11),401;637;1064;
(441_596_11_12),855;
(441_596_12_13),167;516;
(441_596_18_19),516;1061;
(441_596_19_20),605;
(441_596_20_21),532;
(441_596_21_22),600;
(441_596_22_23),515;
(441_596_23_24),634;
(441_596_24_25),635;1275;
(441_596_25_26),529;
(441_596_26_27),537;
(441_596_27_28),564;1701;
(441_596_28_29),528;
(441_596_29_30),606;864;
(441_596_30_31),607;652;1348;
(441_596_31_32),609;
(441_596_32_33),611;
(441_596_33_34),615;
(441_596_34_35),617;
(441_596_35_36),555;
(441_596_36_37),623;
(441_596_37_38),628;
(441_596_38_39),616;
(441_596_39_40),638;
(441_596_3_4),44;867;
(441_596_40_41),619;
(441_596_41_42),645;
(441_596_42_43),614;
(441_596_43_44),621;
(441_596_44_45),660;
(441_596_45_46),675;
(441_596_46_47),677;
(441_596_47_48),668;
(441_596_48_49),672;
(441_596_49_50),683;
(441_596_4_5),1068;
(441_596_50_51),685;
(441_596_51_52),667;
(441_596_52_53),689;
(441_596_53_54),692;
(441_596_54_55),684;
(441_596_55_56),686;
(441_596_56_57),687;
(441_596_57_58),690;
(441_596_6_7),45;
(441_596_7_8),
(447_448_23_27),472;
(448_449_22_25),465;
(448_449_27_30),472;
(448_449_2_5),821;
(448_449_3_6),918;1114;
(448_664_5_8),357;
(448_665_11_12),702;
(448_665_14_15),358;
(448_665_22_23),1234;
(448_665_24_25),1233;
(448_665_4_5),358;
(449_448_2_5),357;
(449_449_2_3),1034;
(449_450_14_16),342;
(449_450_25_27),465;
(449_450_30_32),472;
(449_450_3_5),916;1034;
(449_450_5_7),821;
(449_450_6_8),918;
(449_662_6_9),1114;
(449_663_48_49),1782;
(449_663_4_5),115;356;
(449_663_8_9),1116;
(44_44_10_11),513;862;
(44_44_11_12),513;862;
(44_44_12_13),513;862;
(44_44_13_14),513;862;
(44_44_14_15),513;862;
(44_44_15_16),513;862;
(44_44_16_17),862;
(44_44_17_18),862;
(44_44_18_19),862;
(44_44_19_20),862;
(44_44_28_29),1356;
(44_44_29_30),1356;
(44_44_30_31),1356;
(44_44_31_32),1356;
(44_44_32_33),1356;
(44_44_33_34),1356;
(44_44_37_38),1499;
(44_44_3_4),862;
(44_44_4_5),862;
(44_44_5_6),513;862;
(44_44_6_7),513;862;
(44_44_7_8),513;862;
(44_44_8_9),513;862;
(44_44_9_10),513;862;
(44_590_12_13),402;
(44_590_16_17),513;649;
(44_590_20_21),862;
(44_590_34_35),1356;1419;1441;
(44_590_38_39),1499;1569;
(44_590_8_9),39;
(450_451_15_16),340;
(450_451_16_17),342;
(450_451_5_6),916;1034;
(450_451_7_8),821;
(450_451_8_9),918;
(450_453_12_16),1106;
(450_453_13_17),1111;
(450_508_21_25),359;
(450_508_24_28),450;
(450_508_25_29),457;
(450_508_26_30),471;
(450_508_27_31),465;
(450_508_28_32),448;
(450_508_29_33),455;
(450_508_31_35),469;
(450_508_32_36),472;
(450_508_37_41),474;
(451_450_11_12),1106;
(451_450_12_13),1111;
(451_450_14_15),340;
(451_451_17_18),345;
(451_452_10_12),225;
(451_452_16_18),340;
(451_452_17_19),342;
(451_452_18_20),345;
(451_452_23_25),1329;
(451_452_25_27),1219;
(451_452_27_29),
(451_452_30_32),
(451_452_32_34),1220;
(451_452_33_35),
(451_452_3_5),908;
(451_452_5_7),806;1021;
(451_452_6_8),916;1034;
(451_452_8_10),821;
(451_452_9_11),918;
(451_654_22_24),1224;
(451_654_2_4),349;
(451_654_3_5),462;
(451_654_5_7),344;
(451_655_10_11),1108;
(451_655_11_12),1032;
(451_655_12_13),1057;
(451_655_16_17),844;
(451_655_28_29),
(451_655_31_32),1737;
(451_655_33_34),1734;
(451_655_36_37),1782;
(451_655_49_50),1780;
(451_655_4_5),907;
(451_655_6_7),686;1033;
(451_655_7_8),696;
(451_655_9_10),823;
(452_451_10_12),1057;
(452_451_14_16),844;
(452_451_26_28),
(452_451_29_31),1737;
(452_451_31_33),1734;
(452_451_34_36),1782;
(452_451_4_6),686;
(452_451_9_11),1106;
(452_452_15_16),462;
(452_452_17_18),349;
(452_452_18_19),349;
(452_452_25_26),
(452_452_2_3),1025;
(452_452_3_4),461;688;
(452_452_48_49),1738;
(452_452_49_50),1738;
(452_452_8_9),1035;
(452_525_10_12),821;
(452_525_11_13),231;918;
(452_525_16_18),462;
(452_525_18_20),340;
(452_525_19_21),342;
(452_525_20_22),345;
(452_525_22_24),1223;1676;
(452_525_24_26),468;
(452_525_2_4),107;348;582;
(452_525_3_5),226;1025;
(452_525_4_6),688;
(452_525_5_7),818;
(452_525_7_9),1021;
(452_525_8_10),916;1034;
(452_525_9_11),1035;
(452_652_10_12),111;
(452_652_12_14),225;
(452_652_13_15),117;
(452_652_14_16),339;
(452_652_16_18),234;
(452_652_18_20),695;
(452_652_19_21),349;
(452_652_20_22),357;
(452_652_22_24),845;1767;
(452_652_23_25),1787;
(452_652_25_27),895;1329;
(452_652_26_28),1039;
(452_652_27_29),1219;1788;
(452_652_28_30),
(452_652_29_31),1105;
(452_652_2_4),810;
(452_652_32_34),1224;
(452_652_34_36),1220;
(452_652_35_37),1231;
(452_652_50_52),1738;
(452_652_5_7),590;908;
(452_652_7_9),806;
(452_652_8_10),592;820;
(452_652_9_11),917;1113;
(452_654_12_13),895;
(452_654_15_16),845;
(452_654_31_32),1738;
(452_654_44_45),1780;
(452_654_4_5),461;
(452_654_5_6),339;
(453_450_17_21),359;
(453_450_20_24),450;
(453_450_21_25),457;
(453_450_22_26),471;
(453_450_24_28),448;
(453_450_25_29),455;
(453_450_27_31),469;
(453_453_18_19),457;
(453_453_19_20),457;
(453_453_20_21),457;
(453_453_21_22),471;
(453_650_10_13),118;
(453_650_13_16),237;
(453_650_14_17),356;
(453_650_26_29),1111;
(453_841_16_17),1106;
(453_841_17_18),1111;
(453_841_5_6),457;
(454_453_15_24),448;
(454_453_18_27),469;
(45_45_11_12),279;
(45_45_13_14),511;
(45_45_14_15),511;
(45_45_15_16),511;605;
(45_45_16_17),740;
(45_45_17_18),740;
(45_45_18_19),740;1076;
(45_45_19_20),740;1076;
(45_45_20_21),1076;
(45_45_21_22),1076;
(45_45_22_23),1076;
(45_45_23_24),1076;
(45_45_28_29),1158;
(45_45_29_30),1158;
(45_45_33_34),1337;
(45_45_35_36),1498;
(45_45_36_37),1498;
(45_45_37_38),1498;
(45_45_6_7),167;
(45_45_7_8),167;
(45_591_12_13),279;
(45_591_16_17),511;532;605;
(45_591_20_21),740;
(45_591_24_25),1076;
(45_591_30_31),1158;1272;
(45_591_34_35),1337;1404;1409;
(45_591_38_39),1498;1570;
(45_591_8_9),43;167;
(46_46_10_11),515;
(46_46_11_12),515;
(46_46_12_13),515;
(46_46_13_14),515;
(46_46_14_15),515;856;
(46_46_15_16),515;856;
(46_46_16_17),856;
(46_46_17_18),856;
(46_46_18_19),856;
(46_46_19_20),856;
(46_46_29_30),1271;
(46_46_32_33),1438;
(46_46_33_34),1438;
(46_46_34_35),1493;
(46_46_35_36),1493;
(46_46_36_37),1493;
(46_46_37_38),1493;
(46_46_5_6),40;515;
(46_46_6_7),40;515;
(46_46_7_8),40;515;
(46_46_8_9),515;
(46_46_9_10),515;
(46_592_12_13),400;
(46_592_16_17),515;634;
(46_592_20_21),856;
(46_592_30_31),1271;
(46_592_34_35),1358;1438;
(46_592_38_39),1493;1550;
(46_592_8_9),40;
(471_471_26_27),1103;
(471_471_27_28),1103;
(471_472_28_31),1103;
(471_816_18_19),1103;
(472_473_18_20),673;
(472_473_26_28),1097;
(472_473_31_33),1103;
(472_813_11_13),896;
(472_813_12_14),674;
(472_813_13_15),1102;
(472_813_14_16),1098;
(472_813_15_17),1022;
(472_813_21_23),1026;
(472_813_26_28),1538;
(472_813_7_9),892;
(473_473_29_30),1098;
(473_474_18_21),674;
(473_474_20_23),673;
(473_475_22_25),891;
(473_475_26_29),1026;
(473_475_28_31),1097;
(473_475_30_33),1098;
(473_475_32_35),1102;
(473_475_33_36),1103;
(473_813_18_19),891;
(474_473_29_32),1102;
(474_538_18_21),669;
(474_538_21_24),674;
(474_538_22_25),896;
(474_538_23_26),673;
(474_701_10_11),669;
(474_701_36_37),1476;
(474_706_26_28),1022;
(475_476_25_27),891;
(475_476_29_31),1026;
(475_476_31_33),1097;
(475_476_33_35),1098;
(475_476_35_37),1102;
(475_476_36_38),1103;1312;
(475_476_37_39),1218;
(475_476_38_40),1106;
(475_476_39_41),1108;
(475_476_41_43),1322;
(475_706_12_15),683;
(475_706_16_19),220;
(475_706_25_28),1663;
(475_706_5_8),1009;
(475_707_22_23),986;
(476_475_35_37),1218;
(476_475_37_39),1108;
(476_475_39_41),1322;
(476_476_25_26),680;
(476_476_35_36),1057;
(476_476_36_37),1108;
(476_476_38_39),1322;
(476_477_10_13),210;
(476_477_13_16),212;
(476_477_14_17),343;
(476_477_18_21),666;
(476_477_19_22),223;
(476_477_21_24),672;
(476_477_22_25),811;
(476_477_24_27),676;
(476_477_25_28),848;
(476_477_26_29),680;986;
(476_477_27_30),684;891;990;
(476_477_28_31),900;
(476_477_31_34),1026;
(476_477_32_35),1028;
(476_477_33_36),1097;
(476_477_35_38),1098;1208;
(476_477_36_39),1057;
(476_477_37_40),1102;
(476_477_38_41),1103;1312;
(476_477_39_42),1218;
(476_477_40_43),1106;
(476_477_41_44),1108;1325;
(476_477_43_46),1322;
(476_477_5_8),566;
(476_705_26_28),1313;
(476_705_5_7),91;
(476_707_11_12),666;
(476_707_13_14),891;
(476_707_14_15),1002;
(476_707_41_42),1774;
(476_707_8_9),1006;
(477_476_10_13),891;
(477_476_11_14),1002;
(477_476_38_41),1774;
(477_476_5_8),1006;
(477_476_8_11),666;
(477_477_20_21),685;
(477_477_24_25),224;
(477_477_25_26),227;627;
(477_477_26_27),813;
(477_477_27_28),1539;
(477_477_29_30),1541;
(477_477_30_31),1541;1666;
(477_477_33_34),1203;
(477_477_34_35),1203;
(477_477_42_43),1324;
(477_478_10_12),569;
(477_478_12_14),802;1014;
(477_478_13_15),902;
(477_478_14_16),102;
(477_478_15_17),213;
(477_478_17_19),104;
(477_478_19_21),578;
(477_478_21_23),685;
(477_478_22_24),626;
(477_478_23_25),803;1535;
(477_478_24_26),672;
(477_478_25_27),224;811;
(477_478_26_28),227;627;1534;1664;
(477_478_27_29),676;813;
(477_478_28_30),679;1539;
(477_478_29_31),680;1662;
(477_478_30_32),684;
(477_478_31_33),696;1541;1666;
(477_478_34_36),1482;
(477_478_35_37),1616;
(477_478_3_5),88;791;
(477_478_45_47),1665;
(477_478_4_6),207;890;
(477_478_6_8),568;795;
(477_478_9_11),565;798;
(477_503_10_11),
(477_503_11_12),211;570;
(477_503_13_14),210;
(477_503_16_17),212;
(477_503_20_21),214;
(477_503_21_22),666;
(477_503_22_23),223;
(477_503_27_28),1025;
(477_503_28_29),848;982;
(477_503_29_30),986;
(477_503_30_31),891;990;
(477_503_31_32),900;971;
(477_503_32_33),977;
(477_503_33_34),1018;
(477_503_34_35),1026;1314;
(477_503_35_36),1028;1203;
(477_503_36_37),1097;
(477_503_38_39),1098;1208;
(477_503_39_40),1057;1215;
(477_503_40_41),1102;
(477_503_41_42),1103;1312;
(477_503_42_43),1218;
(477_503_43_44),1106;1324;
(477_503_44_45),1108;1325;
(477_503_46_47),1322;
(477_503_8_9),566;
(477_504_15_16),338;
(477_504_17_18),343;997;
(477_504_23_24),424;
(477_504_25_26),305;
(477_504_26_27),
(477_504_30_31),420;
(477_504_31_32),418;1764;
(477_504_32_33),421;
(477_504_33_34),296;
(477_504_36_37),294;
(477_504_37_38),1759;
(477_504_38_39),417;
(477_504_39_40),400;1748;
(477_504_40_41),1741;
(477_504_43_44),1747;
(477_504_5_6),327;
(478_477_15_17),997;
(478_477_21_23),424;
(478_477_23_25),305;
(478_477_24_26),
(478_477_26_28),982;
(478_477_28_30),420;
(478_477_29_31),418;971;1764;
(478_477_30_32),421;977;
(478_477_31_33),296;
(478_477_34_36),294;
(478_477_35_37),1759;
(478_477_36_38),417;
(478_477_37_39),400;1748;
(478_477_38_40),1741;
(478_477_3_5),327;1006;
(478_477_41_43),1747;
(478_477_9_11),1002;
(478_478_14_15),387;
(478_478_27_28),1082;
(478_478_29_30),977;
(478_479_13_16),91;
(478_479_16_19),102;
(478_479_17_20),213;
(478_479_19_22),104;
(478_479_21_24),578;
(478_479_23_26),685;
(478_479_24_27),626;
(478_479_25_28),803;1535;
(478_479_26_29),672;
(478_479_27_30),224;811;
(478_479_28_31),227;627;
(478_479_29_32),676;813;
(478_479_30_33),679;
(478_479_31_34),680;
(478_479_32_35),684;
(478_479_33_36),696;1666;
(478_479_3_6),561;
(478_479_47_50),1665;
(478_633_10_12),207;
(478_633_15_17),387;
(478_633_17_19),446;
(478_633_24_26),1310;
(478_633_28_30),1082;
(478_633_30_32),1083;
(478_633_32_34),1009;1202;
(478_633_33_35),1014;
(478_633_35_37),1022;1313;
(478_633_36_38),1078;
(478_633_38_40),1043;
(478_633_47_49),1673;
(478_703_10_11),387;621;
(478_703_11_12),565;798;
(478_703_12_13),569;
(478_703_14_15),802;1014;
(478_703_15_16),902;
(478_703_23_24),1202;1397;1533;
(478_703_24_25),1585;
(478_703_26_27),1532;
(478_703_28_29),1534;1664;
(478_703_30_31),1539;
(478_703_31_32),1662;
(478_703_33_34),1541;
(478_703_36_37),1482;
(478_703_37_38),1616;
(478_703_3_4),86;
(478_703_4_5),446;667;
(478_703_5_6),88;791;
(478_703_6_7),207;890;
(478_703_7_8),888;
(478_703_8_9),568;795;
(479_478_12_15),997;
(479_478_18_21),424;
(479_478_20_23),305;
(479_478_25_28),420;
(479_478_26_29),418;971;1764;
(479_478_27_30),421;
(479_478_28_31),296;
(479_478_29_32),1009;
(479_478_31_34),294;
(479_478_32_35),1759;
(479_478_33_36),417;
(479_478_34_37),400;1748;
(479_478_35_38),1043;1741;
(479_478_38_41),1747;
(479_478_6_9),1002;
(479_479_17_18),424;
(479_479_22_23),902;
(479_479_23_24),420;
(479_479_24_25),420;
(479_479_26_27),421;
(479_479_27_28),1056;
(479_479_30_31),1084;
(479_479_31_32),1087;
(479_479_32_33),959;
(479_479_33_34),400;959;
(479_479_34_35),961;
(479_479_35_36),1062;
(479_479_36_37),1062;
(479_479_37_38),1062;
(479_479_38_39),1062;
(479_479_39_40),1065;
(479_479_40_41),1067;
(479_479_41_42),1073;1180;
(479_479_42_43),1073;1180;
(479_479_43_44),1091;
(479_479_44_45),1091;1285;
(479_479_45_46),1091;1285;
(479_479_46_47),1091;1285;
(479_480_10_11),86;
(479_480_16_17),91;
(479_480_19_20),102;
(479_480_20_21),213;
(479_480_22_23),104;
(479_480_23_24),902;
(479_480_24_25),578;
(479_480_26_27),685;
(479_480_27_28),626;
(479_480_28_29),803;1535;
(479_480_29_30),672;
(479_480_30_31),224;811;
(479_480_31_32),227;627;
(479_480_32_33),676;813;
(479_480_33_34),679;
(479_480_34_35),680;
(479_480_35_36),684;
(479_480_36_37),696;1666;
(479_480_44_45),1662;
(479_480_47_48),1627;
(479_480_50_51),1665;
(479_480_6_7),561;
(479_480_9_10),787;
(479_629_28_30),876;1056;
(479_629_29_31),978;
(479_629_31_33),884;1084;
(479_629_32_34),414;1087;1306;
(479_629_34_36),959;1649;
(479_629_35_37),961;
(479_629_38_40),1069;
(479_629_39_41),1062;
(479_629_40_42),1065;
(479_629_41_43),1067;1175;
(479_629_42_44),1069;
(479_629_43_45),1073;1180;
(479_629_46_48),1284;
(479_629_47_49),1091;1285;
(479_693_10_11),440;
(479_693_11_12),786;
(479_693_16_17),990;
(479_693_20_21),971;
(479_693_23_24),1394;1529;
(479_693_24_25),1583;
(479_693_26_27),1528;
(479_693_27_28),1306;1582;
(479_693_30_31),1531;
(479_693_35_36),1475;
(479_693_38_39),1608;
(479_693_4_5),443;663;
(479_693_7_8),662;884;
(47_47_11_12),526;
(47_47_12_13),526;
(47_47_13_14),526;
(47_47_14_15),526;830;1092;
(47_47_15_16),526;657;830;1092;
(47_47_16_17),830;1092;
(47_47_17_18),830;1092;
(47_47_18_19),830;1092;
(47_47_19_20),830;1092;
(47_47_20_21),1092;
(47_47_21_22),1092;
(47_47_22_23),1092;
(47_47_23_24),1092;
(47_47_26_27),1281;
(47_47_27_28),1281;
(47_47_28_29),1281;
(47_47_29_30),1281;
(47_47_33_34),1383;
(47_47_6_7),169;
(47_47_7_8),169;
(47_593_12_13),404;
(47_593_16_17),481;526;657;
(47_593_20_21),830;
(47_593_24_25),1092;
(47_593_30_31),1281;
(47_593_34_35),1383;1424;
(47_593_8_9),169;
(480_479_11_12),997;
(480_479_15_16),990;
(480_479_16_17),424;
(480_479_19_20),305;971;
(480_479_22_23),420;
(480_479_25_26),418;1764;
(480_479_26_27),1306;
(480_479_27_28),296;
(480_479_28_29),978;
(480_479_29_30),1084;
(480_479_30_31),294;
(480_479_31_32),414;959;1759;
(480_479_32_33),400;
(480_479_33_34),961;1649;1748;
(480_479_34_35),1043;1741;
(480_479_37_38),1069;1747;
(480_479_38_39),1065;
(480_479_39_40),1067;
(480_479_40_41),1073;1175;
(480_479_42_43),1091;
(480_479_43_44),1285;
(480_479_45_46),1284;
(480_479_5_6),1002;
(480_481_10_11),787;
(480_481_21_22),213;
(480_481_25_26),578;
(480_481_27_28),1393;
(480_481_29_30),1535;
(480_481_31_32),224;
(480_481_32_33),227;627;
(480_481_33_34),676;1471;
(480_481_34_35),679;
(480_481_35_36),680;1664;
(480_481_7_8),556;
(480_484_11_13),86;
(480_484_15_17),88;
(480_484_17_19),91;
(480_484_20_22),102;
(480_484_23_25),104;
(480_484_24_26),621;786;
(480_484_26_28),622;
(480_484_27_29),685;
(480_484_28_30),626;802;
(480_484_29_31),803;
(480_484_30_32),672;
(480_484_31_33),811;
(480_484_32_34),809;
(480_484_33_35),813;
(480_484_34_36),888;
(480_484_35_37),1047;
(480_484_36_38),684;896;
(480_484_37_39),696;1077;1666;
(480_484_38_40),1081;
(480_484_39_41),892;
(480_484_45_47),1662;
