agent_id,column_cost,served_pax_group,Path_node_sequence,path_time_sequence
503,33,1549;,1028;574;568;565;564;563;551;549;547;1;547;547;548;552;619;617;612;596;1050;,0;1;3;5;6;8;10;13;15;16;17;18;19;21;24;26;29;32;33;
504,38,1553;,1029;575;574;568;565;564;563;551;5;5;5;551;550;552;619;617;612;595;596;1050;,0;1;4;6;8;9;11;13;14;15;16;17;20;23;26;28;31;34;37;38;
505,34,1628;,1030;576;572;571;632;628;485;626;80;626;624;555;625;554;614;612;596;1050;,0;1;3;6;9;12;13;15;16;17;20;22;23;25;28;30;33;34;
506,39,1562;,1031;577;530;529;531;532;533;498;497;493;492;561;560;14;560;560;550;552;619;617;612;595;596;1050;,0;1;2;4;5;6;7;8;9;10;11;13;15;16;17;18;21;24;27;29;32;35;38;39;
507,40,1630;,1032;578;576;572;571;632;628;82;628;485;626;624;555;625;554;614;612;595;596;1050;,0;1;4;6;9;12;15;16;17;18;20;23;25;26;28;31;33;36;39;40;
508,41,1638;,1033;579;578;576;572;571;501;636;90;636;631;490;557;556;437;554;614;612;595;596;1050;,0;1;5;8;10;13;14;15;16;17;19;20;22;25;28;29;32;34;37;40;41;
509,37,1565;,1034;580;575;574;568;565;564;563;17;563;551;550;552;619;617;612;596;1050;,0;1;5;8;10;12;13;15;16;17;19;22;25;28;30;33;36;37;
510,35,1563;,1035;581;575;528;529;531;532;533;498;497;493;492;561;15;561;560;553;552;435;554;614;612;596;1050;,0;1;4;5;6;7;8;9;10;11;12;13;15;16;17;19;21;23;24;26;29;31;34;35;
511,42,1567;,1036;582;581;575;574;568;565;19;565;564;564;564;563;551;550;552;619;617;595;596;1050;,0;1;5;8;11;13;15;16;17;18;19;20;22;24;27;30;33;35;38;41;42;
512,24,1593;,1037;583;540;438;439;440;441;591;45;45;45;45;591;613;596;1050;,0;1;2;4;6;8;10;12;13;14;15;16;17;20;23;24;
513,26,1610;,1038;584;588;587;592;608;62;608;608;608;613;596;1050;,0;1;6;9;12;15;16;17;18;19;22;25;26;
514,27,1592;,1039;585;401;590;44;44;44;44;44;44;44;44;44;44;44;44;590;589;594;596;1050;,0;1;2;4;5;6;7;8;9;10;11;12;13;14;15;16;17;20;23;26;27;
515,28,1777;,1040;586;585;401;590;589;775;229;229;229;775;775;589;594;596;1050;,0;1;4;5;7;10;13;14;15;16;17;18;21;24;27;28;
516,24,1594;,1041;587;592;46;46;46;46;46;46;46;46;46;46;46;46;592;591;441;596;1050;,0;1;4;5;6;7;8;9;10;11;12;13;14;15;16;17;20;22;23;24;
517,20,1598;,1042;588;587;592;591;441;596;50;50;50;596;441;596;1050;,0;1;4;7;10;12;13;14;15;16;17;18;19;20;
518,21,1614;,1043;589;589;589;594;593;595;612;66;612;596;1050;,0;1;2;3;6;9;12;15;16;17;20;21;
519,22,1596;,1044;590;590;590;589;590;589;594;48;594;594;596;1050;,0;1;2;3;6;9;12;15;16;17;18;21;22;
520,27,1611;,1045;591;592;609;63;63;63;63;63;63;63;63;63;609;608;613;596;1050;,0;1;4;7;8;9;10;11;12;13;14;15;16;17;20;23;26;27;
521,23,1597;,1046;592;592;592;591;613;596;595;49;595;595;595;596;1050;,0;1;2;3;6;9;12;15;16;17;18;19;22;23;
522,28,1612;,1047;593;594;596;613;615;610;64;610;537;608;613;596;1050;,0;1;4;7;10;12;15;16;17;18;21;24;27;28;
523,29,1780;,1048;594;593;429;778;232;232;232;232;232;232;232;232;232;778;778;778;429;593;594;596;1050;,0;1;4;5;7;8;9;10;11;12;13;14;15;16;17;18;19;21;22;25;28;29;
524,25,1781;,1049;595;593;594;427;779;233;233;233;233;233;779;427;594;596;1050;,0;1;4;7;8;11;12;13;14;15;16;17;20;21;24;25;
525,30,1778;,1050;596;441;426;425;775;776;230;230;230;230;776;590;589;594;596;1050;,0;1;2;6;8;9;12;13;14;15;16;17;20;23;26;29;30;
526,21,1615;,1051;597;431;428;429;593;594;596;613;67;613;596;1050;,0;1;3;4;5;6;9;12;15;16;17;20;21;
527,26,1595;,1052;598;599;432;431;593;47;47;47;47;47;47;593;429;593;595;596;1050;,0;1;4;6;9;10;11;12;13;14;15;16;17;18;19;22;25;26;
528,31,1775;,1053;599;597;778;777;424;773;227;773;773;775;589;594;596;1050;,0;1;4;8;11;14;15;16;17;18;21;24;27;30;31;
529,36,1613;,1054;600;605;604;399;609;611;65;65;65;611;610;615;439;440;441;596;595;596;1050;,0;1;4;7;9;10;13;14;15;16;17;20;23;24;26;28;29;32;35;36;
530,27,1589;,1055;601;600;605;604;587;41;41;41;587;592;591;441;596;1050;,0;1;4;7;10;13;14;15;16;17;20;23;25;26;27;
531,32,1681;,1056;602;607;606;403;611;680;679;133;679;610;537;537;608;613;596;1050;,0;1;4;7;8;10;13;15;16;17;20;21;22;25;28;31;32;
532,33,1588;,1057;603;601;394;584;586;40;40;586;585;401;590;589;594;596;1050;,0;1;4;5;10;14;15;16;17;20;21;23;26;29;32;33;
533,22,1593;,1058;604;397;604;399;609;608;592;591;45;591;591;441;596;1050;,0;1;2;3;5;6;9;12;15;16;17;18;20;21;22;
534,38,1587;,1059;605;604;587;585;39;39;39;39;39;39;585;401;401;401;590;589;590;589;594;596;1050;,0;1;4;7;10;11;12;13;14;15;16;17;18;19;20;22;25;28;31;34;37;38;
535,43,1590;,1060;606;604;397;588;42;42;42;42;42;42;42;42;588;588;587;592;590;589;590;589;594;596;1050;,0;1;4;5;8;9;10;11;12;13;14;15;16;17;18;21;24;27;30;33;36;39;42;43;
536,34,1606;,1061;607;606;604;58;58;58;58;58;58;58;58;58;604;604;399;609;592;591;613;596;1050;,0;1;4;7;8;9;10;11;12;13;14;15;16;17;18;20;21;24;27;30;33;34;
537,18,1598;,1062;608;608;608;591;589;594;596;50;596;1050;,0;1;2;3;6;9;12;15;16;17;18;
538,28,1585;,1063;609;399;537;536;438;540;583;37;37;583;540;438;439;440;441;596;1050;,0;1;2;6;9;11;13;14;15;16;17;18;20;22;24;26;27;28;
539,24,1591;,1064;610;537;608;591;589;43;43;43;43;43;589;594;596;1050;,0;1;2;5;8;11;12;13;14;15;16;17;20;23;24;
540,39,1773;,1065;611;609;400;587;585;771;225;225;771;776;775;589;590;589;594;596;1050;,0;1;4;7;8;11;14;15;16;17;20;23;26;29;32;35;38;39;
541,44,1599;,1066;612;617;599;597;51;51;51;51;51;51;597;597;778;429;593;594;589;590;589;594;596;1050;,0;1;4;7;10;11;12;13;14;15;16;17;18;22;24;25;28;31;34;37;40;43;44;
542,25,1619;,1067;613;613;615;613;596;595;617;71;617;617;612;596;1050;,0;1;2;4;6;9;12;15;16;17;18;21;24;25;
543,35,1779;,1068;614;612;595;593;429;778;777;231;777;777;779;427;594;589;594;596;1050;,0;1;3;6;9;10;12;15;16;17;18;21;24;25;28;31;34;35;
544,40,1607;,1069;615;610;537;399;604;605;59;59;605;605;604;587;592;590;589;594;596;1050;,0;1;4;5;9;11;14;15;16;17;18;21;24;27;30;33;36;39;40;
545,45,1600;,1070;616;598;52;52;52;52;52;52;52;52;52;52;52;52;52;598;599;432;431;593;594;589;590;589;594;596;1050;,0;1;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;20;22;25;26;29;32;35;38;41;44;45;
546,26,1621;,1071;617;619;552;550;552;619;73;619;617;612;596;1050;,0;1;3;6;9;12;15;16;17;19;22;25;26;
547,36,1622;,1072;618;621;620;74;74;74;74;74;74;74;74;74;74;74;74;620;620;598;599;617;595;612;596;1050;,0;1;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20;23;26;29;32;35;36;
548,31,1682;,1073;619;614;439;615;610;679;680;134;680;679;610;615;613;596;1050;,0;1;4;6;7;10;13;15;16;17;19;22;25;27;30;31;
549,41,1623;,1074;620;621;75;75;75;75;75;75;75;75;75;75;75;75;75;75;621;620;616;598;599;617;595;593;594;596;1050;,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20;22;25;28;31;34;37;40;41;
550,46,1559;,1075;621;618;552;553;496;556;557;11;11;11;557;556;437;554;622;615;613;591;589;594;596;1050;,0;1;3;6;8;9;10;13;14;15;16;17;20;23;24;28;31;33;36;39;42;45;46;
551,37,1608;,1076;622;615;610;611;403;606;60;60;60;606;403;403;611;609;592;591;613;596;1050;,0;1;4;7;10;12;13;14;15;16;17;18;19;21;24;27;30;33;36;37;
552,42,1677;,1077;623;681;487;488;405;404;675;129;129;129;129;675;606;604;587;592;590;589;594;596;1050;,0;1;4;6;8;9;10;12;13;14;15;16;17;20;23;26;29;32;35;38;41;42;
553,47,1683;,1078;624;623;681;135;135;135;135;135;135;135;135;135;681;679;610;537;537;608;591;589;590;589;594;596;1050;,0;1;4;7;8;9;10;11;12;13;14;15;16;17;20;23;24;25;28;31;34;37;40;43;46;47;
554,33,1629;,1079;625;622;623;627;81;81;81;81;81;81;627;627;623;622;615;613;596;1050;,0;1;4;7;10;11;12;13;14;15;16;17;18;21;24;27;29;32;33;
555,38,1560;,1080;626;630;557;558;12;12;12;12;12;12;12;12;12;558;558;560;550;552;619;617;612;596;1050;,0;1;3;5;7;8;9;10;11;12;13;14;15;16;17;18;20;23;26;29;31;34;37;38;
556,43,1684;,1081;627;486;691;692;682;136;136;136;136;136;136;682;487;535;438;439;440;441;596;595;596;1050;,0;1;3;4;7;10;11;12;13;14;15;16;17;19;22;29;31;33;35;36;39;42;43;
557,48,1694;,1082;628;485;484;480;481;691;692;146;146;146;692;682;488;405;404;403;398;400;587;592;590;589;594;596;1050;,0;1;2;5;7;8;10;13;14;15;16;17;20;21;22;23;26;29;31;32;35;38;41;44;47;48;
558,24,1616;,1083;629;629;484;627;623;622;614;68;614;614;612;596;1050;,0;1;2;4;6;9;12;15;16;17;18;20;23;24;
559,29,1557;,1084;630;630;557;624;556;555;9;555;622;615;613;596;1050;,0;1;2;4;8;12;15;16;17;20;23;25;28;29;
560,39,1564;,1085;631;559;562;16;16;16;16;16;16;16;16;16;562;563;551;550;552;619;617;612;596;1050;,0;1;4;7;8;9;10;11;12;13;14;15;16;17;19;21;24;27;30;32;35;38;39;
561,44,1632;,1086;632;628;485;489;630;84;84;84;84;84;84;84;630;557;556;496;436;435;434;433;432;431;593;595;596;1050;,0;1;4;5;7;9;10;11;12;13;14;15;16;17;19;22;23;24;26;29;31;33;36;37;40;43;44;
562,49,1693;,1087;633;478;479;480;486;691;145;145;145;145;145;145;691;681;679;610;537;608;591;589;590;589;594;596;1050;,0;1;3;6;7;9;10;11;12;13;14;15;16;17;20;23;26;27;30;33;36;39;42;45;48;49;
563,40,1569;,1088;634;502;501;500;566;567;21;21;567;562;563;551;550;552;619;617;612;596;1050;,0;1;3;6;9;11;14;15;16;17;18;20;22;25;28;31;33;36;39;40;
564,45,1561;,1089;635;634;571;631;559;13;559;557;556;496;436;435;434;433;432;431;593;595;596;1050;,0;1;4;8;12;15;16;17;20;23;24;25;27;30;32;34;37;38;41;44;45;
565,30,1556;,1090;636;631;490;557;556;496;436;435;554;8;554;554;614;439;440;441;596;596;1050;,0;1;3;4;6;9;10;11;13;15;16;17;18;21;23;25;27;28;29;30;
566,50,1695;,1091;637;634;635;504;477;478;703;693;147;693;483;481;691;681;679;610;537;608;592;590;589;594;596;1050;,0;1;4;7;8;9;11;12;15;16;17;18;19;21;24;27;30;31;34;37;40;43;46;49;50;
567,36,1631;,1092;638;707;476;477;503;633;629;83;629;484;627;623;622;615;613;596;1050;,0;1;4;5;8;9;12;15;16;17;19;21;24;27;30;32;35;36;
568,41,1633;,1093;639;505;634;502;501;636;631;85;85;85;85;631;490;490;491;558;560;553;552;619;617;612;596;1050;,0;1;2;4;6;9;10;12;13;14;15;16;17;18;19;21;23;25;27;29;32;34;37;40;41;
569,46,1696;,1094;640;635;504;477;478;703;693;694;148;694;692;682;488;680;679;610;615;613;596;595;596;1050;,0;1;4;5;6;8;9;12;15;16;17;20;23;24;26;28;31;34;36;39;42;45;46;
570,51,1705;,1095;641;639;505;505;504;477;478;703;157;157;157;703;693;483;481;691;681;679;610;537;537;608;591;589;594;596;1050;,0;1;4;5;6;9;10;12;13;14;15;16;17;20;21;22;24;27;30;33;34;35;38;41;44;47;50;51;
571,42,1635;,1096;642;642;640;635;504;504;477;503;633;87;633;629;484;627;623;622;615;439;440;612;596;1050;,0;1;2;5;8;9;10;11;12;15;16;17;20;22;24;27;30;33;34;36;38;41;42;
572,47,1566;,1097;643;576;572;572;569;565;564;18;18;564;493;494;495;496;436;435;434;433;432;431;593;595;596;1050;,0;1;3;5;6;10;13;14;15;16;17;19;21;24;26;27;29;32;34;36;39;40;43;46;47;
573,52,1568;,1098;644;637;571;501;500;566;20;20;20;20;566;566;559;557;556;437;554;622;615;613;591;589;594;596;1050;,0;1;4;6;7;10;12;13;14;15;16;17;18;20;23;26;29;30;34;37;39;42;45;48;51;52;
574,43,1571;,1099;645;578;576;572;569;23;23;23;569;499;567;562;563;551;550;552;619;617;612;596;1050;,0;1;4;7;9;13;14;15;16;17;18;20;21;23;25;28;31;34;36;39;42;43;
575,48,1573;,1100;646;644;637;571;25;25;25;25;25;25;25;571;631;490;557;556;555;622;615;613;596;595;596;1050;,0;1;4;7;9;10;11;12;13;14;15;16;17;21;22;24;27;30;33;36;38;41;44;47;48;
576,53,1572;,1101;647;524;524;578;576;572;570;24;24;570;500;500;566;559;557;556;555;622;615;613;591;589;594;596;1050;,0;1;2;3;6;9;11;14;15;16;17;18;19;21;23;26;29;32;35;38;40;43;46;49;52;53;
577,44,1634;,1102;648;641;639;505;634;502;632;86;86;632;636;631;490;557;556;496;553;552;619;617;612;596;1050;,0;1;4;7;8;10;12;14;15;16;17;20;22;23;25;28;29;30;32;35;37;40;43;44;
578,49,1636;,1103;649;642;640;635;634;88;88;88;634;571;631;490;557;556;496;436;435;554;614;612;595;596;1050;,0;1;4;7;10;13;14;15;16;17;21;25;26;28;31;32;33;35;37;40;42;45;48;49;
579,54,1637;,1104;650;648;641;639;505;504;635;89;635;504;477;478;479;480;481;691;681;679;610;537;608;591;589;594;596;1050;,0;1;4;7;10;11;14;15;16;17;18;19;21;24;25;26;28;31;34;37;38;41;44;47;50;53;54;
580,50,1641;,1105;651;649;642;640;639;93;93;93;639;505;634;502;632;628;485;626;624;555;625;554;614;612;595;596;1050;,0;1;4;7;10;13;14;15;16;17;18;20;22;24;27;28;30;33;35;36;38;41;43;46;49;50;
581,45,1576;,1106;652;645;578;577;530;529;531;574;28;574;568;565;564;564;563;551;550;552;619;617;612;596;1050;,0;1;3;6;9;10;12;13;15;16;17;19;21;22;23;25;27;30;33;36;38;41;44;45;
582,55,1575;,1107;653;652;645;578;577;573;27;573;531;532;533;498;497;493;492;561;560;556;555;622;615;613;591;589;594;596;1050;,0;1;4;6;9;12;15;16;17;18;19;20;21;22;23;24;26;28;31;34;37;40;42;45;48;51;54;55;
583,46,1574;,1108;654;452;525;524;578;576;572;26;572;570;500;566;559;491;558;560;553;552;619;617;612;596;1050;,0;1;2;4;7;10;13;15;16;17;20;21;23;25;26;28;30;32;34;37;39;42;45;46;
584,51,1639;,1109;655;653;646;644;637;91;91;91;637;571;631;490;490;557;556;555;622;615;613;596;595;596;1050;,0;1;4;7;10;13;14;15;16;17;19;23;24;25;27;30;33;36;39;41;44;47;50;51;
585,56,1578;,1110;656;579;578;576;30;30;30;30;30;576;572;571;631;490;557;556;555;622;615;613;591;589;594;596;1050;,0;1;4;8;11;12;13;14;15;16;17;19;22;26;27;29;32;35;38;41;43;46;49;52;55;56;
586,47,1577;,1111;657;647;579;580;575;29;29;29;29;575;574;568;565;564;563;551;550;552;619;617;612;596;1050;,0;1;3;5;8;12;13;14;15;16;17;20;22;24;25;27;29;32;35;38;40;43;46;47;
587,52,1579;,1112;658;656;579;580;545;577;31;31;31;577;530;529;531;532;533;498;497;493;562;563;551;550;552;619;617;612;595;596;1050;,0;1;4;7;10;11;13;14;15;16;17;18;20;21;22;23;24;25;26;27;29;31;34;37;40;42;45;48;51;52;
588,57,1646;,1113;659;657;647;645;646;644;98;644;644;637;571;631;490;557;556;555;622;615;613;591;589;594;596;1050;,0;1;4;6;9;12;15;16;17;18;21;23;27;28;30;33;36;39;42;44;47;50;53;56;57;
589,48,1645;,1114;660;656;579;578;643;97;97;97;97;643;576;572;570;500;566;559;557;556;437;554;614;612;596;1050;,0;1;3;6;10;12;13;14;15;16;17;19;21;24;25;27;29;32;35;38;39;42;44;47;48;
590,53,1583;,1115;661;660;582;581;35;35;35;35;581;575;574;568;565;564;563;551;550;552;619;617;612;595;596;1050;,0;1;4;8;12;13;14;15;16;17;20;23;25;27;28;30;32;35;38;41;43;46;49;52;53;
591,58,1580;,1116;662;654;452;652;645;578;32;32;32;32;578;577;530;529;531;532;533;498;497;493;562;563;551;550;552;619;617;595;593;594;596;1050;,0;1;4;5;7;9;12;13;14;15;16;17;20;21;23;24;25;26;27;28;29;30;32;34;37;40;43;45;48;51;54;57;58;
592,49,1648;,1117;663;655;653;646;100;100;100;100;100;100;646;644;637;571;631;490;490;557;556;437;554;614;612;596;1050;,0;1;4;7;10;11;12;13;14;15;16;17;20;23;25;29;30;31;33;36;39;40;43;45;48;49;
593,54,1647;,1118;664;662;654;452;652;645;99;99;99;99;645;578;576;572;571;631;490;557;556;437;554;614;612;595;596;1050;,0;1;4;7;8;10;12;13;14;15;16;17;20;23;25;28;32;33;35;38;41;42;45;47;50;53;54;
594,59,1650;,1119;665;663;655;650;648;102;102;102;648;641;639;505;634;502;632;628;485;626;624;555;625;554;614;612;596;594;596;1050;,0;1;4;7;10;13;14;15;16;17;20;23;24;26;28;30;33;34;36;39;41;42;44;47;49;52;55;58;59;
595,55,1582;,1120;666;510;658;656;579;580;34;34;34;580;575;574;568;565;564;563;551;550;552;619;617;617;612;595;596;1050;,0;1;3;4;7;10;13;14;15;16;17;21;24;26;28;29;31;33;36;39;42;44;45;48;51;54;55;
596,56,1581;,1121;667;509;659;657;647;579;33;33;33;33;33;579;580;545;577;530;529;531;532;533;498;497;493;492;561;560;553;552;619;617;612;595;596;1050;,0;1;3;4;7;9;11;12;13;14;15;16;17;20;21;23;24;26;27;28;29;30;31;32;33;35;37;39;41;44;46;49;52;55;56;
597,52,1649;,1122;668;666;510;658;656;579;647;101;647;524;578;576;572;571;631;490;557;556;437;554;614;612;596;1050;,0;1;4;6;7;10;13;15;16;17;18;21;24;26;29;33;34;36;39;42;43;46;48;51;52;
598,24,1617;,1001;547;548;552;619;614;439;615;69;69;615;439;615;613;596;1050;,1;2;3;5;8;11;13;14;15;16;17;18;19;21;24;25;
599,26,1601;,1002;548;618;616;599;53;53;53;53;53;53;53;599;617;612;596;1050;,1;2;4;6;9;10;11;12;13;14;15;16;17;20;23;26;27;
600,31,1599;,1003;549;547;621;620;598;599;597;51;597;431;428;428;428;428;428;427;594;596;1050;,1;2;4;6;7;9;12;15;16;17;19;20;21;22;23;24;27;28;31;32;
601,22,1614;,1004;550;553;496;436;435;554;614;612;66;612;440;441;596;1050;,1;2;4;5;6;8;10;13;15;16;17;19;21;22;23;
602,33,1618;,1005;551;549;547;621;620;616;70;70;70;70;616;616;433;432;431;593;594;596;1050;,1;2;5;7;9;10;12;13;14;15;16;17;18;21;23;26;27;30;33;34;
603,34,1612;,1006;552;435;554;614;439;615;610;64;64;610;610;537;608;592;591;613;596;1050;,1;2;3;5;8;10;11;14;15;16;17;18;19;22;25;28;31;34;35;
604,25,1624;,1007;553;496;556;555;622;76;76;76;76;76;76;622;615;613;596;1050;,1;2;3;4;7;10;11;12;13;14;15;16;17;20;22;25;26;
605,27,1610;,1008;554;614;439;615;613;608;62;62;62;608;613;440;440;612;596;1050;,1;2;5;7;8;10;13;14;15;16;17;20;21;22;24;27;28;
606,20,1593;,1009;555;555;622;615;613;591;45;45;591;441;596;1050;,1;2;3;6;9;11;14;15;16;17;19;20;21;
607,30,1585;,1010;556;496;436;436;437;438;540;583;37;583;583;540;540;540;438;439;440;441;596;1050;,1;2;3;4;5;8;12;14;15;16;17;18;19;20;21;23;25;27;29;30;31;
608,31,1625;,1011;557;624;623;77;77;77;77;77;77;77;623;622;540;438;439;440;441;596;1050;,1;2;6;9;10;11;12;13;14;15;16;17;20;22;24;26;28;30;31;32;
609,36,1620;,1012;558;560;550;548;552;618;72;618;618;616;433;617;595;593;594;596;1050;,1;2;4;7;10;12;15;16;17;18;20;23;24;27;30;33;36;37;
610,32,1558;,1013;559;491;559;557;624;556;10;556;556;437;438;439;440;441;596;1050;,1;2;3;4;7;11;15;16;17;18;21;25;27;29;31;32;33;
611,37,1626;,1014;560;556;624;78;78;78;78;78;78;78;624;555;555;622;615;613;591;613;596;1050;,1;2;5;9;10;11;12;13;14;15;16;17;19;20;23;26;28;31;34;37;38;
612,33,1555;,1015;561;494;494;495;551;550;553;7;553;496;436;437;438;439;440;441;596;1050;,1;2;3;4;7;10;13;15;16;17;18;19;22;26;28;30;32;33;34;
613,38,1627;,1016;562;559;557;556;555;625;79;625;555;555;622;615;610;537;608;613;596;1050;,1;2;5;8;11;14;15;16;17;18;19;22;25;28;29;32;35;38;39;
614,28,1600;,1017;563;551;549;547;621;620;620;598;52;598;598;599;432;595;596;1050;,1;2;4;7;9;11;12;13;15;16;17;18;21;23;25;28;29;
615,43,1570;,1018;564;565;568;22;22;22;22;22;22;22;22;22;22;22;568;533;498;497;493;494;495;496;436;437;438;439;440;441;596;1050;,1;2;3;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;23;26;28;29;32;36;38;40;42;43;44;
616,34,1554;,1019;565;564;564;563;551;550;550;552;6;552;435;436;437;438;439;440;441;596;1050;,1;2;3;4;6;8;11;12;15;16;17;18;20;23;27;29;31;33;34;35;
617,39,1550;,1020;566;559;491;558;560;550;548;2;548;618;616;433;432;431;428;427;426;441;596;1050;,1;2;4;5;7;9;12;15;16;17;19;21;24;26;29;30;33;34;38;39;40;
618,35,1562;,1021;567;562;492;561;560;14;14;14;14;14;14;14;14;560;495;496;436;437;438;439;440;441;596;1050;,1;2;3;4;6;8;9;10;11;12;13;14;15;16;17;18;20;21;24;28;30;32;34;35;36;
619,40,1559;,1022;568;565;564;563;562;559;557;11;557;624;555;622;615;613;591;613;596;1050;,1;2;4;5;7;9;12;15;16;17;21;23;26;29;31;34;37;40;41;
620,41,1552;,1023;569;499;498;497;493;562;563;551;551;550;4;550;553;496;556;437;436;437;438;439;440;441;596;1050;,1;2;3;4;5;6;7;9;11;12;15;16;17;19;20;21;24;27;30;34;36;38;40;41;42;
621,56,1654;,1024;570;572;576;578;645;652;106;652;645;578;576;572;570;500;566;559;557;556;437;554;614;612;595;596;1050;,1;2;5;7;10;13;15;16;17;19;22;25;27;30;31;33;35;38;41;44;45;48;50;53;56;57;
622,44,1706;,1025;571;632;633;478;703;704;158;158;704;539;483;480;484;627;623;622;614;439;440;441;596;1050;,1;2;5;8;10;11;14;15;16;17;19;22;24;26;28;31;34;37;39;41;43;44;45;
623,49,1707;,1026;572;571;634;635;705;159;705;703;693;483;480;484;627;623;622;540;438;439;440;612;596;1050;,1;2;5;9;12;15;16;17;20;23;24;26;28;30;33;36;38;40;42;44;46;49;50;
624,37,1553;,1027;573;531;532;533;498;497;493;493;494;563;551;5;551;495;496;436;437;438;439;440;441;596;1050;,1;2;3;4;5;6;7;8;9;11;13;15;16;17;20;22;23;26;30;32;34;36;37;38;
625,42,1563;,1028;574;568;565;564;493;492;561;15;15;15;15;561;561;560;553;552;435;554;614;612;440;612;440;613;596;1050;,1;2;4;6;7;9;10;12;13;14;15;16;17;18;20;22;24;25;27;30;32;34;36;38;39;42;43;
626,57,1584;,1029;575;581;582;36;36;36;36;36;36;36;582;581;575;574;568;565;564;564;563;551;550;552;619;617;612;595;596;1050;,1;2;5;9;10;11;12;13;14;15;16;17;21;24;27;29;31;32;33;35;37;40;43;46;48;51;54;57;58;
627,50,1642;,1030;576;643;644;506;639;640;94;94;94;640;635;504;477;478;479;480;484;627;623;622;614;439;440;612;596;1050;,1;2;4;7;9;10;13;14;15;16;17;20;21;22;24;27;28;30;32;35;38;41;43;45;47;50;51;
628,52,1643;,1031;577;578;645;646;641;95;95;641;639;505;504;477;477;478;479;480;481;691;681;679;610;615;613;596;1050;,1;2;5;8;11;14;15;16;17;20;21;24;25;26;28;31;32;33;35;38;41;44;47;49;52;53;
629,38,1633;,1032;578;578;576;572;571;631;85;631;631;490;557;556;437;438;439;440;441;596;1050;,1;2;3;6;8;11;15;16;17;18;19;21;24;27;31;33;35;37;38;39;
630,53,1655;,1033;579;647;645;652;653;107;107;107;107;653;646;644;637;571;632;628;485;626;624;555;622;615;613;596;1050;,1;2;4;7;9;12;13;14;15;16;17;20;23;26;28;31;34;35;37;40;42;45;48;50;53;54;
631,58,1659;,1034;580;579;647;657;111;111;111;111;111;111;111;657;647;524;578;577;530;529;531;532;533;498;497;493;492;561;560;553;552;619;617;612;595;596;1050;,1;2;5;7;9;10;11;12;13;14;15;16;17;19;20;23;26;27;29;30;31;32;33;34;35;36;38;40;42;44;47;49;52;55;58;59;
632,54,1658;,1035;581;580;579;656;110;110;110;110;656;579;578;576;572;571;631;490;557;556;437;554;614;612;596;1050;,1;2;6;9;12;13;14;15;16;17;20;24;27;29;32;36;37;39;42;45;46;49;51;54;55;
633,45,1570;,1036;582;580;575;574;568;22;568;565;564;493;494;495;496;436;435;554;614;612;440;613;596;1050;,1;2;6;10;13;15;16;17;19;20;22;24;27;29;30;32;34;37;39;41;42;45;46;
634,21,1597;,1037;583;540;622;614;612;595;49;49;49;595;595;596;1050;,1;2;3;5;8;10;13;14;15;16;17;18;21;22;
635,24,1594;,1038;584;586;585;587;592;46;592;592;591;441;596;1050;,1;2;6;9;12;15;16;17;18;21;23;24;25;
636,25,1777;,1039;585;401;401;401;401;590;589;589;775;229;775;425;426;441;596;1050;,1;2;3;4;5;6;8;11;12;15;16;17;18;20;24;25;26;
637,29,1778;,1040;586;585;401;402;401;590;776;230;776;775;425;425;426;427;594;596;1050;,1;2;5;6;8;10;12;15;16;17;20;21;22;24;25;26;29;30;
638,17,1598;,1041;587;592;591;441;596;50;50;50;50;50;596;1050;,1;2;5;8;10;11;12;13;14;15;16;17;18;
639,40,1771;,1042;588;586;772;770;769;223;223;769;774;773;424;423;424;425;426;441;596;1050;,1;2;5;8;11;14;15;16;17;20;23;24;27;30;33;35;39;40;41;
640,22,1596;,1043;589;594;48;48;48;48;48;48;48;48;48;48;48;594;427;594;596;1050;,1;2;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;22;23;
641,26,1780;,1044;590;589;594;427;779;778;232;778;429;593;594;596;1050;,1;2;5;8;9;12;15;16;17;19;20;23;26;27;
642,30,1769;,1047;593;429;778;777;767;221;221;221;221;221;767;777;779;427;594;596;1050;,1;2;3;5;8;11;12;13;14;15;16;17;20;23;26;27;30;31;
643,36,1768;,1051;597;778;777;767;766;220;766;767;777;778;429;428;427;594;596;1050;,1;2;6;9;12;15;16;17;20;23;26;28;29;32;33;36;37;
644,27,1781;,1052;598;599;597;778;779;233;779;779;779;779;427;594;596;1050;,1;2;5;8;12;15;16;17;18;19;20;23;24;27;28;
645,46,1774;,1054;600;395;584;586;772;226;226;772;772;772;771;776;775;589;591;589;591;613;596;1050;,1;2;3;7;11;14;15;16;17;18;19;22;25;28;31;34;37;40;43;46;47;
646,42,1586;,1055;601;394;584;38;38;38;38;38;38;38;38;584;588;587;592;591;441;426;441;596;1050;,1;2;3;8;9;10;11;12;13;14;15;16;17;22;25;28;31;33;37;41;42;43;
647,47,1602;,1056;602;600;54;54;54;54;54;54;54;54;54;54;54;600;395;396;397;588;587;592;591;589;591;613;596;1050;,1;2;5;6;7;8;9;10;11;12;13;14;15;16;17;18;21;23;26;29;32;35;38;41;44;47;48;
