agent_id,path_no,path_cost, arc(i.j.t.s), path_arc_incidence, arc_cap(i.j.t.s)
28,4,29.00,65.19.43.44,1,99999.00
28,4,29.00,19.15.44.47,1,10.00
28,4,29.00,15.11.47.53,1,10.00
28,4,29.00,11.3.53.60,1,10.00
28,4,29.00,3.66.60.61,1,99999.00
28,4,29.00,66.3.61.62,1,99999.00
28,4,29.00,3.1.62.66,1,10.00
28,4,29.00,1.2.66.72,1,10.00
28,4,29.00,2.2.72.80,1,99999.00
29,4,25.00,1.3.1.5,1,10.00
29,4,25.00,3.11.5.12,1,10.00
29,4,25.00,11.53.12.13,1,99999.00
29,4,25.00,53.11.13.14,1,99999.00
29,4,25.00,11.15.14.20,1,10.00
29,4,25.00,15.22.20.23,1,10.00
29,4,25.00,22.54.23.24,1,99999.00
29,4,25.00,54.54.24.25,1,99999.00
29,4,25.00,54.22.25.26,1,99999.00
29,4,25.00,22.73.26.27,1,99999.00
29,4,25.00,73.22.27.28,1,99999.00
29,4,25.00,22.15.28.31,1,10.00
29,4,25.00,15.11.31.37,1,10.00
29,4,25.00,11.3.37.44,1,10.00
29,4,25.00,3.74.44.45,1,99999.00
29,4,25.00,74.3.45.46,1,99999.00
29,4,25.00,3.12.46.50,1,10.00
29,4,25.00,12.13.50.53,1,10.00
29,4,25.00,13.13.53.80,1,99999.00
30,4,21.00,2.1.1.7,1,10.00
30,4,21.00,1.3.7.11,1,10.00
30,4,21.00,3.12.11.15,1,10.00
30,4,21.00,12.57.15.16,1,99999.00
30,4,21.00,57.12.16.17,1,99999.00
30,4,21.00,12.13.17.20,1,10.00
30,4,21.00,13.24.20.24,1,10.00
30,4,21.00,24.58.24.25,1,99999.00
30,4,21.00,58.24.25.26,1,99999.00
30,4,21.00,24.81.26.27,1,99999.00
30,4,21.00,81.24.27.28,1,99999.00
30,4,21.00,24.13.28.32,1,10.00
30,4,21.00,13.12.32.35,1,10.00
30,4,21.00,12.3.35.39,1,10.00
30,4,21.00,3.82.39.40,1,99999.00
30,4,21.00,82.3.40.41,1,99999.00
30,4,21.00,3.4.41.45,1,10.00
30,4,21.00,4.31.45.46,1,99999.00
30,4,21.00,31.4.46.47,1,99999.00
30,4,21.00,4.10.47.55,1,10.00
30,4,21.00,10.15.55.61,1,10.00
30,4,21.00,15.22.61.64,1,10.00
30,4,21.00,22.21.64.66,1,10.00
30,4,21.00,21.32.66.67,1,99999.00
30,4,21.00,32.21.67.68,1,99999.00
30,4,21.00,21.23.68.73,1,10.00
30,4,21.00,23.22.73.77,1,10.00
30,4,21.00,22.20.77.82,1,10.00
