pax_id,agent_index
113,112;239;1901;2028;3690;3817;5479;5606;7268;7395;9057;9184;10846;10973;12635;12762;14424;14551;16213;16340;18002;18129;19791;19918;21580;21707;23369;23496;25158;25285;26947;27074;28736;28863;30525;30652;32314;32441;34103;34230;35892;36019;37681;37808;39470;39597;41259;41386;43048;43175;44837;44964;46626;46753;48415;48542;50204;50331;51993;52120;53782;53909;55571;55698;57360;57487;59149;59276;60938;61065;62727;62854;64516;64643;66305;66432;68094;68221;69883;70010;71672;71799;73461;73588;75250;75377;77039;77166;78828;78955;80617;80744;82406;82533;84195;84322;85984;86111;87773;87900;
114,114;230;1903;2019;3692;3808;5481;5597;7270;7386;9059;9175;10848;10964;12637;12753;14426;14542;16215;16331;18004;18120;19793;19909;21582;21698;23371;23487;25160;25276;26949;27065;28738;28854;30527;30643;32316;32432;34105;34221;35894;36010;37683;37799;39472;39588;41261;41377;43050;43166;44839;44955;46628;46744;48417;48533;50206;50322;51995;52111;53784;53900;55573;55689;57362;57478;59151;59267;60940;61056;62729;62845;64518;64634;66307;66423;68096;68212;69885;70001;71674;71790;73463;73579;75252;75368;77041;77157;78830;78946;80619;80735;82408;82524;84197;84313;85986;86102;87775;87891;
115,228;2017;3806;5595;7384;9173;10962;12751;14540;16329;18118;19907;21696;23485;25274;27063;28852;30641;32430;34219;36008;37797;39586;41375;43164;44953;46742;48531;50320;52109;53898;55687;57476;59265;61054;62843;64632;66421;68210;69999;71788;73577;75366;77155;78944;80733;82522;84311;86100;87889;
116,117;1906;3695;5484;7273;9062;10851;12640;14429;16218;18007;19796;21585;23374;25163;26952;28741;30530;32319;34108;35897;37686;39475;41264;43053;44842;46631;48420;50209;51998;53787;55576;57365;59154;60943;62732;64521;66310;68099;69888;71677;73466;75255;77044;78833;80622;82411;84200;85989;87778;
117,115;1904;3693;5482;7271;9060;10849;12638;14427;16216;18005;19794;21583;23372;25161;26950;28739;30528;32317;34106;35895;37684;39473;41262;43051;44840;46629;48418;50207;51996;53785;55574;57363;59152;60941;62730;64519;66308;68097;69886;71675;73464;75253;77042;78831;80620;82409;84198;85987;87776;
118,234;2023;3812;5601;7390;9179;10968;12757;14546;16335;18124;19913;21702;23491;25280;27069;28858;30647;32436;34225;36014;37803;39592;41381;43170;44959;46748;48537;50326;52115;53904;55693;57482;59271;61060;62849;64638;66427;68216;70005;71794;73583;75372;77161;78950;80739;82528;84317;86106;87895;
119,235;2024;3813;5602;7391;9180;10969;12758;14547;16336;18125;19914;21703;23492;25281;27070;28859;30648;32437;34226;36015;37804;39593;41382;43171;44960;46749;48538;50327;52116;53905;55694;57483;59272;61061;62850;64639;66428;68217;70006;71795;73584;75373;77162;78951;80740;82529;84318;86107;87896;
120,121;1910;3699;5488;7277;9066;10855;12644;14433;16222;18011;19800;21589;23378;25167;26956;28745;30534;32323;34112;35901;37690;39479;41268;43057;44846;46635;48424;50213;52002;53791;55580;57369;59158;60947;62736;64525;66314;68103;69892;71681;73470;75259;77048;78837;80626;82415;84204;85993;87782;
121,120;1909;3698;5487;7276;9065;10854;12643;14432;16221;18010;19799;21588;23377;25166;26955;28744;30533;32322;34111;35900;37689;39478;41267;43056;44845;46634;48423;50212;52001;53790;55579;57368;59157;60946;62735;64524;66313;68102;69891;71680;73469;75258;77047;78836;80625;82414;84203;85992;87781;
122,238;2027;3816;5605;7394;9183;10972;12761;14550;16339;18128;19917;21706;23495;25284;27073;28862;30651;32440;34229;36018;37807;39596;41385;43174;44963;46752;48541;50330;52119;53908;55697;57486;59275;61064;62853;64642;66431;68220;70009;71798;73587;75376;77165;78954;80743;82532;84321;86110;87899;
123,236;2025;3814;5603;7392;9181;10970;12759;14548;16337;18126;19915;21704;23493;25282;27071;28860;30649;32438;34227;36016;37805;39594;41383;43172;44961;46750;48539;50328;52117;53906;55695;57484;59273;61062;62851;64640;66429;68218;70007;71796;73585;75374;77163;78952;80741;82530;84319;86108;87897;
124,233;2022;3811;5600;7389;9178;10967;12756;14545;16334;18123;19912;21701;23490;25279;27068;28857;30646;32435;34224;36013;37802;39591;41380;43169;44958;46747;48536;50325;52114;53903;55692;57481;59270;61059;62848;64637;66426;68215;70004;71793;73582;75371;77160;78949;80738;82527;84316;86105;87894;
125,56;1845;3634;5423;7212;9001;10790;12579;14368;16157;17946;19735;21524;23313;25102;26891;28680;30469;32258;34047;35836;37625;39414;41203;42992;44781;46570;48359;50148;51937;53726;55515;57304;59093;60882;62671;64460;66249;68038;69827;71616;73405;75194;76983;78772;80561;82350;84139;85928;87717;
129,181;1970;3759;5548;7337;9126;10915;12704;14493;16282;18071;19860;21649;23438;25227;27016;28805;30594;32383;34172;35961;37750;39539;41328;43117;44906;46695;48484;50273;52062;53851;55640;57429;59218;61007;62796;64585;66374;68163;69952;71741;73530;75319;77108;78897;80686;82475;84264;86053;87842;
130,177;1966;3755;5544;7333;9122;10911;12700;14489;16278;18067;19856;21645;23434;25223;27012;28801;30590;32379;34168;35957;37746;39535;41324;43113;44902;46691;48480;50269;52058;53847;55636;57425;59214;61003;62792;64581;66370;68159;69948;71737;73526;75315;77104;78893;80682;82471;84260;86049;87838;
133,185;1974;3763;5552;7341;9130;10919;12708;14497;16286;18075;19864;21653;23442;25231;27020;28809;30598;32387;34176;35965;37754;39543;41332;43121;44910;46699;48488;50277;52066;53855;55644;57433;59222;61011;62800;64589;66378;68167;69956;71745;73534;75323;77112;78901;80690;82479;84268;86057;87846;
134,62;1851;3640;5429;7218;9007;10796;12585;14374;16163;17952;19741;21530;23319;25108;26897;28686;30475;32264;34053;35842;37631;39420;41209;42998;44787;46576;48365;50154;51943;53732;55521;57310;59099;60888;62677;64466;66255;68044;69833;71622;73411;75200;76989;78778;80567;82356;84145;85934;87723;
135,63;1852;3641;5430;7219;9008;10797;12586;14375;16164;17953;19742;21531;23320;25109;26898;28687;30476;32265;34054;35843;37632;39421;41210;42999;44788;46577;48366;50155;51944;53733;55522;57311;59100;60889;62678;64467;66256;68045;69834;71623;73412;75201;76990;78779;80568;82357;84146;85935;87724;
136,64;1853;3642;5431;7220;9009;10798;12587;14376;16165;17954;19743;21532;23321;25110;26899;28688;30477;32266;34055;35844;37633;39422;41211;43000;44789;46578;48367;50156;51945;53734;55523;57312;59101;60890;62679;64468;66257;68046;69835;71624;73413;75202;76991;78780;80569;82358;84147;85936;87725;
145,201;1990;3779;5568;7357;9146;10935;12724;14513;16302;18091;19880;21669;23458;25247;27036;28825;30614;32403;34192;35981;37770;39559;41348;43137;44926;46715;48504;50293;52082;53871;55660;57449;59238;61027;62816;64605;66394;68183;69972;71761;73550;75339;77128;78917;80706;82495;84284;86073;87862;
147,86;1875;3664;5453;7242;9031;10820;12609;14398;16187;17976;19765;21554;23343;25132;26921;28710;30499;32288;34077;35866;37655;39444;41233;43022;44811;46600;48389;50178;51967;53756;55545;57334;59123;60912;62701;64490;66279;68068;69857;71646;73435;75224;77013;78802;80591;82380;84169;85958;87747;
157,88;207;1877;1996;3666;3785;5455;5574;7244;7363;9033;9152;10822;10941;12611;12730;14400;14519;16189;16308;17978;18097;19767;19886;21556;21675;23345;23464;25134;25253;26923;27042;28712;28831;30501;30620;32290;32409;34079;34198;35868;35987;37657;37776;39446;39565;41235;41354;43024;43143;44813;44932;46602;46721;48391;48510;50180;50299;51969;52088;53758;53877;55547;55666;57336;57455;59125;59244;60914;61033;62703;62822;64492;64611;66281;66400;68070;68189;69859;69978;71648;71767;73437;73556;75226;75345;77015;77134;78804;78923;80593;80712;82382;82501;84171;84290;85960;86079;87749;87868;
159,91;1880;3669;5458;7247;9036;10825;12614;14403;16192;17981;19770;21559;23348;25137;26926;28715;30504;32293;34082;35871;37660;39449;41238;43027;44816;46605;48394;50183;51972;53761;55550;57339;59128;60917;62706;64495;66284;68073;69862;71651;73440;75229;77018;78807;80596;82385;84174;85963;87752;
161,210;1999;3788;5577;7366;9155;10944;12733;14522;16311;18100;19889;21678;23467;25256;27045;28834;30623;32412;34201;35990;37779;39568;41357;43146;44935;46724;48513;50302;52091;53880;55669;57458;59247;61036;62825;64614;66403;68192;69981;71770;73559;75348;77137;78926;80715;82504;84293;86082;87871;
230,165;1954;3743;5532;7321;9110;10899;12688;14477;16266;18055;19844;21633;23422;25211;27000;28789;30578;32367;34156;35945;37734;39523;41312;43101;44890;46679;48468;50257;52046;53835;55624;57413;59202;60991;62780;64569;66358;68147;69936;71725;73514;75303;77092;78881;80670;82459;84248;86037;87826;
232,172;1961;3750;5539;7328;9117;10906;12695;14484;16273;18062;19851;21640;23429;25218;27007;28796;30585;32374;34163;35952;37741;39530;41319;43108;44897;46686;48475;50264;52053;53842;55631;57420;59209;60998;62787;64576;66365;68154;69943;71732;73521;75310;77099;78888;80677;82466;84255;86044;87833;
279,220;2009;3798;5587;7376;9165;10954;12743;14532;16321;18110;19899;21688;23477;25266;27055;28844;30633;32422;34211;36000;37789;39578;41367;43156;44945;46734;48523;50312;52101;53890;55679;57468;59257;61046;62835;64624;66413;68202;69991;71780;73569;75358;77147;78936;80725;82514;84303;86092;87881;
281,223;2012;3801;5590;7379;9168;10957;12746;14535;16324;18113;19902;21691;23480;25269;27058;28847;30636;32425;34214;36003;37792;39581;41370;43159;44948;46737;48526;50315;52104;53893;55682;57471;59260;61049;62838;64627;66416;68205;69994;71783;73572;75361;77150;78939;80728;82517;84306;86095;87884;
295,118;1907;3696;5485;7274;9063;10852;12641;14430;16219;18008;19797;21586;23375;25164;26953;28742;30531;32320;34109;35898;37687;39476;41265;43054;44843;46632;48421;50210;51999;53788;55577;57366;59155;60944;62733;64522;66311;68100;69889;71678;73467;75256;77045;78834;80623;82412;84201;85990;87779;
297,237;2026;3815;5604;7393;9182;10971;12760;14549;16338;18127;19916;21705;23494;25283;27072;28861;30650;32439;34228;36017;37806;39595;41384;43173;44962;46751;48540;50329;52118;53907;55696;57485;59274;61063;62852;64641;66430;68219;70008;71797;73586;75375;77164;78953;80742;82531;84320;86109;87898;
304,240;2029;3818;5607;7396;9185;10974;12763;14552;16341;18130;19919;21708;23497;25286;27075;28864;30653;32442;34231;36020;37809;39598;41387;43176;44965;46754;48543;50332;52121;53910;55699;57488;59277;61066;62855;64644;66433;68222;70011;71800;73589;75378;77167;78956;80745;82534;84323;86112;87901;
356,232;2021;3810;5599;7388;9177;10966;12755;14544;16333;18122;19911;21700;23489;25278;27067;28856;30645;32434;34223;36012;37801;39590;41379;43168;44957;46746;48535;50324;52113;53902;55691;57480;59269;61058;62847;64636;66425;68214;70003;71792;73581;75370;77159;78948;80737;82526;84315;86104;87893;
775,311;2100;3889;5678;7467;9256;11045;12834;14623;16412;18201;19990;21779;23568;25357;27146;28935;30724;32513;34302;36091;37880;39669;41458;43247;45036;46825;48614;50403;52192;53981;55770;57559;59348;61137;62926;64715;66504;68293;70082;71871;73660;75449;77238;79027;80816;82605;84394;86183;87972;
776,291;435;2080;2224;3869;4013;5658;5802;7447;7591;9236;9380;11025;11169;12814;12958;14603;14747;16392;16536;18181;18325;19970;20114;21759;21903;23548;23692;25337;25481;27126;27270;28915;29059;30704;30848;32493;32637;34282;34426;36071;36215;37860;38004;39649;39793;41438;41582;43227;43371;45016;45160;46805;46949;48594;48738;50383;50527;52172;52316;53961;54105;55750;55894;57539;57683;59328;59472;61117;61261;62906;63050;64695;64839;66484;66628;68273;68417;70062;70206;71851;71995;73640;73784;75429;75573;77218;77362;79007;79151;80796;80940;82585;82729;84374;84518;86163;86307;87952;88096;
777,293;434;2082;2223;3871;4012;5660;5801;7449;7590;9238;9379;11027;11168;12816;12957;14605;14746;16394;16535;18183;18324;19972;20113;21761;21902;23550;23691;25339;25480;27128;27269;28917;29058;30706;30847;32495;32636;34284;34425;36073;36214;37862;38003;39651;39792;41440;41581;43229;43370;45018;45159;46807;46948;48596;48737;50385;50526;52174;52315;53963;54104;55752;55893;57541;57682;59330;59471;61119;61260;62908;63049;64697;64838;66486;66627;68275;68416;70064;70205;71853;71994;73642;73783;75431;75572;77220;77361;79009;79150;80798;80939;82587;82728;84376;84517;86165;86306;87954;88095;
778,314;412;2103;2201;3892;3990;5681;5779;7470;7568;9259;9357;11048;11146;12837;12935;14626;14724;16415;16513;18204;18302;19993;20091;21782;21880;23571;23669;25360;25458;27149;27247;28938;29036;30727;30825;32516;32614;34305;34403;36094;36192;37883;37981;39672;39770;41461;41559;43250;43348;45039;45137;46828;46926;48617;48715;50406;50504;52195;52293;53984;54082;55773;55871;57562;57660;59351;59449;61140;61238;62929;63027;64718;64816;66507;66605;68296;68394;70085;70183;71874;71972;73663;73761;75452;75550;77241;77339;79030;79128;80819;80917;82608;82706;84397;84495;86186;86284;87975;88073;
779,292;432;2081;2221;3870;4010;5659;5799;7448;7588;9237;9377;11026;11166;12815;12955;14604;14744;16393;16533;18182;18322;19971;20111;21760;21900;23549;23689;25338;25478;27127;27267;28916;29056;30705;30845;32494;32634;34283;34423;36072;36212;37861;38001;39650;39790;41439;41579;43228;43368;45017;45157;46806;46946;48595;48735;50384;50524;52173;52313;53962;54102;55751;55891;57540;57680;59329;59469;61118;61258;62907;63047;64696;64836;66485;66625;68274;68414;70063;70203;71852;71992;73641;73781;75430;75570;77219;77359;79008;79148;80797;80937;82586;82726;84375;84515;86164;86304;87953;88093;
780,309;413;2098;2202;3887;3991;5676;5780;7465;7569;9254;9358;11043;11147;12832;12936;14621;14725;16410;16514;18199;18303;19988;20092;21777;21881;23566;23670;25355;25459;27144;27248;28933;29037;30722;30826;32511;32615;34300;34404;36089;36193;37878;37982;39667;39771;41456;41560;43245;43349;45034;45138;46823;46927;48612;48716;50401;50505;52190;52294;53979;54083;55768;55872;57557;57661;59346;59450;61135;61239;62924;63028;64713;64817;66502;66606;68291;68395;70080;70184;71869;71973;73658;73762;75447;75551;77236;77340;79025;79129;80814;80918;82603;82707;84392;84496;86181;86285;87970;88074;
781,289;431;2078;2220;3867;4009;5656;5798;7445;7587;9234;9376;11023;11165;12812;12954;14601;14743;16390;16532;18179;18321;19968;20110;21757;21899;23546;23688;25335;25477;27124;27266;28913;29055;30702;30844;32491;32633;34280;34422;36069;36211;37858;38000;39647;39789;41436;41578;43225;43367;45014;45156;46803;46945;48592;48734;50381;50523;52170;52312;53959;54101;55748;55890;57537;57679;59326;59468;61115;61257;62904;63046;64693;64835;66482;66624;68271;68413;70060;70202;71849;71991;73638;73780;75427;75569;77216;77358;79005;79147;80794;80936;82583;82725;84372;84514;86161;86303;87950;88092;
782,365;429;2154;2218;3943;4007;5732;5796;7521;7585;9310;9374;11099;11163;12888;12952;14677;14741;16466;16530;18255;18319;20044;20108;21833;21897;23622;23686;25411;25475;27200;27264;28989;29053;30778;30842;32567;32631;34356;34420;36145;36209;37934;37998;39723;39787;41512;41576;43301;43365;45090;45154;46879;46943;48668;48732;50457;50521;52246;52310;54035;54099;55824;55888;57613;57677;59402;59466;61191;61255;62980;63044;64769;64833;66558;66622;68347;68411;70136;70200;71925;71989;73714;73778;75503;75567;77292;77356;79081;79145;80870;80934;82659;82723;84448;84512;86237;86301;88026;88090;
783,304;426;2093;2215;3882;4004;5671;5793;7460;7582;9249;9371;11038;11160;12827;12949;14616;14738;16405;16527;18194;18316;19983;20105;21772;21894;23561;23683;25350;25472;27139;27261;28928;29050;30717;30839;32506;32628;34295;34417;36084;36206;37873;37995;39662;39784;41451;41573;43240;43362;45029;45151;46818;46940;48607;48729;50396;50518;52185;52307;53974;54096;55763;55885;57552;57674;59341;59463;61130;61252;62919;63041;64708;64830;66497;66619;68286;68408;70075;70197;71864;71986;73653;73775;75442;75564;77231;77353;79020;79142;80809;80931;82598;82720;84387;84509;86176;86298;87965;88087;
784,306;397;2095;2186;3884;3975;5673;5764;7462;7553;9251;9342;11040;11131;12829;12920;14618;14709;16407;16498;18196;18287;19985;20076;21774;21865;23563;23654;25352;25443;27141;27232;28930;29021;30719;30810;32508;32599;34297;34388;36086;36177;37875;37966;39664;39755;41453;41544;43242;43333;45031;45122;46820;46911;48609;48700;50398;50489;52187;52278;53976;54067;55765;55856;57554;57645;59343;59434;61132;61223;62921;63012;64710;64801;66499;66590;68288;68379;70077;70168;71866;71957;73655;73746;75444;75535;77233;77324;79022;79113;80811;80902;82600;82691;84389;84480;86178;86269;87967;88058;
785,308;438;2097;2227;3886;4016;5675;5805;7464;7594;9253;9383;11042;11172;12831;12961;14620;14750;16409;16539;18198;18328;19987;20117;21776;21906;23565;23695;25354;25484;27143;27273;28932;29062;30721;30851;32510;32640;34299;34429;36088;36218;37877;38007;39666;39796;41455;41585;43244;43374;45033;45163;46822;46952;48611;48741;50400;50530;52189;52319;53978;54108;55767;55897;57556;57686;59345;59475;61134;61264;62923;63053;64712;64842;66501;66631;68290;68420;70079;70209;71868;71998;73657;73787;75446;75576;77235;77365;79024;79154;80813;80943;82602;82732;84391;84521;86180;86310;87969;88099;
786,313;2102;3891;5680;7469;9258;11047;12836;14625;16414;18203;19992;21781;23570;25359;27148;28937;30726;32515;34304;36093;37882;39671;41460;43249;45038;46827;48616;50405;52194;53983;55772;57561;59350;61139;62928;64717;66506;68295;70084;71873;73662;75451;77240;79029;80818;82607;84396;86185;87974;
787,248;442;2037;2231;3826;4020;5615;5809;7404;7598;9193;9387;10982;11176;12771;12965;14560;14754;16349;16543;18138;18332;19927;20121;21716;21910;23505;23699;25294;25488;27083;27277;28872;29066;30661;30855;32450;32644;34239;34433;36028;36222;37817;38011;39606;39800;41395;41589;43184;43378;44973;45167;46762;46956;48551;48745;50340;50534;52129;52323;53918;54112;55707;55901;57496;57690;59285;59479;61074;61268;62863;63057;64652;64846;66441;66635;68230;68424;70019;70213;71808;72002;73597;73791;75386;75580;77175;77369;78964;79158;80753;80947;82542;82736;84331;84525;86120;86314;87909;88103;
788,310;430;2099;2219;3888;4008;5677;5797;7466;7586;9255;9375;11044;11164;12833;12953;14622;14742;16411;16531;18200;18320;19989;20109;21778;21898;23567;23687;25356;25476;27145;27265;28934;29054;30723;30843;32512;32632;34301;34421;36090;36210;37879;37999;39668;39788;41457;41577;43246;43366;45035;45155;46824;46944;48613;48733;50402;50522;52191;52311;53980;54100;55769;55889;57558;57678;59347;59467;61136;61256;62925;63045;64714;64834;66503;66623;68292;68412;70081;70201;71870;71990;73659;73779;75448;75568;77237;77357;79026;79146;80815;80935;82604;82724;84393;84513;86182;86302;87971;88091;
789,312;439;2101;2228;3890;4017;5679;5806;7468;7595;9257;9384;11046;11173;12835;12962;14624;14751;16413;16540;18202;18329;19991;20118;21780;21907;23569;23696;25358;25485;27147;27274;28936;29063;30725;30852;32514;32641;34303;34430;36092;36219;37881;38008;39670;39797;41459;41586;43248;43375;45037;45164;46826;46953;48615;48742;50404;50531;52193;52320;53982;54109;55771;55898;57560;57687;59349;59476;61138;61265;62927;63054;64716;64843;66505;66632;68294;68421;70083;70210;71872;71999;73661;73788;75450;75577;77239;77366;79028;79155;80817;80944;82606;82733;84395;84522;86184;86311;87973;88100;
790,269;444;2058;2233;3847;4022;5636;5811;7425;7600;9214;9389;11003;11178;12792;12967;14581;14756;16370;16545;18159;18334;19948;20123;21737;21912;23526;23701;25315;25490;27104;27279;28893;29068;30682;30857;32471;32646;34260;34435;36049;36224;37838;38013;39627;39802;41416;41591;43205;43380;44994;45169;46783;46958;48572;48747;50361;50536;52150;52325;53939;54114;55728;55903;57517;57692;59306;59481;61095;61270;62884;63059;64673;64848;66462;66637;68251;68426;70040;70215;71829;72004;73618;73793;75407;75582;77196;77371;78985;79160;80774;80949;82563;82738;84352;84527;86141;86316;87930;88105;
791,254;315;2043;2104;3832;3893;5621;5682;7410;7471;9199;9260;10988;11049;12777;12838;14566;14627;16355;16416;18144;18205;19933;19994;21722;21783;23511;23572;25300;25361;27089;27150;28878;28939;30667;30728;32456;32517;34245;34306;36034;36095;37823;37884;39612;39673;41401;41462;43190;43251;44979;45040;46768;46829;48557;48618;50346;50407;52135;52196;53924;53985;55713;55774;57502;57563;59291;59352;61080;61141;62869;62930;64658;64719;66447;66508;68236;68297;70025;70086;71814;71875;73603;73664;75392;75453;77181;77242;78970;79031;80759;80820;82548;82609;84337;84398;86126;86187;87915;87976;
792,242;379;2031;2168;3820;3957;5609;5746;7398;7535;9187;9324;10976;11113;12765;12902;14554;14691;16343;16480;18132;18269;19921;20058;21710;21847;23499;23636;25288;25425;27077;27214;28866;29003;30655;30792;32444;32581;34233;34370;36022;36159;37811;37948;39600;39737;41389;41526;43178;43315;44967;45104;46756;46893;48545;48682;50334;50471;52123;52260;53912;54049;55701;55838;57490;57627;59279;59416;61068;61205;62857;62994;64646;64783;66435;66572;68224;68361;70013;70150;71802;71939;73591;73728;75380;75517;77169;77306;78958;79095;80747;80884;82536;82673;84325;84462;86114;86251;87903;88040;
793,241;2030;3819;5608;7397;9186;10975;12764;14553;16342;18131;19920;21709;23498;25287;27076;28865;30654;32443;34232;36021;37810;39599;41388;43177;44966;46755;48544;50333;52122;53911;55700;57489;59278;61067;62856;64645;66434;68223;70012;71801;73590;75379;77168;78957;80746;82535;84324;86113;87902;
794,367;383;2156;2172;3945;3961;5734;5750;7523;7539;9312;9328;11101;11117;12890;12906;14679;14695;16468;16484;18257;18273;20046;20062;21835;21851;23624;23640;25413;25429;27202;27218;28991;29007;30780;30796;32569;32585;34358;34374;36147;36163;37936;37952;39725;39741;41514;41530;43303;43319;45092;45108;46881;46897;48670;48686;50459;50475;52248;52264;54037;54053;55826;55842;57615;57631;59404;59420;61193;61209;62982;62998;64771;64787;66560;66576;68349;68365;70138;70154;71927;71943;73716;73732;75505;75521;77294;77310;79083;79099;80872;80888;82661;82677;84450;84466;86239;86255;88028;88044;
795,246;2035;3824;5613;7402;9191;10980;12769;14558;16347;18136;19925;21714;23503;25292;27081;28870;30659;32448;34237;36026;37815;39604;41393;43182;44971;46760;48549;50338;52127;53916;55705;57494;59283;61072;62861;64650;66439;68228;70017;71806;73595;75384;77173;78962;80751;82540;84329;86118;87907;
796,243;375;2032;2164;3821;3953;5610;5742;7399;7531;9188;9320;10977;11109;12766;12898;14555;14687;16344;16476;18133;18265;19922;20054;21711;21843;23500;23632;25289;25421;27078;27210;28867;28999;30656;30788;32445;32577;34234;34366;36023;36155;37812;37944;39601;39733;41390;41522;43179;43311;44968;45100;46757;46889;48546;48678;50335;50467;52124;52256;53913;54045;55702;55834;57491;57623;59280;59412;61069;61201;62858;62990;64647;64779;66436;66568;68225;68357;70014;70146;71803;71935;73592;73724;75381;75513;77170;77302;78959;79091;80748;80880;82537;82669;84326;84458;86115;86247;87904;88036;
797,245;374;2034;2163;3823;3952;5612;5741;7401;7530;9190;9319;10979;11108;12768;12897;14557;14686;16346;16475;18135;18264;19924;20053;21713;21842;23502;23631;25291;25420;27080;27209;28869;28998;30658;30787;32447;32576;34236;34365;36025;36154;37814;37943;39603;39732;41392;41521;43181;43310;44970;45099;46759;46888;48548;48677;50337;50466;52126;52255;53915;54044;55704;55833;57493;57622;59282;59411;61071;61200;62860;62989;64649;64778;66438;66567;68227;68356;70016;70145;71805;71934;73594;73723;75383;75512;77172;77301;78961;79090;80750;80879;82539;82668;84328;84457;86117;86246;87906;88035;
798,252;324;2041;2113;3830;3902;5619;5691;7408;7480;9197;9269;10986;11058;12775;12847;14564;14636;16353;16425;18142;18214;19931;20003;21720;21792;23509;23581;25298;25370;27087;27159;28876;28948;30665;30737;32454;32526;34243;34315;36032;36104;37821;37893;39610;39682;41399;41471;43188;43260;44977;45049;46766;46838;48555;48627;50344;50416;52133;52205;53922;53994;55711;55783;57500;57572;59289;59361;61078;61150;62867;62939;64656;64728;66445;66517;68234;68306;70023;70095;71812;71884;73601;73673;75390;75462;77179;77251;78968;79040;80757;80829;82546;82618;84335;84407;86124;86196;87913;87985;
799,250;320;2039;2109;3828;3898;5617;5687;7406;7476;9195;9265;10984;11054;12773;12843;14562;14632;16351;16421;18140;18210;19929;19999;21718;21788;23507;23577;25296;25366;27085;27155;28874;28944;30663;30733;32452;32522;34241;34311;36030;36100;37819;37889;39608;39678;41397;41467;43186;43256;44975;45045;46764;46834;48553;48623;50342;50412;52131;52201;53920;53990;55709;55779;57498;57568;59287;59357;61076;61146;62865;62935;64654;64724;66443;66513;68232;68302;70021;70091;71810;71880;73599;73669;75388;75458;77177;77247;78966;79036;80755;80825;82544;82614;84333;84403;86122;86192;87911;87981;
800,251;258;346;378;2040;2047;2135;2167;3829;3836;3924;3956;5618;5625;5713;5745;7407;7414;7502;7534;9196;9203;9291;9323;10985;10992;11080;11112;12774;12781;12869;12901;14563;14570;14658;14690;16352;16359;16447;16479;18141;18148;18236;18268;19930;19937;20025;20057;21719;21726;21814;21846;23508;23515;23603;23635;25297;25304;25392;25424;27086;27093;27181;27213;28875;28882;28970;29002;30664;30671;30759;30791;32453;32460;32548;32580;34242;34249;34337;34369;36031;36038;36126;36158;37820;37827;37915;37947;39609;39616;39704;39736;41398;41405;41493;41525;43187;43194;43282;43314;44976;44983;45071;45103;46765;46772;46860;46892;48554;48561;48649;48681;50343;50350;50438;50470;52132;52139;52227;52259;53921;53928;54016;54048;55710;55717;55805;55837;57499;57506;57594;57626;59288;59295;59383;59415;61077;61084;61172;61204;62866;62873;62961;62993;64655;64662;64750;64782;66444;66451;66539;66571;68233;68240;68328;68360;70022;70029;70117;70149;71811;71818;71906;71938;73600;73607;73695;73727;75389;75396;75484;75516;77178;77185;77273;77305;78967;78974;79062;79094;80756;80763;80851;80883;82545;82552;82640;82672;84334;84341;84429;84461;86123;86130;86218;86250;87912;87919;88007;88039;
801,255;330;2044;2119;3833;3908;5622;5697;7411;7486;9200;9275;10989;11064;12778;12853;14567;14642;16356;16431;18145;18220;19934;20009;21723;21798;23512;23587;25301;25376;27090;27165;28879;28954;30668;30743;32457;32532;34246;34321;36035;36110;37824;37899;39613;39688;41402;41477;43191;43266;44980;45055;46769;46844;48558;48633;50347;50422;52136;52211;53925;54000;55714;55789;57503;57578;59292;59367;61081;61156;62870;62945;64659;64734;66448;66523;68237;68312;70026;70101;71815;71890;73604;73679;75393;75468;77182;77257;78971;79046;80760;80835;82549;82624;84338;84413;86127;86202;87916;87991;
802,265;377;2054;2166;3843;3955;5632;5744;7421;7533;9210;9322;10999;11111;12788;12900;14577;14689;16366;16478;18155;18267;19944;20056;21733;21845;23522;23634;25311;25423;27100;27212;28889;29001;30678;30790;32467;32579;34256;34368;36045;36157;37834;37946;39623;39735;41412;41524;43201;43313;44990;45102;46779;46891;48568;48680;50357;50469;52146;52258;53935;54047;55724;55836;57513;57625;59302;59414;61091;61203;62880;62992;64669;64781;66458;66570;68247;68359;70036;70148;71825;71937;73614;73726;75403;75515;77192;77304;78981;79093;80770;80882;82559;82671;84348;84460;86137;86249;87926;88038;
803,257;380;2046;2169;3835;3958;5624;5747;7413;7536;9202;9325;10991;11114;12780;12903;14569;14692;16358;16481;18147;18270;19936;20059;21725;21848;23514;23637;25303;25426;27092;27215;28881;29004;30670;30793;32459;32582;34248;34371;36037;36160;37826;37949;39615;39738;41404;41527;43193;43316;44982;45105;46771;46894;48560;48683;50349;50472;52138;52261;53927;54050;55716;55839;57505;57628;59294;59417;61083;61206;62872;62995;64661;64784;66450;66573;68239;68362;70028;70151;71817;71940;73606;73729;75395;75518;77184;77307;78973;79096;80762;80885;82551;82674;84340;84463;86129;86252;87918;88041;
