agent_id,path_no,path_cost, arc(i.j.t.s), path_arc_incidence, arc_cap(i.j.t.s)
26,4,16.00,6.84.58.59,1,99999.00
26,4,16.00,84.6.59.60,1,99999.00
26,4,16.00,6.8.60.62,1,1.00
26,4,16.00,8.16.62.67,1,1.00
26,4,16.00,16.18.67.70,1,1.00
26,4,16.00,18.20.70.74,1,1.00
26,4,16.00,20.20.74.80,1,99999.00
27,4,16.00,13.12.1.4,1,1.00
27,4,16.00,12.57.4.5,1,99999.00
27,4,16.00,57.12.5.6,1,99999.00
27,4,16.00,12.13.6.9,1,1.00
27,4,16.00,13.24.9.13,1,10.00
27,4,16.00,24.58.13.14,1,99999.00
27,4,16.00,58.58.14.25,1,99999.00
27,4,16.00,58.24.25.26,1,99999.00
27,4,16.00,24.81.26.27,1,99999.00
27,4,16.00,81.24.27.28,1,99999.00
27,4,16.00,24.13.28.32,1,1.00
27,4,16.00,13.12.32.35,1,1.00
27,4,16.00,12.3.35.39,1,1.00
27,4,16.00,3.82.39.40,1,99999.00
27,4,16.00,82.3.40.41,1,99999.00
27,4,16.00,3.1.41.45,1,1.00
27,4,16.00,1.1.45.80,1,99999.00
28,4,30.00,20.18.1.5,1,10.00
28,4,30.00,18.63.5.6,1,99999.00
28,4,30.00,63.63.6.10,1,99999.00
28,4,30.00,63.18.10.11,1,99999.00
28,4,30.00,18.16.11.14,1,1.00
28,4,30.00,16.8.14.19,1,1.00
28,4,30.00,8.6.19.21,1,1.00
28,4,30.00,6.64.21.22,1,99999.00
28,4,30.00,64.64.22.30,1,99999.00
28,4,30.00,64.6.30.31,1,99999.00
28,4,30.00,6.8.31.33,1,1.00
28,4,30.00,8.45.33.34,1,99999.00
28,4,30.00,45.8.34.35,1,99999.00
28,4,30.00,8.16.35.40,1,1.00
28,4,30.00,16.17.40.42,1,1.00
28,4,30.00,17.19.42.44,1,1.00
28,4,30.00,19.15.44.47,1,1.00
28,4,30.00,15.22.47.50,1,1.00
28,4,30.00,22.46.50.51,1,99999.00
28,4,30.00,46.22.51.52,1,99999.00
28,4,30.00,22.15.52.55,1,1.00
28,4,30.00,15.19.55.58,1,1.00
28,4,30.00,19.17.58.60,1,1.00
28,4,30.00,17.16.60.62,1,1.00
28,4,30.00,16.8.62.67,1,1.00
28,4,30.00,8.6.67.69,1,1.00
28,4,30.00,6.2.69.74,1,1.00
28,4,30.00,2.2.74.80,1,99999.00
29,4,25.00,1.3.1.5,1,10.00
29,4,25.00,3.11.5.12,1,1.00
29,4,25.00,11.53.12.13,1,99999.00
29,4,25.00,53.11.13.14,1,99999.00
29,4,25.00,11.15.14.20,1,1.00
29,4,25.00,15.22.20.23,1,1.00
29,4,25.00,22.54.23.24,1,99999.00
29,4,25.00,54.54.24.25,1,99999.00
29,4,25.00,54.22.25.26,1,99999.00
29,4,25.00,22.73.26.27,1,99999.00
29,4,25.00,73.22.27.28,1,99999.00
29,4,25.00,22.15.28.31,1,1.00
29,4,25.00,15.11.31.37,1,1.00
29,4,25.00,11.3.37.44,1,1.00
29,4,25.00,3.74.44.45,1,99999.00
29,4,25.00,74.3.45.46,1,99999.00
29,4,25.00,3.12.46.50,1,1.00
29,4,25.00,12.13.50.53,1,1.00
29,4,25.00,13.13.53.80,1,99999.00
30,4,16.00,2.1.1.7,1,1.00
30,4,16.00,1.3.7.11,1,10.00
30,4,16.00,3.12.11.15,1,1.00
30,4,16.00,12.57.15.16,1,99999.00
30,4,16.00,57.12.16.17,1,99999.00
30,4,16.00,12.13.17.20,1,1.00
30,4,16.00,13.24.20.24,1,10.00
30,4,16.00,24.58.24.25,1,99999.00
30,4,16.00,58.24.25.26,1,99999.00
30,4,16.00,24.83.26.27,1,99999.00
30,4,16.00,83.24.27.28,1,99999.00
30,4,16.00,24.81.28.29,1,99999.00
30,4,16.00,81.24.29.30,1,99999.00
30,4,16.00,24.13.30.34,1,1.00
30,4,16.00,13.12.34.37,1,1.00
30,4,16.00,12.3.37.41,1,1.00
30,4,16.00,3.82.41.42,1,99999.00
30,4,16.00,82.3.42.43,1,99999.00
30,4,16.00,3.1.43.47,1,1.00
30,4,16.00,1.2.47.53,1,1.00
30,4,16.00,2.6.53.58,1,10.00
30,4,16.00,6.84.58.59,1,99999.00
30,4,16.00,84.6.59.60,1,99999.00
30,4,16.00,6.8.60.62,1,1.00
30,4,16.00,8.16.62.67,1,1.00
30,4,16.00,16.18.67.70,1,1.00
30,4,16.00,18.20.70.74,1,1.00
30,4,16.00,20.20.74.80,1,99999.00
